step,epoch,train_loss,train_ce,train_ppl,train_bpc,val_loss,val_ppl,val_bpc,grad_norm_total,grad_norm_mu,grad_norm_sigma,grad_norm_phi,lr_current,tokens_per_sec,step_time,beta_loss,attention_entropy,attention_concentration
50,1.0270434930324342e-05,8.7662992477417,7.748907089233398,2319.036529124375,11.179309829946357,,,,0.7738190856496576,0.4731556177139282,0.05777714401483536,0.16925686597824097,0.025,2999.5748854169965,0.5120725631713867,0,3.140409231185913,0.09064289182424545
100,2.0540869860648684e-05,7.80484676361084,7.518197536468506,1841.2455233589717,10.846466302286736,,,,1.2235600419805552,0.05203095078468323,0.03231731057167053,0.10581190884113312,0.05,3170.1059288444194,0.4845263957977295,0,3.140720844268799,0.08984397351741791
150,3.0811304790973026e-05,7.386741638183594,6.921230316162109,1013.5662346629034,9.985224653977427,,,,0.4584988358703845,0.04334789142012596,0.05029100179672241,0.13305795192718506,0.049999937415122986,3275.776986150362,0.46889638900756836,0,3.1403512954711914,0.09028981626033783
200,4.108173972129737e-05,7.1184306144714355,6.668200969696045,786.9785319391029,9.62018047063146,,,,0.5584444143572384,0.0494236946105957,0.03926439210772514,0.11787489056587219,0.04999974817037583,3275.781983036481,0.46889567375183105,0,3.1404035091400146,0.09011134505271912
250,5.135217465162171e-05,7.095086574554443,6.599157333374023,734.4760099765732,9.52057155890474,,,,0.7646756212174285,0.0529654361307621,0.04323903098702431,0.12136384844779968,0.049999432265758516,3170.104368946371,0.4845266342163086,0,3.140596389770508,0.09003974497318268
300,6.162260958194605e-05,7.360230445861816,6.526932239532471,683.2987958527239,9.416372774191792,,,,0.7617078087449332,0.05417577922344208,0.05469972640275955,0.14123304188251495,0.04999898970127106,3275.7753205250433,0.46889662742614746,0,3.1366031169891357,0.09139098972082138
350,7.18930445122704e-05,7.349685192108154,6.619449138641357,749.5320951006482,9.549846445734607,,,,0.5044298793694488,0.05027814209461212,0.05878801643848419,0.14428873360157013,0.049998421967029576,3275.776986150362,0.46889638900756836,0,3.140239715576172,0.0903969258069992
400,8.216347944259473e-05,7.317164421081543,6.499392986297607,664.7380054751983,9.376642030120069,,,,2.546819417902903,0.07104916870594025,0.05817224457859993,0.15068960189819336,0.04999772757291794,3170.104368946371,0.4845266342163086,0,3.13985538482666,0.09053832292556763
450,9.243391437291908e-05,7.078972816467285,6.176888942718506,481.4916756497348,8.91136704578186,,,,0.43999621055931476,0.056507643312215805,0.05901416391134262,0.15079237520694733,0.04999690651893616,3275.7719892794876,0.46889710426330566,0,3.1394686698913574,0.09068785607814789
500,0.00010270434930324342,7.945364475250244,6.636049747467041,762.0786361938955,9.573796061763158,7.134359073638916,531.40966796875,9.053680763165145,0.7052851603543643,0.060122739523649216,0.07830532640218735,0.1902293562889099,0.04999596029520035,3170.107488744003,0.4845261573791504,0,3.1386585235595703,0.09121561050415039
550,0.00011297478423356777,7.434228897094727,6.3771281242370605,588.2359390104087,9.200251119950345,,,,0.4226604860635318,0.06291671842336655,0.06754591315984726,0.1686638444662094,0.04999488741159439,3170.1028090498576,0.4845268726348877,0,3.1393821239471436,0.09086018800735474
600,0.0001232452191638921,7.40806770324707,6.269445896148682,528.1846276417776,9.044898503495366,,,,0.38757712632497604,0.0597090944647789,0.05866459384560585,0.15325407683849335,0.04999368786811829,3148.6644986290926,0.487825870513916,0,3.1362972259521484,0.09139975160360336
650,0.00013351565409421646,7.400883674621582,6.261388778686523,523.9460802218842,9.03327454008885,,,,1.014437338693897,0.060652777552604675,0.057771358639001846,0.1457291692495346,0.049992361664772035,3170.1059288444194,0.4845263957977295,0,3.139425754547119,0.09074120968580246
700,0.0001437860890245408,7.849630832672119,6.323609828948975,557.582140080716,9.123040540741393,,,,0.6414701514057226,0.0602022223174572,0.06707887351512909,0.17033739387989044,0.049990910291671756,3233.116875869448,0.4750833511352539,0,3.1337544918060303,0.09273314476013184
750,0.00015405652395486513,8.138121604919434,6.2005767822265625,493.03333196139306,8.945541374369508,,,,0.47405298571067583,0.05751846730709076,0.10999492555856705,0.24619027972221375,0.04998933225870133,3160.7694350164406,0.48595762252807617,0,3.1225650310516357,0.0957057997584343
800,0.00016432695888518947,8.760846138000488,6.411319732666016,608.6964678252758,9.249579183870816,,,,1.4374687529336667,0.06384330242872238,0.12409835308790207,0.30931228399276733,0.04998762905597687,3275.7736549014185,0.46889686584472656,0,3.1224732398986816,0.09557973593473434
850,0.00017459739381551383,7.834047317504883,6.406378269195557,605.6960358328547,9.24245015902725,,,,1.0281103870117414,0.06537719070911407,0.06226669251918793,0.1585177779197693,0.049985797703266145,3170.104368946371,0.4845266342163086,0,3.138789176940918,0.09108041226863861
900,0.00018486782874583817,7.752787113189697,6.046628475189209,422.68553021914863,8.723440915253466,,,,0.8730207231986424,0.06316257268190384,0.08037897199392319,0.21606764197349548,0.049983841180801396,3170.1059288444194,0.4845263957977295,0,3.133390188217163,0.0927203893661499
950,0.0001951382636761625,7.6747636795043945,6.087416172027588,440.2823263894851,8.782285123211478,,,,1.055782903396736,0.06073819845914841,0.07277458161115646,0.17204433679580688,0.04998175948858261,3275.776986150362,0.46889638900756836,0,3.133017063140869,0.09210227429866791
1000,0.00020540869860648684,7.882225036621094,6.098495006561279,445.1872617458225,8.798268502852064,7.734138107299804,418.7095947265625,8.709806268279184,0.47353165800298563,0.06048418954014778,0.07173711806535721,0.17096379399299622,0.04997955113649369,3170.1059288444194,0.4845263957977295,0,3.1365222930908203,0.09202589839696884
1050,0.0002156791335368112,8.0914945602417,6.165449619293213,476.01512040956254,8.894863590605066,,,,0.3801682247209555,0.060754772275686264,0.06687851995229721,0.1632390320301056,0.04997721612453461,3170.107488744003,0.4845261573791504,0,3.126647710800171,0.09395017474889755
1100,0.00022594956846713553,8.635892868041992,6.381959438323975,591.0847678410604,9.207221232824512,,,,1.375690297918263,0.06995773315429688,0.1133963093161583,0.3270551860332489,0.04997475445270538,3170.1090486451217,0.4845259189605713,0,3.1277384757995605,0.09466781467199326
1150,0.00023622000339745987,8.145088195800781,6.101787567138672,446.6554835516121,8.803018663668896,,,,1.4413944684688735,0.06803101301193237,0.09822253882884979,0.24987448751926422,0.04997216761112214,3170.107488744003,0.4845261573791504,0,3.126983165740967,0.09394454956054688
1200,0.0002464904383277842,8.148645401000977,6.2457451820373535,515.8134566703103,9.010705600781426,,,,1.714240657355104,0.06624729931354523,0.09063750505447388,0.22394761443138123,0.049969454109668736,3144.53037612628,0.4884672164916992,0,3.1275148391723633,0.09385007619857788
