token_id,category,phi_0
95,punct,-1.7065859
96,punct,-0.1389234
97,punct,-0.06299402
98,punct,-1.6400667
99,punct,-0.06442496
100,punct,-0.09773739
101,punct,-0.07619312
102,punct,-0.111208595
103,punct,-0.083628155
104,punct,-0.06265057
105,punct,-1.648546
106,punct,-0.03893233
107,punct,0.011820452
108,punct,-0.2405627
109,punct,0.09792372
110,punct,-0.081007466
111,punct,-0.057207923
112,punct,-0.061577946
113,punct,-0.058635753
114,punct,-0.06530728
115,punct,-0.06932931
116,punct,-0.06290755
117,punct,-0.03612753
118,punct,0.11822735
119,punct,-0.06445086
120,punct,-0.11673354
121,punct,-0.081189424
122,punct,1.5237893
123,punct,-1.556188
124,punct,0.008718696
125,punct,-0.01811506
126,punct,-1.720748
127,punct,-0.0986345
128,punct,-0.14614464
129,punct,-0.3046425
130,punct,0.12743029
131,punct,-1.5140101
132,punct,-0.07715068
133,punct,-0.20870265
134,punct,-0.1000504
135,punct,-0.050883092
136,punct,-0.0739845
137,punct,1.4913865
138,punct,-0.18474407
139,punct,-0.12763113
140,punct,-0.064344205
141,punct,-0.09409225
142,punct,1.8582329
143,punct,-1.9290308
144,punct,-1.6059642
145,punct,-0.048589908
146,punct,1.470847
147,punct,1.4793816
148,punct,-0.071843885
149,punct,-0.073352285
150,punct,-1.5256975
151,punct,-0.0011329447
152,punct,-0.06927963
153,punct,0.65533143
154,punct,0.0030992138
155,punct,-0.0023353652
156,punct,-0.28161913
157,punct,-0.0930898
158,punct,1.6466427
159,punct,0.050558858
160,punct,-0.21963531
161,punct,1.5050641
162,punct,-0.036995634
163,punct,-0.09501585
164,punct,-0.059143435
165,punct,1.3889608
166,punct,-0.08454435
167,punct,-1.8356093
168,punct,-0.17563967
169,punct,-1.6542335
170,punct,-0.034407932
171,punct,-0.08326735
172,punct,1.6291074
173,punct,0.012333749
174,punct,0.06244684
175,punct,-0.0055311006
176,punct,-0.019665133
177,punct,-0.03679134
178,punct,0.007853491
179,punct,0.02062234
180,punct,0.017754985
181,punct,-0.0007829183
182,punct,-0.026059333
183,punct,0.0153943235
184,punct,-0.013279449
185,punct,-0.03277575
186,punct,0.031622585
187,punct,0.0391251
188,punct,-0.010813523
189,punct,0.011880911
190,punct,-0.029480783
191,punct,8.139502e-05
192,punct,0.029070837
193,punct,0.034310155
194,punct,-0.030236615
195,punct,-0.015799088
196,punct,0.009814157
197,content,0.0032770946
198,content,-1.3444772
199,content,0.026917705
200,content,-0.01574695
201,content,0.004206019
202,punct,-0.00016738224
203,punct,0.007215507
204,punct,0.0095866565
205,punct,0.006250495
206,punct,-0.0033324268
207,punct,0.0074890214
208,punct,0.001488706
209,punct,-0.021490015
210,punct,0.007370602
211,punct,-0.019490087
212,punct,0.020477805
213,punct,0.014118248
214,punct,-0.0073646675
215,punct,0.0013311346
216,content,0.042906366
217,content,0.015800154
218,content,0.0038016222
219,content,-0.017927045
220,content,-0.08318707
221,punct,0.018757185
222,punct,-0.18391165
223,punct,1.2981522
224,punct,-0.15597384
225,punct,0.0075754654
226,punct,0.04884009
227,punct,-0.06385153
228,punct,-0.09186092
229,punct,-0.0873879
230,punct,-0.112363555
231,punct,-0.11210189
232,punct,-0.09372754
233,punct,-0.0608716
234,punct,-0.081452936
235,punct,-0.1014781
236,punct,0.007947643
237,punct,-0.14827192
238,punct,0.009272205
239,punct,-0.045414038
240,punct,-0.017660322
241,punct,-0.09035232
242,punct,-0.08317066
243,punct,-0.055914726
244,punct,-0.04561662
245,punct,-0.020233693
246,punct,-0.009664654
247,punct,0.026929967
248,punct,-1.5186895
249,punct,-0.08298598
250,punct,0.09432226
251,punct,-0.04914461
252,punct,-0.044093095
253,punct,-0.062118076
254,punct,-0.07823072
255,punct,-0.056041807
256,content,-0.11171774
257,function,0.043404102
258,content,-0.09417772
259,function,-0.018296545
260,content,-0.097968586
261,content,-0.09557654
262,function,0.10921334
263,content,-0.09655367
264,content,-0.050635625
265,content,-0.08825239
266,content,-0.076013535
267,content,-0.06915341
268,content,-0.0776562
269,content,-0.034594383
270,content,-1.5745656
271,function,-0.055505548
272,function,-0.10146286
273,function,-0.0178882
274,content,-0.06059279
275,content,-0.068757184
276,content,-0.019777564
277,content,-0.05130126
278,content,-0.018656597
279,content,-0.078852676
280,content,-0.07974437
281,function,0.103572726
282,content,-0.061106373
283,content,-0.01896085
284,function,-0.068501
285,content,-0.13435245
286,function,-0.046986923
287,function,-0.04818861
288,content,-0.12608512
289,content,-0.121197514
290,function,-0.031831395
291,content,-0.08010301
292,content,-0.077829055
293,content,-0.098202266
294,content,-0.039359663
295,content,-0.009001451
296,content,-0.039811555
297,content,-0.040867228
298,content,0.009886209
299,content,-0.07284841
300,content,-0.021233816
301,content,1.5870472
302,content,-0.0037475547
303,content,-0.062255487
304,content,-0.095003426
305,content,0.022084303
306,content,-0.060757883
307,content,0.05567072
308,content,-0.122082815
309,content,0.01086701
310,content,-0.06550934
311,content,0.078255236
312,content,-0.008244169
313,content,-0.079989195
314,content,-0.14590737
315,content,-0.09658162
316,content,-0.091773786
317,content,-0.03521763
318,function,-0.07041989
319,content,-0.06557444
320,content,-0.06390339
321,content,0.008662915
322,content,-0.18526423
323,content,-0.084011495
324,content,-0.08145108
325,content,-0.10322093
326,content,-0.039554328
327,content,0.057207696
328,content,-0.123067595
329,function,-0.036338065
330,content,-0.12905766
331,content,0.05350428
332,content,-0.10446725
333,content,-0.053871974
334,content,-0.12911797
335,content,-0.09269282
336,content,-0.07962008
337,content,-0.07474626
338,content,-0.092914455
339,content,0.047940783
340,content,-0.0008986675
341,content,-0.091570504
342,content,-0.07904122
343,content,-0.101577215
344,content,-0.07311276
345,content,0.05818619
346,content,-0.09146423
347,content,-0.07950516
348,content,-0.093249105
349,content,-0.044648163
350,content,-0.066667736
351,content,-0.051996063
352,content,-0.0728166
353,content,-0.0596205
354,content,0.021374749
355,content,-0.039239094
356,content,-0.08966598
357,content,-0.033240773
358,content,-0.060520288
359,content,-1.6890914
360,content,0.10642358
361,content,-0.07408277
362,content,-0.045285203
363,content,0.03085049
364,content,-0.09775321
365,content,-0.07542629
366,content,-0.028231312
367,content,-0.03804828
368,content,-0.033914167
369,content,-0.16117266
370,content,-0.08275581
371,content,-0.03378277
372,content,-0.13220389
373,function,-0.016886937
374,content,-0.041054916
375,content,-0.06163573
376,content,-0.14535871
377,content,-0.060782075
378,content,-0.02999382
379,content,-0.072050944
380,content,-0.11688573
381,content,-1.6138623
382,content,-0.14120968
383,content,-0.033600613
384,content,-0.08444085
385,content,-0.084138855
386,content,-0.0734883
387,content,-0.073465325
388,content,-0.082001425
389,function,-0.062548354
390,content,-0.02126787
391,content,-0.07452774
392,function,-0.080912724
393,function,-0.062446572
394,content,-0.09500379
395,content,-0.095542125
396,content,-0.12286513
397,content,-0.060507596
398,content,-0.086457655
399,content,-0.113028266
400,content,-0.027976682
401,content,-0.06317673
402,content,0.10417026
403,content,-1.5825579
404,content,-0.09600061
405,content,-0.20412537
406,content,-0.065497346
407,content,-0.061385196
408,content,-0.10520314
409,content,-0.07715197
410,content,-0.06316258
411,content,-0.045353666
412,content,-0.09877079
413,content,-0.040036116
414,content,-0.08944012
415,content,6.2075586
416,content,-0.11176163
417,content,-0.050722037
418,content,0.0384146
419,content,-0.08732255
420,content,-0.08288166
421,content,1.505343
422,content,-0.1228535
423,content,-0.06366013
424,content,1.4824278
425,content,0.09799458
426,content,-0.057248164
427,content,-0.05801111
428,content,0.109905854
429,content,1.5077968
430,content,-0.07656166
431,content,-0.09910294
432,content,-0.08459325
433,content,-0.10730254
434,content,-0.04035149
435,content,-0.15365842
436,content,-0.065693684
437,content,-0.13077404
438,content,1.458968
439,content,-0.079493105
440,content,-0.09873413
441,content,-0.08159322
442,content,1.5787128
443,content,-0.050992895
444,content,-0.07821087
445,content,-0.008382247
446,content,-0.06267548
447,punct,0.0113139795
448,content,0.0283383
449,content,-0.11839994
450,content,-0.07886739
451,content,-0.062230147
452,content,-0.10671715
453,content,-0.06094528
454,content,-0.08661701
455,content,-0.08962563
456,content,0.0037975803
457,content,-1.5722272
458,content,-0.077839896
459,content,0.010054005
460,content,-0.040146716
461,content,-0.14094862
462,content,-0.07175645
463,content,1.5547044
464,content,0.07091417
465,content,-0.1112571
466,content,-0.12271845
467,content,-0.07447205
468,content,-0.0649201
469,content,-0.13852577
470,content,0.75476205
471,content,-0.07838415
472,content,-0.13329856
473,content,0.1952094
474,content,-0.04810035
475,content,-0.049357273
476,content,-0.6011732
477,content,-0.063637495
478,content,-0.076203085
479,content,-0.18040647
480,content,-0.076501906
481,content,-0.043989886
482,content,-0.095565915
483,content,-0.014812156
484,content,-0.07924022
485,content,-0.07122418
486,content,1.4896197
487,content,-0.11088025
488,content,-1.625234
489,content,1.488761
490,content,-0.051002983
491,content,-0.0790192
492,content,-0.019186057
493,content,1.4656241
494,content,-0.107587054
495,content,-0.092778526
496,content,-0.05847382
497,content,-0.07969273
498,content,-0.08611161
499,content,-0.07486889
