step,epoch,train_loss,train_ce,train_ppl,train_bpc,val_loss,val_ppl,val_bpc,grad_norm_total,grad_norm_mu,grad_norm_sigma,grad_norm_phi,grad_norm_ffn,grad_norm_other,lr_current,tokens_per_sec,step_time,beta_loss,attention_entropy,attention_concentration
1000,0.0005477570171782078,6.229004859924316,6.229004859924316,507.25044699822644,8.986554421086064,,,,0.8523143411035056,0.0,0.0,0.0,0.2752877309614771,0,0.0,262054.03088844314,0.03126072883605957,0,0,0
2000,0.0010955140343564156,5.725310325622559,5.725310325622559,306.52837409376684,8.259876814326041,,,,0.7657722239444461,0.0,0.0,0.0,0.3674092203103824,0,0.0,262060.0269078817,0.031260013580322266,0,0,0
3000,0.0016432710515346235,5.421627998352051,5.421627998352051,226.24715283633319,7.821755826767261,,,,0.862959576069342,0.0,0.0,0.0,0.423870033362783,0,0.0,524112.05906220444,0.015630245208740234,0,0,0
4000,0.0021910280687128312,5.219308376312256,5.219308376312256,184.8063234291275,7.52987031137592,,,,1.0923821860260388,0.0,0.0,0.0,0.5061424401296919,0,0.0,328468.14110089286,0.024940013885498047,0,0,0
5000,0.002738785085891039,5.115973949432373,5.115973949432373,166.66302331953767,7.380790246163209,5.051297931671143,156.22512817382812,7.2874824760746355,1.1300894285612064,0.0,0.0,0.0,0.6545991046201307,0,0.0,249524.24723132004,0.03283047676086426,0,0,0
6000,0.003286542103069247,4.961331844329834,4.961331844329834,142.78383515878951,7.157688848019147,,,,1.1146207383091913,0.0,0.0,0.0,0.567515182977981,0,0.0,262066.0232017146,0.03125929832458496,0,0,0
7000,0.0038342991202474546,4.9057817459106445,4.9057817459106445,135.06845796026235,7.077546996508888,,,,1.0684059939649295,0.0,0.0,0.0,0.5560534028450933,0,0.0,262064.0244066142,0.03125953674316406,0,0,0
8000,0.0043820561374256625,4.900236129760742,4.900236129760742,134.32149324259265,7.06954636359075,,,,1.2480811655836013,0.0,0.0,0.0,0.6971710101499721,0,0.0,262064.0244066142,0.03125953674316406,0,0,0
9000,0.00492981315460387,4.908992767333984,4.908992767333984,135.50286274066846,7.082179521192528,,,,1.2140539546901232,0.0,0.0,0.0,0.6454590184536318,0,0.0,524128.0488132284,0.01562976837158203,0,0,0
10000,0.005477570171782078,4.91002082824707,4.91002082824707,135.64223956912244,7.083662699573569,4.750934671163559,115.6923599243164,6.854149889675106,1.2310079648254768,0.0,0.0,0.0,0.6588736322036323,0,0.0,262062.02564200346,0.031259775161743164,0,0,0
11000,0.006025327188960286,4.88276481628418,4.88276481628418,131.99510205898358,7.044340586280296,,,,1.1785881960042561,0.0,0.0,0.0,0.6825467016834122,0,0.0,262058.02820424817,0.03126025199890137,0,0,0
12000,0.006573084206138494,4.748803615570068,4.748803615570068,115.44608397581275,6.851075426338517,,,,1.204226296992461,0.0,0.0,0.0,0.6193282082354615,0,0.0,524152.0352691715,0.015629053115844727,0,0,0
13000,0.007120841223316701,4.819164752960205,4.819164752960205,123.86159253403089,6.952585090322574,,,,1.2606161522080563,0.0,0.0,0.0,0.6657623175624856,0,0.0,262060.0269078817,0.031260013580322266,0,0,0
14000,0.007668598240494909,4.907168388366699,4.907168388366699,135.25587953186724,7.079547498703724,,,,1.2291506834016463,0.0,0.0,0.0,0.6900020666553202,0,0.0,262060.0269078817,0.031260013580322266,0,0,0
15000,0.008216355257673117,4.82383394241333,4.82383394241333,124.44127805313478,6.959321306791569,4.699498267173767,109.89201354980469,6.779942844717871,1.250526657940522,0.0,0.0,0.0,0.693107222626321,0,0.0,524200.01476802904,0.015627622604370117,0,0,0
