token_id,category,mu_0,mu_1,mu_2,mu_3,mu_4,mu_5,mu_6,mu_7,mu_8,mu_9,mu_10,mu_11,mu_12,mu_13,mu_14,mu_15,mu_16,mu_17,mu_18,mu_19,mu_20,mu_21,mu_22,mu_23,mu_24,mu_25,mu_26,mu_27,mu_28,mu_29,mu_30,mu_31,mu_32,mu_33,mu_34,mu_35,mu_36,mu_37,mu_38,mu_39,mu_40,mu_41,mu_42,mu_43,mu_44,mu_45,mu_46,mu_47,mu_48,mu_49,mu_50,mu_51,mu_52,mu_53,mu_54,mu_55,mu_56,mu_57,mu_58,mu_59
427,content,-0.077977665,-0.12533331,0.021981994,-0.31898966,-0.10443775,-0.037455052,0.115873754,-0.7953847,-1.2190695,0.090835325,-0.14603862,0.54426026,-0.04014923,-0.87085587,-0.43878788,-0.2483103,-0.16355358,-0.07868122,0.16698949,-0.010086231,0.27295485,-0.21057053,0.4938575,-0.25836053,-0.086513236,0.3359196,0.31572223,0.23522669,0.29288867,0.06607012,0.10357445,-0.057997152,-0.042803805,-0.030239327,-0.19627286,-0.07391151,-0.10005587,0.06777517,-0.089382276,-0.03960824,0.37031305,-0.46969074,-0.4664757,-0.05029587,0.040624127,-0.097304255,-0.10286088,-0.21485308,0.088057324,-0.5897763,0.052303422,0.3313697,-0.087522164,0.31271154,-0.13038413,-0.0123387175,-0.26941907,0.2992541,-0.20672642,-0.08392611
428,content,0.09529261,-0.08976359,0.047434628,-0.15519716,-0.102153376,0.28013417,0.09630097,0.18125701,-0.05143343,0.16110164,-0.11792222,-0.07745221,-0.06267971,-0.19644561,-0.032695048,-0.17780545,-0.17693771,-0.12017296,0.008422512,-0.15310757,-0.017540481,0.04494665,-0.023325654,0.043337837,0.09583397,0.01926922,0.13278104,-0.05887038,0.16444789,0.18888469,0.095883355,0.14007327,0.17246719,0.047236007,0.11763372,-0.047638237,0.023133323,0.15936528,-0.0022813093,0.16203715,-0.16667993,0.18171267,-0.18606274,0.15291476,0.014742994,-0.16221039,-0.37521487,-0.24755165,-0.21538566,-0.20172057,-0.014669604,0.14759569,0.0102497805,0.028504632,-0.07688726,0.18218677,0.11067093,-0.07530854,-0.0058083846,0.19961554
429,content,0.43141818,-0.37787637,0.119840495,1.3280619,-0.18060791,-0.3833263,-0.07546847,-0.7997704,-0.018235244,-0.42635983,-0.2385981,-0.73011005,-0.32428202,-0.16357547,0.59899646,-0.9392391,-1.5180928,-0.36378792,0.078872204,0.33616924,0.6911757,-0.15637222,0.62834847,-1.5472305,-1.3169805,0.29792312,0.412888,-0.28144684,1.2174233,1.6284842,0.03219,0.14432082,0.3375121,0.097787835,-0.1730899,0.027040763,0.27673724,0.25686768,0.017756356,-0.07495963,-0.53462654,0.41662872,0.39642265,1.3432477,0.5011092,0.052023366,0.37420693,-0.054683145,-0.2794787,-0.9629257,0.08247706,0.06694844,0.006913341,-0.22124319,0.2216379,0.2673206,0.13591865,1.0079516,-0.1359442,-0.014876384
430,content,0.09962263,-0.006886018,-0.011067854,-0.15536912,-0.02740836,0.43716794,-0.28128535,-0.39460945,0.25306898,-0.012599481,-0.14834873,0.28732154,-0.25583258,-0.004824361,-0.08562976,-0.19180395,-0.2487705,0.14345677,-0.13796896,0.07956702,0.018790057,0.012653966,0.21673091,-0.09341783,-0.063709125,-0.020283362,0.14181918,-0.008701357,0.08410686,-0.13024803,-0.039414614,0.07383772,0.06779137,0.083444454,0.03527262,0.050504066,-0.04641518,0.50304544,-0.062134277,-0.10586112,-0.27703094,0.3796591,-0.3051214,0.12701815,0.14264582,-0.40294454,0.01345553,-0.0538806,0.22320378,-0.19670056,0.05754235,-0.019376216,0.15023549,-0.027345838,0.06414094,0.052719057,-0.06282105,0.055879556,0.10120407,-0.17335801
431,content,0.056046512,-0.12524343,-0.4734829,0.3159211,0.105084315,0.2760458,0.042587392,-0.123519264,0.51700425,-0.046704486,0.00983397,0.29599416,0.14530718,0.27374923,0.010389568,0.09613009,-0.29949895,0.11234527,0.106161304,-0.19113135,-0.23294613,-0.32921705,0.10869331,0.12272384,-0.12617233,-0.04776658,0.034572136,-0.30593777,0.00059393817,-0.21661325,-0.03292735,-0.010231527,-0.07918898,0.1897586,0.09395669,0.097048566,-0.008527053,0.16347899,-0.0857552,-0.012504131,-0.23541427,-0.25683895,-0.28628927,0.09081377,0.3953413,0.46436659,-0.19504865,0.13684061,0.31119904,0.14816818,0.062720574,0.08842002,0.09587281,0.04452262,0.035930634,-0.07044331,-0.023520121,0.30474544,-0.009429849,0.09648213
432,content,0.1703734,0.25667268,-0.38892427,-0.46744287,0.12235408,0.011286092,0.060455278,-0.10245426,0.69606376,-0.0028867214,-0.40216014,0.13074702,0.44628894,0.11929747,-0.09173216,0.066214025,-0.48261908,-0.07702804,-0.42231825,-0.11233924,0.20993403,0.08264534,0.013520096,-0.35982153,-0.12238213,-0.13477959,0.13955718,0.05425938,0.038771812,-0.096007586,0.042042952,0.088463254,0.08619018,0.0494281,0.030931717,0.035674397,-0.0005514699,0.06891025,0.012465073,-0.007809959,-0.03434585,0.3538765,-0.0040355544,-0.5555218,0.11407174,-0.10362444,-0.34615788,0.053193677,0.1662008,0.10183068,-0.1604462,0.0590561,-0.0015984381,-0.033860493,-0.13260277,0.108455226,0.11777195,0.16506091,0.077153444,-0.19946155
433,content,0.0030688657,-0.9086833,0.21014509,0.31380403,0.36797312,0.06085335,0.12536888,-0.3654848,0.051897533,-0.2792113,-0.055782214,0.20788975,-0.35233808,-0.5065156,-0.0009538057,-0.039541867,-0.04632334,0.008835618,0.34159836,0.4504934,0.11827322,0.08012461,0.003387836,-0.16304076,0.1464976,0.1029769,-0.012162681,0.050229467,-0.25990474,-0.06900595,-0.05650832,-0.010355963,0.07754318,-0.041533772,0.052116178,-0.006810507,-0.039348297,0.23993206,-0.06053845,0.13061942,-0.42317927,-0.24216808,0.038883526,0.23363453,0.32296067,0.16985053,0.10601024,0.098223135,-0.036499828,0.107961506,0.07110565,0.18508303,-0.0323236,-0.052387815,-0.13407525,-0.08447351,0.19995145,0.07278675,-0.14805213,-0.015301979
434,content,-0.17054631,-0.47757506,-0.11567297,0.30922246,-0.009314575,0.20329459,0.058871128,-0.079793885,0.21172583,-0.07437294,-0.012473238,-0.16112006,-0.073892556,0.08651749,0.0146117015,0.081588656,-0.16728334,-0.08984206,0.5946802,0.27369708,0.16928557,-0.0786562,0.1502726,-0.045711085,-0.18431625,-0.053211387,-0.14577487,0.26458836,-0.05965753,0.17940919,-0.09389031,-0.42517784,-0.012143848,-0.13234283,-0.059895046,0.028718036,-0.08828541,0.30361205,-0.08316857,-0.104582235,-0.010136752,0.27338803,-0.48034832,-0.10916106,-0.038005132,-0.27157354,0.15152659,0.03071454,-0.36948603,0.1766764,-0.10749409,0.1740848,-0.10321985,0.12015309,-0.1153008,-0.35231832,0.012824033,0.13523129,-0.0888162,0.09716182
435,content,1.0125821,-0.606285,-0.11832789,0.8199922,1.405867,0.4141876,-0.62915397,-0.86094517,-1.3995696,0.9336462,0.18595089,-0.012207767,-1.3561845,0.2610135,-0.15843944,0.020554285,1.8051953,0.40819708,-0.5668406,-0.4882346,-0.08286496,0.09366689,-0.28349128,0.19829562,-0.40869626,0.029433813,0.506869,0.05904672,-0.40509704,-0.079894274,0.09664746,-0.13896067,-0.021039119,-0.04441943,-0.031809315,-0.017313289,-0.0619265,0.07981248,0.18004636,-0.05583802,0.19051975,0.0027847781,-0.2856812,-0.023633754,-0.6598285,-0.6462244,-0.12952235,0.25481886,0.07055633,-0.023561344,-0.17940018,-0.6890562,-0.0833423,-0.44904065,0.31383535,-0.70126134,0.39072302,0.060195703,-0.15781419,0.0077577764
436,content,0.0061289323,-0.45514414,0.061991036,0.4583929,0.096611455,-0.66970855,0.103714086,-0.769774,-0.17503175,-0.1679502,0.042015348,-0.2642593,0.30539834,-0.29534417,-0.07307009,-0.329147,-0.22708704,-0.12631756,-0.25886077,0.17112324,0.2176655,0.1793125,0.1889509,0.14508644,-0.011554163,-0.23918982,0.21921116,-0.02979338,0.1826191,0.010331613,-0.017653361,-0.05135223,-0.027453065,-0.047142684,0.018626126,0.06978408,-0.043863647,0.097918235,0.007987912,0.0028315978,-0.00040367356,0.027861476,-0.056312025,0.12885629,0.25262043,0.3450566,0.2302812,-0.3496656,-0.14037712,0.13032557,0.10931401,0.08233388,-0.027981544,0.01598609,-0.02835631,-0.46179634,0.04287305,0.064090975,0.11243701,-0.002243785
437,content,-0.040066697,-0.54656315,-0.15657811,0.2764034,0.10708237,-0.054059535,0.170606,-0.0728736,0.047553558,-0.34205753,-0.1584396,-0.50728655,0.08572494,-0.15103866,-0.098158695,-0.2797077,-0.2622746,-0.23721285,0.19796044,-0.082430415,-0.14569,-0.027695147,0.019483376,0.20919727,0.37777063,0.12039986,0.39404458,0.09110525,0.33003336,0.14062415,0.1450408,0.1164029,0.09629005,-0.019174613,-0.18679142,0.0067774043,-0.04184019,0.24499276,-0.31627402,0.012590691,-0.41320255,0.034554332,-0.095126316,-0.06393447,0.67917526,-0.02161889,-0.07220842,-0.112016045,0.31810495,0.35315526,-0.19286947,-0.14569433,-0.049877178,0.2413248,-0.0781078,-0.051164426,-0.13504376,0.15278134,-0.009243468,-0.2923952
438,content,-0.20297995,0.5103982,-0.171682,0.5715691,-0.59279025,0.03548368,-0.26465577,-0.1759749,-0.1732532,0.5023149,-0.26278666,0.13481078,0.12184204,0.2173395,0.010663687,-0.35490304,0.12143417,0.10785067,-0.22910191,-0.038450487,-0.11310233,-0.015391258,0.16790022,-0.02169496,-0.20971613,0.1500585,-0.03523292,-0.18900257,0.3210572,0.11993288,0.006693689,-0.21387367,0.0408446,-0.017022653,0.0038937903,0.0071227658,-0.026892224,0.094307505,-0.048953876,-0.110033974,1.0178784,-0.05889089,0.27101523,0.27388552,0.064381935,-0.3657554,0.26620805,0.64266455,-0.21727353,-0.0029572789,-0.15588576,0.07025161,-0.14194824,-0.13048841,-0.15978256,-0.09762467,0.024685603,0.1963298,-0.16225272,0.042677492
439,content,-0.049678877,-0.057863727,-0.18792723,0.20435363,0.3443219,-0.033868063,0.34386802,-0.018589979,-0.06769577,0.039771136,-0.4027272,-0.21105991,-0.20103742,0.15435265,-0.31871742,0.028858684,-0.37600935,0.09447338,-0.09851888,0.080559924,0.21788326,-0.09335019,0.14149164,-0.0060962206,-0.05847504,-0.24863775,-0.014191678,-0.07580003,0.2954077,0.29474556,-0.04173787,-0.050046653,-0.023348752,-0.038976576,-0.16881981,-0.059448898,0.005343828,0.12224112,-0.1180568,-0.12490723,-0.10225496,0.13387881,0.45616418,-0.09729773,0.0775939,-0.0665877,0.014560793,0.010259523,0.04115813,0.40515792,-0.09569819,-0.060244318,-0.091272354,-0.093369626,0.14314467,-0.027849091,0.053574014,0.13052493,-0.063380755,-0.011358528
440,content,0.22772737,-0.07572212,0.11603066,0.67352027,0.28592214,0.24326573,0.21043043,-0.2249387,-0.41245648,-0.3297301,-0.21573989,0.20241444,0.26701134,0.2699593,0.2926126,-0.04386697,-0.16515401,-0.043415908,0.115552105,0.042816397,-0.061335232,0.1356671,0.25803283,-0.043344792,-0.0940333,-0.12335686,0.26172534,-0.015340052,0.5004179,0.17823918,-0.028838485,-0.02900645,0.02992578,-0.09134162,-0.014864279,0.059373084,-0.048123103,0.04643436,0.18154189,-0.028448459,-0.44692904,0.050822675,-0.34793487,0.04305402,-0.28081983,0.23413932,0.06788218,0.29063606,-0.013242354,-0.23919594,-0.13066827,0.15476243,0.040523943,-0.040080793,-0.13280065,0.056346547,-0.1990379,0.06886611,0.089179955,0.071066864
441,content,-0.045028716,0.04308512,0.069580264,0.38813576,0.5438023,-0.17442682,0.016223758,0.14246932,0.0842148,-0.11663013,-0.1236319,-0.24371244,0.16531652,0.15258725,0.25318283,-0.25699496,-0.51535076,0.32737124,-0.16830294,0.29348642,0.15097831,-0.09724313,0.13791734,-0.03632314,0.2555617,-0.05989037,-0.31762895,-0.2385193,0.04395774,-0.30042717,-0.029809905,0.022486845,0.040540468,-0.110115014,0.023763515,0.028829955,0.0218112,0.15035212,0.014369453,0.0927434,-0.36139855,0.314056,-0.034301557,-0.28987992,-0.058649328,0.19602965,-0.33426505,-0.22181098,-0.062145267,0.15521495,0.05542905,-0.019692741,0.00080933527,-0.04787008,0.14262843,0.038609724,-0.027759828,0.032380313,-0.05989301,0.0066170744
442,content,-0.34436625,-0.19266023,0.018932845,0.6744151,0.2563903,-0.28226128,0.07314931,-0.70329344,-0.29021958,-0.24104573,-0.22012496,-0.058475178,-0.05852119,-0.24930578,-0.12768576,0.15063295,0.069596626,-0.16456646,-0.12173058,-0.40739733,0.13029125,0.054628085,-0.11250504,-0.18943857,0.26523176,0.20151165,0.28611857,0.1450267,0.2141094,0.10434545,0.1073418,-0.01662454,0.07374981,-0.17192705,-0.04413694,0.07637774,0.1429716,0.23494871,0.20429532,0.022836559,-0.2136794,0.37170914,0.030869495,0.19038767,0.11567792,-0.21059224,0.2985175,-0.35988778,-0.55782914,-0.096917875,0.049258653,0.16864018,-0.04488162,0.14845951,-0.028955203,-0.13024743,-0.07110369,0.26811013,0.11372367,-0.012093531
443,content,0.23974034,-0.020537844,-0.15421045,1.4592257,1.0703315,-0.025046198,-1.3359346,-0.36497292,-1.1968855,0.85602224,0.36418498,0.3487566,-0.5794254,0.40187636,0.098818205,-0.46446007,0.44255254,0.5650351,-0.069725156,0.13162227,-0.6907202,-1.1601859,-0.54675233,0.57481295,-0.1754305,0.33724162,0.68517476,0.22145958,0.5322886,-0.682945,0.00785663,-0.041953813,-0.2205686,0.07666859,0.07653837,-0.14894632,-0.2588741,0.13264774,0.25289398,-0.060615346,0.48860693,-0.22728738,0.27633825,-0.87489676,-0.14160277,0.73536867,-1.0811657,1.0709232,0.15093097,-0.3005722,-0.08022589,0.17203495,0.12673606,-0.6621877,0.013742883,0.09503045,-0.04654684,-0.27739745,-0.112974465,-0.06871656
444,content,0.17433935,-0.010043647,0.40766683,-0.14421096,0.11111103,-0.33783275,-0.1868407,-0.17743333,0.3336599,-0.04242217,-0.00915038,0.063146874,-0.09284336,0.022416864,0.11649873,-0.037639774,-0.12270044,-0.25561982,0.16474093,0.41060144,-0.1781207,-0.26555032,0.20674135,-0.077477805,-0.16588588,-0.28803068,-0.05957155,-0.028087461,0.1883527,-0.17128748,0.04839617,0.17664666,0.14184904,-0.02319644,0.004371011,0.07684479,0.06939511,0.1640142,-0.023454828,-0.52723205,-0.17801692,0.11006096,-0.18041563,-0.070187874,0.16902678,-0.035549786,0.03314233,0.14724313,-0.19406919,0.25723967,0.25779015,-0.072237104,-0.14325923,-0.14881654,-0.18588984,-0.31274426,0.17103508,-0.09655957,-0.102080606,0.118011445
445,content,-0.38067156,-0.15510751,-0.12809254,0.25042358,-0.21502963,-0.17566474,-0.022122089,0.0064937286,0.17177305,0.071328394,-0.07188457,-0.10391839,-0.072732806,-0.1431821,-0.07684372,-0.13644587,-0.61427397,0.0022291653,-0.10767802,-0.069958024,-0.02374483,-0.33914605,0.013311099,0.029191153,-0.22094163,0.33033872,0.37543175,-0.0053772763,0.12636048,-0.15218225,0.0798885,0.07624236,0.43179074,0.13201165,0.06866909,0.15658478,0.093327634,0.684728,0.13923836,0.029605776,-0.2624923,0.26981422,-0.16008218,0.14123459,0.124453925,0.08288394,-0.047977805,-0.07653507,-0.29466495,-0.022633621,0.022373714,-0.1283327,-0.1490125,0.006228523,0.03939534,0.16626368,0.159887,-0.018298939,-0.018956672,0.05380235
446,content,-0.002011125,-0.18506429,0.12804574,-0.24666077,-0.04385844,0.0873859,-0.058432728,-0.25845945,0.09056491,-0.193382,-0.25991675,-0.106758215,-0.20957732,-0.1393392,-0.06081999,0.32081586,-0.18300001,0.11255906,0.064242564,-0.017218418,0.035704684,-0.16265495,0.12142839,-0.050859183,-0.088956594,-0.007863649,0.40321544,-0.1370204,0.16751732,0.069299705,-0.049928885,0.058415268,0.081177875,0.0011953977,0.06959379,0.032038562,0.06222901,0.1149598,-0.049189072,-0.04734788,-0.026208295,0.2936462,0.02538027,-0.046712615,0.520919,0.065701604,-0.6186985,-0.16645022,-0.13866107,0.34445596,0.104131706,0.0025849142,-0.015893819,0.07437804,0.029415801,0.016329294,0.17085804,0.17189027,-0.07692296,-0.11805782
447,punct,-0.10167044,1.2252746,-1.7082564,-0.11091257,1.166506,1.2707509,-0.29005164,-0.89416003,1.1675209,-0.1194009,1.3079982,-0.48251587,-0.2525164,-0.2301144,-0.3991952,-0.50791585,-0.41254297,0.34216237,0.8578791,-1.4528979,1.327839,-0.75537544,-1.0515064,-0.9635212,-1.227471,-0.5772258,1.4990826,-0.267325,0.52619654,1.0752578,0.94502276,-0.48163435,0.77960277,0.9208779,-0.8827108,-1.2534431,0.48894855,0.07240193,0.777766,0.9837961,0.0014478647,1.4249803,0.38627142,0.21780324,-0.6711734,2.245835,0.5025914,0.39956814,0.14696062,0.6193987,-0.71948034,0.84594774,-1.388769,-2.4810305,0.334288,0.65750414,0.68442684,0.7280951,1.0816114,0.4787817
448,content,0.15806185,-0.42024562,0.04356315,0.16465527,-0.09448144,-0.040927805,0.29997826,-0.38863036,0.5134114,0.32992026,-0.105005525,-0.22253509,0.15843526,-0.40313718,0.011260663,0.08846556,-0.35219687,0.0061072046,-0.46856156,0.19400804,0.06930872,0.066801935,-0.31051803,-0.014102225,0.021918235,-0.20928521,-0.15049654,0.309482,0.0029701802,0.010273565,0.011838086,0.24476022,0.24713494,-0.119591564,-0.06644875,0.04447285,0.0355157,0.23367248,-0.0033297695,0.020133158,0.21197689,-0.00011640311,-0.13864416,-0.18748993,0.34496364,-0.42080137,-0.21215628,0.03336224,0.25374314,0.1395326,0.06905163,0.11050727,-0.0061885477,-0.0673599,-0.061577864,-0.0037062766,0.3337041,0.2646488,-0.04875586,-0.01187405
449,content,0.15205559,0.14535381,-0.01801443,0.16564754,0.18778189,-0.26888865,0.06481835,-0.33498096,-0.22458857,-0.19711432,-0.30677596,0.42224145,-0.026647957,-0.0549309,0.073315166,0.096230716,-0.14524211,-0.25470445,-0.062219054,0.0075713582,-0.5723931,0.124760866,0.23401785,0.06127277,-0.09052869,-0.09874847,0.25414446,0.04345584,0.28037152,0.045566868,-0.092177436,0.05884097,0.039518755,-0.021639261,-0.013745393,0.023244621,-0.06401525,0.22746019,-0.041610923,-0.051396932,-0.20461528,-0.21390978,0.36922997,-0.017863972,-0.2166815,0.11248507,0.15726717,-0.1039808,-0.1472737,-0.05920051,-0.028753882,-0.17553736,-0.23674421,0.13639379,0.31370065,0.11254176,-0.20294298,0.105311245,0.10356638,-0.16447148
450,content,-0.0388093,-0.6089843,-0.07419993,0.85659206,0.5708572,0.28897056,-0.44569734,-0.78147763,-0.36445826,0.17414623,-0.012351542,0.23857293,0.05502498,0.15987493,-0.0310615,0.21531993,-0.2995174,0.27813432,-0.22018486,0.06243714,-0.07506655,0.48255804,-0.32227364,-0.29539475,0.043031085,-0.051617183,0.014844961,-0.06106011,0.3084884,-0.15616062,-0.18228032,-0.11223976,-0.08819147,-0.10551331,-0.1620553,-0.060006034,-0.11118856,-0.09065469,-0.0042760316,-0.087403156,-0.20594254,-0.09831132,-0.28393105,-0.1937036,-0.06632951,0.4757618,0.20763893,-0.060977537,-0.54177904,-0.37074593,0.1071072,0.091256306,-0.120959625,0.030769484,-0.24156877,0.07097154,-0.2648091,0.2910878,0.36370075,-0.22379659
451,content,0.11141788,-0.70121914,0.13657664,0.32027423,0.169825,-0.3371666,-0.11370034,-0.18888758,-0.03850033,-0.02991575,0.05458518,0.20118311,0.3077883,0.2032251,0.322823,-0.5472074,-0.73003227,-0.16710554,0.024999984,0.085005976,0.5890583,-0.02508306,0.41259158,0.36388913,-0.13920866,0.039363164,0.4295883,0.41047654,0.18245032,0.11275283,-0.25126302,-0.08786806,-0.06255237,-0.18642487,0.12008178,-0.36013556,-0.22355703,-0.05104919,-0.32782796,-0.33120117,0.40707663,-0.1418015,0.08987009,0.4117458,0.50064534,-0.25397217,0.011138272,0.607811,0.00881441,0.60097104,0.38645396,0.011905013,-0.8487465,-0.222295,-0.17684937,0.029309187,0.15849929,0.13149382,-0.09163822,-0.040788393
452,content,0.4031807,-0.57457936,-0.08847837,0.748966,1.106575,-0.018899117,0.3155439,-0.42056075,-0.44277856,-1.4570106,0.17094237,-0.013956214,0.3475137,-0.35779193,-0.9571256,0.041984413,-1.1106893,-0.3152831,1.0710874,-0.8036733,-0.020364244,0.4657911,-1.1006113,0.077182345,0.42955792,0.7935306,0.14557403,-0.0436358,0.52661407,-0.05413992,0.20666818,-0.0062628253,-0.046325844,0.05340938,-0.17040884,0.079037204,-0.028888715,0.13882382,-0.044327248,-0.07939008,-0.82753867,-0.27546945,0.3776988,0.2280854,0.7119976,0.085462905,0.2875404,-0.84842694,-0.70756096,0.21081725,-0.103371546,-0.08487219,-0.21095891,0.2616667,-0.18493615,-0.0100851,-0.09960115,0.31512332,0.22074947,-0.28568774
453,content,-0.050327674,0.42047966,-0.24484777,0.5241902,-0.0953613,0.025646854,-0.48022437,-0.045299124,0.3267656,0.06593173,0.04536114,0.31562555,0.15711746,0.009060434,-0.034364037,-0.007415297,-0.27286234,0.11073072,0.12239001,-0.14585342,0.062656336,-0.06603155,0.07686694,0.25658506,-0.3243452,0.11537881,0.023107614,-0.29538918,0.27969342,0.14927214,0.12584691,0.17049338,0.34359673,0.09556432,0.12615986,0.23607594,0.046746504,0.33945027,0.15592536,-0.029598253,-0.07456525,0.115563095,-0.039600067,-0.07376193,0.09595614,-0.26899987,-0.13686873,-0.3870434,-0.020162312,0.068610094,0.13067406,0.025462655,0.10830529,-0.19233295,-0.14312932,0.078388184,0.19608556,-0.12641576,-0.13739751,0.16006136
454,content,0.18912579,-0.24064562,0.23431855,-0.14667958,0.19525203,0.1454527,-0.21552716,-0.21556878,0.34463853,0.16833545,0.009764389,-0.29091668,-0.033578172,0.25938264,0.005536108,0.08516517,-0.40950727,-0.04805847,0.010958038,-0.03866601,0.15375735,-0.04927013,-0.17041342,-0.17846677,-0.28840774,0.43810898,0.02628442,-0.1273954,0.08566923,0.4285206,-0.06468258,0.23061997,0.08002893,0.05108037,0.064200036,-0.030305864,0.0823692,0.1762399,0.028676666,-0.01333609,-0.2346412,0.07395309,-0.5845433,-0.043830927,-0.059440512,-0.061962433,0.073163524,0.26560342,0.019628514,0.38815492,0.00965483,0.20644361,-0.0051046708,-0.34714058,0.20444192,-0.097948916,0.27158588,0.24389626,-0.06590138,-0.15557493
455,content,0.019481858,-0.2629204,-0.12630583,0.46276268,-0.27095318,-0.18189007,0.38314784,-0.52175754,-0.019727401,-0.11968481,-0.19035727,-0.05011024,-0.14057843,0.3984885,0.15964139,0.026419021,-0.3060374,-0.07533381,-0.15618604,0.18447287,0.14382051,0.08401429,0.0709331,-0.16373031,0.13566566,0.04461449,0.33865649,0.05763381,0.28249937,-0.02606663,0.5009901,-0.009058552,0.056877963,-0.079736896,-0.11744461,-0.06512783,0.17321174,0.3142979,-0.12728028,0.21059881,0.06714081,0.09463169,0.14242546,-0.10922416,0.4163117,-0.034869827,-0.00011688474,-0.3519084,-0.25548613,0.05811772,-0.022517325,-0.24539728,0.29537332,0.110062815,-0.04173135,-0.04404113,-0.12686388,-0.061035883,0.030977547,-0.030923622
456,content,-0.2824078,-0.1294714,-0.13696776,0.16997983,0.4916542,0.20426,-0.26031503,-0.114915304,-0.55073047,-0.14486629,-0.31291735,-0.020087656,-0.1491522,0.035449,-0.06443427,-0.23323944,-0.2648241,0.07675136,-0.23760664,0.15154696,-0.0082975505,0.13807692,0.12625973,0.10958521,0.0788313,0.47965068,-0.24650402,-0.20705946,0.18607394,0.33200753,0.1186778,0.0030219546,0.23317555,0.021191746,0.02236322,0.028796569,0.0034419023,0.1684523,0.028431768,-0.007506117,-0.24726632,-0.033032186,-0.46972266,0.23552537,-0.05473709,0.23376688,-0.20770286,0.029471125,-0.10773188,-0.097873546,-0.05407483,0.29904056,0.019923799,-0.043674182,-0.044055924,-0.2794117,-0.0695543,0.24381985,-0.1011105,0.069440596
457,content,-0.10751809,-0.27703154,-0.16968101,0.39440584,0.4618975,0.032421246,-0.20257927,-0.08199377,-0.025651975,-0.5107491,0.3605849,0.17330538,0.4229889,0.13942583,0.34275112,-0.06927734,-0.04063199,-0.00895949,-0.19730698,-0.23805459,0.13350333,0.0106588425,-0.06714399,-0.18718496,-0.009112435,0.39409763,0.067570634,0.2153694,0.12653366,-0.271712,0.0340299,-0.119563214,-0.2044727,-0.21280997,-0.07175366,-0.08611127,0.040291037,0.018424416,-0.15827209,-0.112247735,-0.35675249,0.14561714,0.011270741,0.028560057,0.50197875,0.11528727,0.115632944,-0.1486452,-0.24726807,0.22088793,0.027267799,-0.0020950797,-0.11721197,-0.1458866,-0.22144753,-0.34683365,-0.17836839,0.014442059,-0.12060904,-0.26467577
458,content,0.090890065,0.09399244,0.028474463,0.3973511,0.43124956,-0.3114946,-0.4053523,-0.59151417,0.39720875,0.7849777,-0.23332731,0.09498498,-0.041935492,0.24912937,-0.0432383,-0.36229903,0.09061063,0.022577362,-0.2574333,-0.36942247,-0.5870911,0.4746653,-0.24528524,-0.10000599,-0.022572719,0.29411325,-0.06288787,0.052985597,-0.0705539,0.008490617,-0.117274925,-0.0944626,2.8723136e-05,-0.058614284,-0.04987849,-0.057978075,-0.043332096,0.009769609,-0.027451975,-0.007516006,0.44189495,0.26847202,0.2212154,-0.043477193,-0.02062831,0.24564008,-0.2217431,-0.35578158,0.17241172,-0.11663446,-0.12131734,0.007905828,-0.10219305,0.1918053,-0.021697687,-0.2535028,-0.2761068,0.36245838,-0.0040965443,-0.13295558
459,content,-0.45933753,-0.15841173,0.010654518,0.16052918,0.018851772,0.5370801,0.11120962,-0.6018307,0.07746684,-0.17716545,-0.33473724,-0.3286133,0.1830428,0.50005716,0.60986686,-0.14049229,-0.9880605,-0.4136009,-0.23794946,-0.3319849,0.060779978,-0.061200943,-0.13284606,0.07601954,-0.05452556,0.5155724,-0.04875586,-0.2974985,-0.015734507,-0.11430447,-0.031820882,0.27833962,0.035231486,0.04780632,-0.07274371,0.052517384,0.20249619,0.2212658,0.91620266,0.037134092,-0.44990492,-0.08184836,0.06603433,0.3857097,-0.050702393,0.24299674,0.12432943,-0.4680024,-0.43541387,0.17907214,0.20998575,0.4383156,0.11599884,0.05942855,-0.27481535,-0.0080765225,-0.15060347,0.3138576,-0.6080354,0.63285714
460,content,0.22962111,0.2681475,-0.13670188,-0.06336552,0.118929446,0.14949447,0.14876482,0.25466204,0.3449377,0.09565973,-0.22294596,0.23116723,0.20680997,-0.054731857,0.17676981,0.13819721,0.18428236,0.12202299,-0.08351566,0.0155005865,-0.38214153,-0.3916337,-0.54697424,-0.14634812,-0.0066994037,-0.12745303,0.23405543,-0.057800904,0.5334265,0.07028243,0.0055888696,-0.029114002,-0.026182301,-0.109753236,-0.100761905,-0.12318043,-0.15571243,0.089427054,-0.1254222,-0.08067692,-0.025017627,0.006705795,-0.14103882,-0.047831256,0.14386868,-0.1015201,0.08029883,0.0946968,-0.34970203,-0.020228626,-0.07658528,-0.09776405,-0.022321641,-0.00033404204,0.010864453,-0.06606061,-0.15061085,-0.3004601,0.09441341,-0.032489926
