step,timestamp,train_loss_total,train_loss_ce,train_loss_belief_align,train_loss_self_consistency,train_loss_model_align,val_loss,val_ce,train_ppl,train_bpc,val_ppl,val_bpc,beta_mean,beta_std,kl_mean,kl_std,attention_entropy,attention_concentration,rg_modularity,rg_effective_rank,rg_n_clusters,rg_kl_within_mean,rg_kl_within_std,rg_kl_between_mean,rg_kl_between_std,rg_beta_entropy,rg_dynamic_n_iterations,rg_dynamic_modularity_init,rg_dynamic_modularity_final,rg_dynamic_modularity_change,rg_dynamic_rank_init,rg_dynamic_rank_final,rg_dynamic_rank_change,mu_lr,sigma_lr,phi_lr,ffn_lr,grad_norm_total,grad_norm_mu,grad_norm_ffn,step_time,tokens_per_sec
50,1769703224.1231477,26.4834041595459,8.889415740966797,16.890945434570312,0.7030429244041443,0.0,,,7254.779274687659,12.82471600589309,,,0.015625005587935448,0,5.564586639404297,0,2.5174319744110107,0.1590428352355957,,,,,,,,,,,,,,,,0.025,0,0.025,0.025,14.7454654742934,14.306770324707031,0.022458408027887344,0.04688906669616699,87355.11897776445
100,1769703226.1678445,21.250072479248047,7.517498016357422,13.378210067749023,0.3543642461299896,0.0,,,1839.9579854677656,10.845457108091473,,,0.015625005587935448,0,5.394129276275635,0,2.550654411315918,0.15412327647209167,,,,,,,,,,,,,,,,0.05,0,0.05,0.05,10.347979040120325,10.204535484313965,0.030640866607427597,0.046889543533325195,87354.230631162
150,1769703228.2309883,21.101158142089844,7.5738677978515625,13.283647537231445,0.2436423897743225,0.0,,,1946.6550075258526,10.926781512309063,,,0.015625005587935448,0,5.839455604553223,0,2.5440773963928223,0.15389427542686462,,,,,,,,,,,,,,,,0.04999950230121613,0,0.04999950230121613,0.04999950230121613,7.690572090210566,7.2260870933532715,0.0009123515919782221,0.046889543533325195,87354.230631162
200,1769703230.2913005,20.495323181152344,7.54893684387207,12.745868682861328,0.20051856338977814,0.0,,,1898.723018882216,10.89081374863822,,,0.015625005587935448,0,5.8412580490112305,0,2.5436556339263916,0.15394309163093567,,,,,,,,,,,,,,,,0.049998010694980624,0,0.049998010694980624,0.049998010694980624,5.679968762353202,5.256139755249023,0.016218237578868866,0.0468904972076416,87352.45399215957
250,1769703232.3544438,20.237655639648438,7.521656513214111,12.52735424041748,0.18864376842975616,0.0,,,1847.6253763277616,10.851456550884171,,,0.015625005587935448,0,5.766878128051758,0,2.5552213191986084,0.1516750454902649,,,,,,,,,,,,,,,,0.04999552369117737,0,0.04999552369117737,0.04999552369117737,8.89272811540964,8.538116455078125,0.01014464907348156,0.031260013580322266,131030.01345394085
300,1769703234.4395962,20.56639289855957,7.533702850341797,12.831683158874512,0.20100589096546173,0.0,,,1870.0170928003358,10.86883574171916,,,0.015625005587935448,0,5.669223785400391,0,2.5674781799316406,0.15135140717029572,,,,,,,,,,,,,,,,0.04999204128980637,0,0.04999204128980637,0.04999204128980637,4.288249085000417,3.0894501209259033,0.0010255631059408188,0.0468897819519043,87353.7864646362
350,1769703236.5159974,20.730566024780273,7.468929290771484,13.068181037902832,0.19345629215240479,0.0,,,1752.7290174021898,10.775387248546343,,,0.015625005587935448,0,5.302453994750977,0,2.587146759033203,0.14979417622089386,,,,,,,,,,,,,,,,0.04998756498098374,0,0.04998756498098374,0.04998756498098374,2.920084957588086,2.182203531265259,0.0025550290010869503,0.031260013580322266,131030.01345394085
400,1769703238.6104014,20.75840950012207,7.457028865814209,13.083684921264648,0.21769475936889648,0.0,,,1731.9944172392445,10.75821856447601,,,0.015625005587935448,0,5.098596572875977,0,2.607440948486328,0.148018941283226,,,,,,,,,,,,,,,,0.04998209327459335,0,0.04998209327459335,0.04998209327459335,2.324776584161173,1.9073882102966309,0.0006405522581189871,0.046889543533325195,87354.230631162
450,1769703240.703293,21.039831161499023,7.389820575714111,13.417741775512695,0.2322695106267929,0.0,,,1619.4155243911323,10.661257497641973,,,0.015625005587935448,0,5.087069511413574,0,2.6133217811584473,0.1478026807308197,,,,,,,,,,,,,,,,0.049975629150867465,0,0.049975629150867465,0.049975629150867465,2.830325968328954,2.548882007598877,0.0030846716836094856,0.04688882827758789,87355.56315784121
500,1769703242.7832375,20.902368545532227,7.306065082550049,13.338156700134277,0.25814536213874817,0.0,,,1489.3053505555088,10.540423863006971,,,0.015625005587935448,0,4.7581658363342285,0,2.6418707370758057,0.1456921398639679,,,,,,,,,,,,,,,,0.04996816962957382,0,0.04996816962957382,0.04996816962957382,2.1539028473699084,1.1984333992004395,0.0005252193659543991,0.04688906669616699,87355.11897776445
