token_id,category,mu_0,mu_1,mu_2,mu_3,mu_4,mu_5,mu_6,mu_7,mu_8,mu_9,mu_10,mu_11,mu_12,mu_13,mu_14,mu_15,mu_16,mu_17,mu_18,mu_19,mu_20,mu_21,mu_22,mu_23
82,letter,0.14190441,0.2302325,0.18900429,0.17563194,0.058246527,0.13034281,-0.1525011,0.14312328,0.28316018,0.5910854,0.26196954,-0.4097414,0.2361366,-0.10896581,-0.1391039,-0.14809316,0.29147413,0.23346506,0.029452158,-0.046981107,-0.1132949,-0.6503648,0.12644942,0.18801749
83,letter,-0.2810213,0.23072508,-0.21532741,-0.0406205,0.19086842,0.04551534,-0.4431433,0.30227968,0.3317706,0.47416046,0.41537985,-0.23345685,0.8321168,0.072670236,0.56776506,0.22581175,0.181232,0.08981829,-0.42646906,-0.18409246,0.17294197,0.007334124,0.34845233,-0.4588235
84,letter,0.2328597,0.46705905,-0.12724023,0.21218765,0.06822717,0.02782563,-0.64578986,0.39188594,0.08656056,0.092969984,-0.029117772,0.10236906,0.23723891,-0.36617658,0.61711574,0.5039236,0.20608486,-0.30689937,0.04951725,0.21732344,0.22648844,-0.5706002,-0.17957011,0.015229708
85,letter,0.19127388,0.54203176,0.055099897,-0.021103757,-0.39851084,0.25541958,-0.7702193,0.3086873,0.29480773,0.34498262,0.14999887,-0.11662669,-0.24346095,-0.765721,0.860383,0.7752304,0.09714597,-0.14001201,-0.045685362,-0.18522161,-0.105731964,-0.099626034,0.3781097,0.31210878
86,letter,0.6059585,0.34075522,0.48487985,0.26922363,0.058597695,0.43434584,-0.29118556,0.058948033,0.8480601,-0.1168646,-0.073640466,-0.29187113,-0.17286657,-0.6010663,0.4193958,0.7647368,-0.084266745,-0.37428084,-0.123860024,0.0023426048,-0.010684686,0.07383739,-0.41821054,0.018057924
87,letter,0.24086486,0.081353314,0.08956332,-0.09451386,-0.25525957,0.07115637,-0.19805607,0.7350221,-0.017738814,0.733873,0.34440172,-0.24057302,0.32094923,-0.023727752,0.44474563,0.26912686,0.13956149,-0.5857917,0.40269265,-0.014131874,0.19678752,-0.47491,0.12861086,-0.2453338
88,letter,-0.25600043,0.4417069,0.25767577,0.06226187,0.21712632,0.062768035,-0.28873447,-0.20635897,0.096040584,0.245594,-0.023473078,-0.40111303,0.4563177,-0.332879,0.6588639,0.5205828,-0.08109935,0.26855588,0.11096891,-0.2994173,0.21044487,-0.13103758,0.2835025,0.0097688185
89,letter,0.31806132,0.848669,-0.023692,0.34404746,0.22219008,0.02957988,-0.4122981,0.7050972,0.06061174,0.52142555,-0.15543711,-0.10322467,0.10664484,-0.1445557,0.4783446,0.660639,-0.11445407,-0.7128161,-0.05009966,0.17902912,0.27906471,-0.31180865,0.120986454,-0.38093284
90,punct,-0.014496836,0.0021817316,0.027318057,0.015713567,-0.010039742,0.014357342,0.0006203521,0.022071516,-0.014044583,-0.030531248,0.03183306,-0.002265863,-0.027411524,0.030889105,-0.006817727,-0.006786075,0.02827245,0.021339964,-0.014380208,-0.046892855,-0.004351829,-0.002422123,0.015094101,0.009486845
91,punct,-0.004769287,-0.0037690396,0.02674944,-0.037439857,0.04421287,-0.021078914,0.053575654,-0.01999325,-0.044871822,-0.0015976324,-0.022971196,-0.023612348,-0.0052758814,-0.0068776705,0.004455616,-0.014237811,-0.0115384,-0.008368446,-0.041438803,0.013558844,-0.011687199,-0.010322027,-0.025039913,-0.017576648
92,punct,0.018427383,0.01871497,-0.012296857,0.0018181402,0.028376112,-0.054098606,-0.024142284,-0.029451754,0.015110309,-0.017537976,0.018763317,0.0210753,0.0035984241,-0.0060303127,0.009311959,0.056899957,-0.00886981,0.05066985,-0.0072234995,-0.0141078755,-0.025529765,-0.0040921,-0.015392932,0.010349686
93,punct,-0.022414032,0.03846103,-0.032582704,0.054629672,-0.021787543,0.005375016,-0.0004889788,0.0014709167,-0.0021015632,-0.019889286,-0.005207901,0.019467667,0.00068762526,0.0033742883,0.0048955516,0.01732239,-0.005594621,-0.016586691,-0.02129258,-0.020976203,-0.024713848,-0.025839753,-0.012122931,0.009923343
94,punct,0.28822824,0.043400876,-0.19899367,0.7082259,0.8136052,-0.0799279,0.17011479,0.6815498,0.37285691,0.14912064,0.020472981,-0.5745061,-0.10201129,-0.528019,0.36004227,0.62933534,0.3434774,-0.12057372,-0.8025622,0.4628139,0.25112712,-0.7892456,-0.5834015,0.5179213
95,punct,0.09328649,-0.7407924,-0.56428427,-0.10699164,0.1552245,-0.36101425,-0.34814286,0.28206736,0.38104078,0.15229803,-0.3457619,0.099310435,-0.5789231,-0.24763386,1.1515417,1.2409686,0.39835405,0.14256275,0.03727314,0.6341241,0.18673505,-0.4283017,-0.4820161,0.8478671
96,punct,0.56399626,0.4661556,-0.74075943,0.21702299,0.12960668,-0.5200232,-0.018338908,0.27750954,-0.27313566,0.07838655,-0.10197224,-0.063105986,0.022244705,-0.312171,0.71881634,0.8107278,0.38213864,-0.56636214,-1.20111,0.725215,0.24373718,0.018467406,0.17323999,0.42539006
97,punct,1.2933947,-1.1454138,0.31026167,-1.0452846,1.1956395,-0.7716336,0.38444278,-0.1366995,0.021346334,0.6937389,0.6709515,-0.9321813,-0.5127821,-0.0040936954,0.6065254,0.10683511,0.8591128,0.09297737,-0.014265032,-0.31738752,-0.7334178,-0.76012075,-0.168493,1.407944
98,punct,-0.19496009,0.28958946,-0.22704324,0.22100632,0.29181877,0.2016075,0.022796161,0.2583951,0.109200306,0.16771616,-0.29053986,-0.37986973,-0.70104426,-0.12782983,0.7135789,0.51136786,1.0421855,0.4757174,-0.6806295,0.77162486,0.27313113,-0.99041903,-0.7453922,0.8944541
99,punct,0.2983666,0.100543536,-0.9693334,0.24148257,-0.102689385,-0.59055966,-1.0882881,0.6875359,0.4320326,0.10199134,-0.40029126,-0.2679787,-0.43538105,-0.11939499,0.90308607,1.1752145,0.9781657,-0.005767723,-0.36467192,0.27442524,0.56028557,-0.7633557,-0.03791391,1.3541934
100,punct,0.37638354,0.1965109,-0.3034968,-0.28880128,0.28080356,-0.0541673,-0.2245644,-0.054914854,0.0647251,-0.057668496,0.18013793,-0.21336164,-0.27252415,-0.32023928,0.6268178,0.7041032,0.48878655,-0.24000356,-0.20368378,0.4264951,-0.23830928,-0.14543122,-0.12520891,0.57928616
101,punct,0.3498373,-0.36183724,-0.78097737,0.2132017,0.5943392,0.15138659,-0.28627533,0.54273957,-0.007820219,0.29601288,-0.2643089,-0.3044649,-0.3174454,-0.17593572,0.98207617,1.0771947,0.58113027,0.18569541,-0.47503906,0.7693121,0.23560409,-0.9051999,-0.09443488,0.7559563
102,punct,-0.052683745,-0.12921065,-0.10062541,-0.052557442,0.7613974,-0.48104036,-0.19522293,-0.5266897,0.0929793,0.66938245,0.19921145,-0.47819984,-0.5203888,-0.070128754,0.55860174,0.783649,0.5617895,-0.3035193,0.15100157,0.25179407,0.09733429,0.14402403,-0.583685,0.9013299
103,punct,0.1881283,0.020763144,-0.5795067,0.13021381,0.25414917,-0.386188,-0.11660463,0.104292795,-0.020039724,0.22693916,0.1374425,-0.43662345,-0.4761011,0.11843826,1.2085967,0.9174574,0.51222706,-0.83987355,-0.120390035,0.65074056,0.1477519,-0.9137542,-0.09417809,0.8345058
104,punct,0.028124282,0.12717967,-0.5188506,0.396737,-0.0035599521,0.26043046,-0.3717898,0.038776346,0.36561292,0.3549944,-0.36211944,-0.22340634,0.038797233,0.38517225,0.9181733,0.7661523,0.5043454,-0.3679861,-0.4431846,0.25455236,-0.40406647,-0.8394559,-0.46474376,0.6174368
105,punct,0.6209351,0.11600628,-0.31371677,0.50850123,0.8530083,-0.13644885,-0.5334585,-0.1843046,0.12213179,0.5850255,-0.75421065,-0.123795845,-0.70135635,0.20539185,1.4347956,0.9441651,0.49482024,0.07958218,-0.115736015,0.03370148,-0.27325356,-0.9793735,0.08850415,0.60715145
106,punct,0.5819545,-0.05033573,-0.74183935,-0.63308746,-0.34714562,0.54280204,-0.41170582,0.076246984,-0.24157092,0.5293415,-0.3147884,-0.42362043,-0.5797419,0.07654589,0.5537502,0.64439344,0.59639645,0.4598741,0.315487,0.5218185,0.3036227,-0.6948881,0.50246006,0.4864586
107,punct,1.1529448,-0.120890506,-0.23329793,0.07037901,0.22523838,-0.5225074,-0.8454803,0.5232365,0.28611213,-0.027002746,-0.70723915,-0.41809377,-0.035681684,0.37375292,0.9392379,0.516517,0.829313,-0.73032504,-0.19034186,0.4012482,-0.30725142,-1.3090999,0.571985,0.72347987
108,punct,0.19764584,0.18895239,-0.34946954,-0.496311,0.70979446,0.124713615,0.6713294,0.43525067,0.031307794,0.001882161,-0.2297427,0.19816916,-0.7350011,0.13002746,0.64474887,0.8529741,0.38747633,-0.730223,-0.7776963,1.2579911,-0.14841917,-0.5772129,-0.5211437,0.5455132
109,punct,0.691142,-0.13517016,-0.28694457,0.44403338,0.045265663,0.032864153,-0.25449702,-0.0054863077,0.2575068,0.642287,-0.2894184,-0.58372694,0.10575446,-0.672469,-0.0059723826,0.53814024,-0.28707248,-0.6943948,-0.16180423,0.64018196,-0.20925343,-0.3425625,0.2106036,1.3267741
110,punct,0.4184893,-0.1941663,-0.24302432,-0.21807995,0.34633365,0.4363459,0.103509165,0.049643558,0.26764673,0.2708196,-0.05883295,0.31588802,-0.0265164,-0.11859298,0.28548416,0.19423527,-0.17110328,-0.41283,0.14682874,-0.039176743,0.06429237,0.033335414,-0.23727642,0.26114923
111,punct,0.36855966,-0.4604472,-0.35520387,0.2734725,0.6536696,0.37971988,-1.3190763,0.025393058,-0.06543189,0.73024195,-0.12431052,0.058298178,0.16987537,-0.29596427,0.4248123,0.44565043,0.026297402,-0.5414131,0.59341496,-0.13859642,0.51039445,-0.27738255,0.08153235,0.6146445
112,punct,-0.08508423,-0.42313817,-0.64384997,-0.3126946,0.24353132,-1.1171811,-0.52920705,1.6552641,0.12531139,-0.26821098,-0.48391116,-0.14490479,0.19985655,0.2375971,1.0627013,1.204488,0.27694592,-0.14757389,-0.48692897,1.0951673,-0.6460079,-0.44700283,0.18441157,0.96935236
113,punct,0.89852685,-0.073842056,-0.5092882,-0.20482603,0.45516163,-0.030197341,-0.81755716,-0.16564135,0.8205239,0.5735983,-0.35426107,-0.55612195,-0.047856517,-0.23164451,0.3042223,0.7719452,0.55738,-0.34493673,0.24102084,0.7059232,-0.094977394,-1.127796,0.08654413,0.43623132
114,punct,0.6428886,-0.67330813,-0.44175208,0.23996462,-0.028243996,-0.04093419,-0.21075474,0.59132594,0.55460536,0.37726757,-0.65122217,-0.13944638,-0.15541974,-0.0053935414,0.7940265,1.0744231,0.30318037,-0.1930243,-0.46703255,0.5143938,0.0035927102,-0.17781109,-0.24570237,0.5362934
115,punct,0.7725264,-0.89845777,-0.5719312,-0.14019594,0.041760083,0.33345982,-0.7788253,0.4458617,0.32137105,0.21109165,-0.9078484,0.26115808,0.1374126,0.88590115,0.8255837,0.7472824,0.28254357,-0.28520668,-0.48143506,0.5593477,-0.58360106,-0.7625252,0.122433774,1.0980722
116,punct,0.6506458,-0.16626966,-0.59558874,-0.07847087,0.24909393,0.33871326,-0.03438589,0.28032786,-0.04481737,0.08901271,-0.17505544,0.048759017,-0.30413473,0.10327938,0.66306764,0.7062071,0.10132446,-0.015909582,-0.4020228,0.6566502,-0.40373886,-0.88607895,0.07539671,0.56665367
117,punct,0.15521213,-0.62816,-0.61915004,-0.27595815,0.7525581,-0.06762681,0.47568715,0.31345424,0.46955448,0.20167755,-0.3159924,-0.15885307,0.3941571,0.008581534,0.6707596,0.7050528,0.2819932,-0.67730147,0.08457263,0.5616654,-0.5007192,-0.86644185,0.10177218,0.75994307
118,punct,0.5263014,-0.27808034,-0.15289888,0.025244823,0.49588382,-0.3944911,-0.06472201,0.594865,0.09954806,0.10204526,-0.595302,0.08442956,-0.5514799,0.10058609,0.32394326,0.35076454,0.18868695,-0.00510774,-0.14223209,0.115191035,0.5687346,-0.020712985,0.22401601,0.5034497
119,punct,-0.037653472,0.12439009,0.21304525,-0.43534055,0.5617814,-0.45962486,-0.34870446,1.0267569,0.22632946,-0.043749914,-0.052762933,-0.35086247,-0.18952516,-0.25738797,0.6106282,0.18951142,0.6228831,-0.2710278,-0.3134859,0.37533924,0.4104338,-0.19565174,-0.06387681,0.4210793
120,punct,0.41825745,0.024721239,-0.48991194,-0.0022379356,0.03460824,-0.14194244,-0.15002033,0.64346063,0.23138213,0.40912268,0.044947114,-0.77446467,-0.4252483,-0.3921219,0.6114522,1.2339857,0.37986124,-0.56272364,-0.40645823,0.51060885,0.25953373,-0.42061907,0.07451401,0.7070485
121,punct,0.2270128,0.37282458,-0.7340721,0.62169725,0.018642826,-0.2233547,0.12370734,0.040141698,0.6309265,0.43878853,0.49140173,-0.8351152,-0.1236229,0.11289745,0.74615854,-0.001416786,0.19867286,-0.66458446,-0.08354574,-0.13528463,-0.017427746,-0.095867135,0.18524525,0.5660438
122,punct,0.07345949,0.20855565,-0.3170915,-0.43469507,1.118112,-0.3681977,-0.24173698,1.3481189,0.2902156,0.028964529,0.4815267,-0.3284237,-0.52530587,0.42524546,0.59315515,0.42546397,0.21882576,-0.08294498,-0.5310591,0.42019245,-0.15673265,-0.01897514,-0.5636656,0.012929407
123,punct,0.65251803,-0.17514074,-0.642514,0.39947122,0.2505022,0.18273191,-0.13931523,0.7205756,-0.060998138,-0.34977108,-0.25703585,-0.13632509,-0.21505518,0.030983515,0.6443525,1.1966914,0.640412,-0.03194092,-0.55831,0.584773,0.321161,-0.12952791,-1.3684888,0.29479307
124,punct,0.0074983058,0.0146140605,0.029678721,0.021974549,0.021820871,0.0075230203,0.0032278216,0.024830716,-0.0008198442,0.018296858,0.025815023,-0.023046339,0.026537763,-0.005662261,-0.010272133,0.0069459067,0.02884211,0.005590159,-0.00046612596,0.008153041,-0.014211406,0.012374151,-0.0027442644,0.04124279
125,punct,-0.027356619,0.0050822357,0.030474138,-0.039689172,-0.0045429445,-0.042379744,-0.011142512,0.00078156946,0.014849016,0.0040071304,-0.0021017184,-0.0030609327,0.033845887,0.0031389296,0.0024164617,0.011373031,-0.016685208,0.007621349,-0.020431764,0.016175523,-0.018258499,-0.008753477,-0.025219196,0.011514006
126,punct,0.010994545,0.026614176,0.021669926,0.010323284,0.006213125,-0.0054463805,0.026338898,0.019875908,-0.0071217,0.001964633,0.0059562423,-0.004521331,0.031803124,-0.020111663,-0.0053677373,0.011799521,-0.009564308,-0.0064171967,-0.0045956005,-0.009934389,-0.015294567,-0.029826831,0.013819639,0.044319995
127,punct,0.637936,0.06652963,-1.2172548,-0.26007524,-0.042852223,-0.6612516,-0.8197021,0.09686014,0.32863295,-0.37334368,0.28089118,-0.82333195,-0.2938868,0.9079704,0.516142,0.8712137,0.3847131,0.8199135,-0.01239141,-0.06507308,-0.0024941457,1.1641357,-0.5473303,0.8702753
128,punct,-0.24137901,-0.0050124535,-1.0661972,0.031790987,-0.24212308,-0.33221138,0.23924373,0.38942072,0.8324231,0.05762177,-0.08743679,0.29873863,-0.37553173,-0.025406294,0.14114267,0.60840005,0.49273038,0.059977688,-0.6374443,0.13334565,0.4307962,0.17716202,0.1904976,0.6511994
129,punct,-0.11299793,0.22939178,-0.089793675,-0.06887425,-0.7377365,-0.2291395,0.24576023,0.1985413,0.17691939,-0.30351555,-0.02123646,-0.3151892,-0.7140174,0.41332802,0.69040865,0.28700653,0.4754363,0.23851083,-0.5196768,0.49530345,0.11949464,0.06461228,0.26576325,1.3879757
130,punct,0.01935752,0.17033061,-0.20854828,-0.19736148,0.5945663,-0.083267674,-0.2972549,0.28693846,0.007075511,0.55648863,-0.13842098,0.5530249,-1.0003201,0.36551037,-0.60794413,0.12011894,-0.16063993,-0.7090588,-0.5166006,0.8867047,0.52142525,0.33176896,0.22335735,0.7273389
131,punct,0.440265,-0.42240918,-0.43550578,0.5189812,0.7836953,-0.34924242,-0.30137244,0.46183115,0.4306775,0.983721,0.5321006,-0.8848936,-0.5765935,-0.19224676,0.12391819,0.073293775,0.11003775,-1.01407,-1.0231386,1.0108465,0.92520875,0.14438401,-0.33904418,0.8547703
132,punct,-0.4530532,0.17918958,-0.72474647,0.40553233,-0.33055228,-0.082716696,-0.23446013,0.4385439,0.5300428,-0.121602125,0.0052786907,0.069381446,-0.50196654,-0.21987998,0.55972517,0.9489761,0.576758,-0.39232907,-0.34944758,0.08488384,0.44178984,0.435925,0.79951435,0.20757325
133,punct,-0.20076318,-0.24716541,-0.46051836,0.14870362,-0.06075955,-0.027586808,-0.26691693,0.08939223,0.62330765,0.07209856,-0.07540262,-0.373943,-0.7083382,-0.39391157,0.23229359,0.75799924,0.64426416,-0.010588994,-0.2768629,0.19376244,0.58456177,0.5147951,0.43913168,0.8805342
134,punct,-0.1312976,-0.12935786,-0.7227311,-0.13636287,-0.15581512,-0.11256478,0.19491221,0.26160187,0.38666826,0.27218282,-0.13799049,-0.17366982,-0.8280153,-0.14562938,0.9226562,0.8010069,-0.19996388,0.10444642,-0.015445617,0.869711,0.821557,0.065732494,-0.73486847,0.5601072
135,punct,-0.34794855,-0.61144406,-0.79048973,-0.17661126,0.6111341,-0.12731674,-0.08256905,0.51120067,0.27401382,0.19463874,-0.08806641,-0.8354884,0.011693362,-0.4499146,0.05836405,0.76665825,0.21133684,0.011489145,-0.44168824,-0.031812787,0.7813822,0.82672846,0.20185179,1.1104535
136,punct,-0.34751505,-0.6693033,-0.6425742,0.085164085,-0.023695678,0.11520187,-0.33571833,0.77752805,1.0702403,0.06547658,-0.25545385,-1.138038,0.22038145,-0.38886842,-0.028174203,0.52144796,-0.08545433,-0.20166543,-0.47515061,0.7782842,0.93455845,0.38780883,0.2479751,1.1635641
137,punct,-0.44443643,-0.20833695,-1.2741301,0.15531099,0.83407575,-0.621487,0.4057632,0.5387038,-0.036747724,-0.39667177,-0.46511385,0.15066536,-1.0864524,-0.99662477,0.5352192,0.17092592,0.5475177,0.26004115,-2.1163027,1.352752,1.1082493,1.0498421,0.09890316,1.5856155
138,punct,0.6531666,0.2252126,-0.9211759,-0.08915359,0.3157503,-0.42724526,-0.94388306,0.24401523,0.37195107,-0.047044046,-0.39237848,0.33821762,-1.0039903,0.25409022,0.2107242,0.28802785,0.40375462,0.3866109,-0.5143586,0.8408807,-0.10287292,0.36440703,0.6699258,0.6988964
139,punct,0.13371076,-0.40169853,-0.384994,-0.571018,0.3452208,-0.24046062,-0.21596228,1.641066,0.7429415,-0.23769082,0.04408478,-0.24208927,-0.14688942,0.07610511,0.32999274,0.10633404,0.17131989,-0.1549671,-0.9380075,0.7453524,0.32142317,0.07407129,0.00813331,1.0083239
140,punct,-0.1846364,-0.58723825,-0.2971049,-0.009361718,0.07512046,-0.063115165,-0.2447128,0.97464025,0.2596899,0.21252456,-0.51453424,0.17861746,-0.5450485,-0.21017125,0.5696944,0.29087365,0.35656,-0.20355493,-0.5189625,1.1779994,0.19030553,0.2913989,-0.42081916,1.4704831
141,punct,-0.09737036,-0.044155456,-0.4758169,0.36379063,0.23370294,-0.09970087,0.13737044,0.9596854,0.71079606,-0.26717085,-0.32632348,-0.34754184,-0.2350693,0.5143537,-0.039934605,0.0136493035,1.1852481,-0.5831698,-1.1138514,0.63121027,0.19618897,0.4168921,-0.5208831,0.71176505
142,punct,0.19724171,0.88189375,-1.1613709,0.9631556,0.06820191,-0.90416753,0.20856647,0.5974486,0.4546677,0.052806847,-0.14732002,0.03814931,-1.1355697,-0.37140417,1.0582972,0.4375286,0.16449215,0.022949666,-1.1006522,1.1228646,0.2847606,0.39641365,0.01843537,1.1385096
143,punct,1.467001,1.4839628,1.41281,-1.4379845,1.4912671,1.4602003,1.4562274,-1.4523273,-1.4756109,-1.4644623,1.4691447,1.4647088,1.4752489,1.4432054,1.4390409,-1.4686642,1.4825432,1.4831454,1.4287297,-1.4487004,-1.4639031,-1.4963396,-1.4717712,-1.4437498
144,punct,0.6030428,1.0405042,-1.3158623,0.8952653,-1.0096374,0.5296964,-1.2177129,1.3282187,1.1239752,1.2484674,0.4700351,-0.52257293,-1.3327365,-1.3544071,1.1494213,1.0599794,-0.58266103,-1.2179527,-1.3097781,1.4548807,0.2489603,1.0295796,-0.5892073,1.3927636
145,punct,0.7161642,1.0704516,-1.345539,1.032141,0.994911,0.3767715,-1.2012829,1.2695191,-0.7887735,1.1379611,0.72128457,-0.7034844,-1.2975646,-1.2353263,1.1507831,-0.6566211,0.76239765,-1.104773,-1.2531928,1.33577,1.4858115,0.92755204,-0.76709783,1.3509089
146,punct,0.42724803,-0.04090102,-1.2237482,-0.44065836,-0.038242005,0.026864674,-0.39395225,1.3729718,0.26378313,0.82260484,0.755317,-0.38182774,-0.6221003,-0.3165321,0.31577584,1.213947,0.012343982,-0.7835929,-1.0922469,1.4248254,0.5009416,0.2649843,-0.52509195,0.34939104
147,punct,0.94560474,-0.7897177,-1.747884,-0.04592999,0.2312929,-0.07236704,-0.6364543,0.16954796,0.73900217,0.2850782,-0.5551881,0.6016318,-0.50837076,-0.33419505,0.6171779,0.9193867,1.0612525,0.12124343,-1.1134713,1.1041951,0.25308403,-0.3388966,0.1774458,0.4533957
148,punct,0.6258382,0.49563983,-0.7069434,-0.041172016,-0.39146882,-0.38190728,-0.4533416,0.23800059,0.15032148,0.17011794,-0.18331309,-0.14910166,-0.6000356,-0.3216045,-0.021831922,0.5146828,0.89534247,0.39212912,-0.6628883,1.2488228,-0.3777468,0.64031565,0.26753518,1.0413043
149,punct,0.18169627,-0.7396811,-2.9865801,-0.90352637,0.5575465,0.34257576,-0.07610538,0.51603943,-0.0006816502,-1.1988621,0.8038473,-0.6005225,0.79933053,0.64085865,-0.78162336,1.3817589,1.4547528,-0.16207999,0.3368776,1.3323073,-1.0608505,-0.17156938,1.0425967,1.7602165
150,punct,0.58973724,0.6640368,-1.2270678,-0.809399,-0.34276932,-1.0673232,-0.45491308,1.2864257,0.30174184,0.81332433,-1.3913157,-0.88078535,-1.4119135,-1.3373893,1.2665541,-0.60915476,0.5509984,-0.6226946,-1.1646966,1.3330473,1.2281008,1.426012,0.8448179,1.4922298
151,punct,-0.24321203,-1.1839132,-1.8165175,-0.13052012,0.5865969,-0.7037685,0.43371376,1.5964923,0.012442914,-0.64413166,0.06411214,0.33329815,-0.2313982,0.9637891,-0.077413075,0.5720738,-1.3073317,-1.0987953,-0.23797894,1.197529,-0.23179224,1.146004,0.4366278,1.8697783
152,punct,-1.4676874,1.5318658,-1.460631,1.4951835,-1.4844053,1.4994564,-1.5188153,1.4979775,-1.502703,1.5127206,1.4920619,-1.5252994,-1.4733795,-1.514671,1.4987525,1.4812278,1.4725047,-1.506387,-1.4890593,1.5021204,-1.3864874,1.5118778,-1.4938068,1.4818938
153,punct,0.03673268,-0.022073524,0.013645966,-0.012088186,0.0213472,-0.034603894,-0.004985042,-0.02360849,-0.0120404195,-0.0014786492,-0.008146931,-0.007853957,0.04121207,-0.018676162,0.00042731967,0.02454866,-0.0070108008,0.022347383,0.0051314454,-0.012978562,-0.040952872,0.015237056,-0.028983686,-0.022242913
154,punct,-0.028240498,0.0011211492,0.008554484,0.0028832774,-0.005400556,-0.014976184,0.020559764,0.026060058,0.000102576145,-0.01370895,-0.0044880277,-0.028124902,-0.0035364947,-0.03303955,-0.014381851,0.020036904,-0.0030358362,0.011863471,0.032372985,0.028562235,-0.016084215,-0.015068942,0.009385542,-0.03147156
155,punct,-0.039228916,0.01121141,-0.0036845154,-0.029654562,-0.008976091,0.00090679293,-0.025929589,-0.016053176,-0.007807111,0.010253495,0.034391508,-0.016826596,-0.0030294938,-0.007354631,-0.0007291685,-0.004262527,-0.018776191,-0.01297906,-0.0069684857,0.040570162,-0.012620575,0.004719142,-0.027960628,-0.020385554
156,punct,0.20814231,0.09136971,-1.8767759,-0.4475179,-0.36306393,0.29159033,-0.8676371,0.91358876,-0.46692678,0.3627245,-0.040534228,0.24976413,-2.716055,-0.6670139,-0.2919959,1.0087116,0.56918144,-0.67392516,-0.9713205,2.4945462,0.4265531,1.370701,0.8604976,1.80009
157,punct,-0.20324779,0.066961,-0.43980247,0.15125047,-0.26777464,-0.26833147,-0.053449053,0.09496772,0.46951005,0.5877318,0.13907348,-0.1648907,-0.11428997,-0.32062072,0.6085673,-0.39668936,0.19586919,-0.0029660268,-0.4313142,0.70587206,1.045535,0.4790814,-0.73136693,1.4705534
158,punct,0.23840027,0.29585946,-1.5844177,0.37909317,-1.1661028,-1.6987985,-0.26834103,1.3968483,-0.026822474,0.43115306,-1.754392,-0.18389212,-1.6286851,-1.2125174,2.3733613,1.0249925,0.45144066,0.5281608,-1.5134197,2.3885293,0.7086043,1.5383002,-1.1557761,2.4788923
159,punct,-0.014738842,-0.013275244,0.017399518,-0.006356616,-0.019242682,0.016079552,-0.009583573,-0.019913184,-0.030138249,0.010188508,0.027491257,0.0015957255,-0.006495842,0.012437556,0.0023960099,0.00091458403,0.032470662,0.0016031563,-0.008119235,0.0081467815,0.024860434,-0.007837686,-0.021520983,-0.00023665436
160,punct,0.36277422,-0.48255268,-1.6221664,-1.4283739,-0.75148165,-0.14057419,0.8593923,0.12342635,-0.65411407,-0.9447263,1.0860829,0.36750627,-1.6801907,0.21712442,1.449621,-0.34004286,1.1208426,1.13201,-1.2652602,1.9164042,0.5857162,1.4184594,1.430188,1.6113986
161,punct,0.26891637,-0.2570455,-0.63154995,0.32840407,0.089234754,-0.24129212,0.057987656,0.012878684,0.82307386,0.39370778,-0.48941448,-0.35083413,-0.5358476,-0.5886499,0.64225703,0.1157484,0.04355637,0.13818562,-0.2698401,0.78108937,0.3871152,-0.38060206,0.49009243,1.3763319
162,punct,0.027333003,0.31329322,-0.5625925,0.20484464,-0.06175743,0.23242354,-0.23336355,1.0424088,0.20350425,0.09339341,-0.1286854,-1.0051453,-0.50825495,-0.7353542,0.69851816,-0.101749144,0.2964944,0.22921646,-1.17094,1.4910711,0.26252362,0.44413635,0.68473613,0.6267951
163,punct,0.31287414,0.06588075,-0.95047474,0.45679006,-0.5622835,-0.39780083,-0.34480467,0.2906413,0.19287191,-0.065551415,-0.12423039,-0.6351196,-0.23780188,-0.1843865,0.6655235,0.44649246,0.7236958,0.3498049,-0.25432566,0.6012942,0.22200365,0.4714667,0.13151656,1.0694414
164,punct,-0.43190718,-0.2978723,-1.0300068,-0.1776438,-0.2359548,-0.17474964,0.7939642,0.29831868,0.5096409,0.14422326,0.32542273,-0.7553785,-0.98299253,-0.30034357,0.5636791,0.7907309,0.6927929,0.40402204,-0.52807194,0.9914493,0.19887726,0.17632183,-0.09473901,1.0362206
165,punct,0.11488587,0.07471238,-1.2053214,0.33047968,0.018434137,-0.07984646,-0.6416266,0.13442287,0.7125693,-0.0059652934,0.35543138,-0.6332473,-0.4293633,-0.44746077,1.3264173,0.561663,0.4250141,-0.4887222,-0.5225529,1.2054667,0.36795118,-0.12548414,-0.099159956,1.0588157
166,punct,-0.8178552,0.05386936,-1.6807846,1.5755322,-0.6209532,0.5355704,-0.9500805,0.82648665,0.055891328,-0.1274029,-0.022827743,0.038333345,-0.48879975,0.3589178,0.13959222,0.22027841,1.5247331,-0.47214222,-1.5423607,0.6797249,0.5982926,1.233105,-0.0152701,1.4872208
167,punct,-0.35318187,-0.25973505,-1.5842397,1.4493436,0.19367455,-0.56805503,-0.12165427,1.1667732,0.8920505,-0.5162856,-0.20280387,0.19535768,-1.3102555,-0.8550428,-0.02905851,-0.4133404,0.47537565,-0.2189585,-0.77791715,1.3002491,-0.498963,1.3642244,0.81193674,1.7370477
