token_id,category,mu_0,mu_1,mu_2,mu_3,mu_4,mu_5,mu_6,mu_7,mu_8,mu_9,mu_10,mu_11,mu_12,mu_13,mu_14,mu_15,mu_16,mu_17,mu_18,mu_19,mu_20,mu_21,mu_22,mu_23
10,punct,-0.006762418,0.041881837,-0.010097663,-0.004890063,-0.007965938,0.020858832,0.011769448,-0.010111485,9.582844e-06,-0.0012133993,0.007540686,-0.006842889,0.009729926,0.022726735,0.001799556,-0.028007083,0.028175656,-0.006182327,-0.032305192,-0.011788862,-0.04741802,-0.0036299496,-0.0095694335,-0.001283558
11,punct,-0.1538604,-0.33812398,0.13762754,-0.09112276,0.048162438,0.09093306,0.09470827,-0.06261,-0.034518976,0.73014075,0.13161196,0.062901415,-0.047335472,0.29204872,0.19279891,-0.118614,-0.13543028,-0.3314423,0.13005625,1.1038564,-0.0048479266,-0.021805126,0.0068468265,0.11846847
12,punct,-0.1852974,0.042121682,0.41573328,0.07592847,-0.13575572,0.11679738,-0.11809554,0.09301984,-0.0882503,-0.05605232,0.27696866,-0.036733963,0.032140847,0.5608725,0.4274759,0.009808853,-0.1914634,-0.070549205,0.1208027,0.047985073,-0.0005907689,0.03382357,-0.0031305114,1.0025275
13,punct,0.11597179,0.11652222,-0.04984394,0.031324554,0.08410405,0.11845982,-0.31221715,-0.026426088,0.27013353,0.28167534,-0.20909922,-0.18469325,0.21006082,0.12788634,0.15988907,-0.015258413,-0.22653103,-0.44589493,0.1831809,0.32222867,0.60425866,-0.17723246,0.3517575,0.26784644
14,punct,-0.0035293137,0.0042178347,-0.006602844,-0.008669594,0.016045291,-0.025421295,0.0064054215,0.009537161,-0.0019131425,-0.007074778,-0.008968762,-0.0059942696,-0.0057468773,-0.0060291225,-0.011395421,0.003696589,0.0070443866,-0.0077794907,-0.019110644,-0.009738628,0.02307206,-0.02511624,-0.025209738,-0.0001644111
15,digit,0.34672257,-0.184161,0.16698088,0.06394967,-0.05409777,0.012973462,0.2516778,0.05153802,0.15493985,0.21926464,-0.38029322,-0.09933877,0.0066705816,0.3964142,0.43947032,0.09814327,-0.41067562,0.19766916,0.5528099,0.16995768,0.31440946,-0.29688725,-0.3121471,-0.27259293
16,digit,0.16852684,-0.23216389,0.08447939,0.112857796,0.09575259,-0.005253621,0.0073001804,-0.055896502,-0.18015316,0.35581118,-0.35624352,-0.010301313,0.114906855,0.38810486,0.3588378,0.43003535,-0.12320516,-0.011683882,0.4002169,0.21014737,0.59160167,-0.32416868,-0.1487881,-0.017139865
17,digit,0.20824862,-0.1946781,0.040910095,0.033613782,0.18905114,0.038041472,-0.11686577,-0.04748542,-0.0023801124,0.3248111,-0.02660762,-0.22822899,0.23447019,0.14445104,0.6379644,0.39468858,0.051504206,-0.040028267,0.3808544,0.11852843,0.6170041,-0.44320714,-0.37461782,0.073896505
18,digit,-0.0007479384,-0.3015985,-0.04149143,0.1515912,0.20531182,-0.11258607,-0.019547567,-0.11031695,-0.090729766,0.4046806,-0.06221939,-0.07654128,0.47195935,0.26152402,0.5664179,0.31109345,-0.018375285,0.08398285,0.387721,0.13784634,0.47730407,-0.29853335,-0.28093654,0.108476065
19,digit,-0.04317647,-0.4614691,0.2752116,0.46437937,0.34800643,-0.028557645,-0.10923686,-0.23122357,0.41454405,0.20154831,-0.16722855,0.0493526,0.51668066,0.21110538,0.5241891,0.37340373,-0.027737489,-0.20583086,0.08310293,0.2273943,0.35019124,-0.09717059,-0.23567154,0.21835548
20,digit,-0.1693982,-0.26727244,0.037198927,-0.015573595,0.26716632,-0.10269057,0.0022271562,-0.4968936,0.5007421,0.41407126,-0.34570932,-0.04960562,0.40907866,0.37230718,0.47883728,0.5394776,-0.26595345,0.085360445,0.35568807,0.035579223,0.6073102,-0.34301907,-0.031069161,-0.31994238
21,digit,-0.1971347,-0.39830562,0.4300771,0.31763628,0.092383765,-0.016675837,-0.06623563,-0.14617342,0.12525162,0.23865142,-0.4135287,-0.0040673558,0.55387276,0.34952477,0.40786955,0.38936234,0.073806815,-0.024991017,0.09893951,0.25954998,0.70028865,-0.31475374,-0.4166237,0.17848366
22,digit,0.20490687,-0.22929046,0.15079458,0.15291028,0.48857307,0.10437592,-0.062027525,-0.29527938,0.3630595,0.07806301,-0.37614116,-0.077290215,0.28523207,0.4728997,0.24210687,0.5882349,0.063283935,-0.040905077,0.008036741,0.22484553,0.8383812,-0.3259559,-0.33381554,-0.028106263
23,digit,0.0017793755,-0.49658614,0.29654396,0.03450029,0.34710237,-0.17617476,-0.05950968,-0.18594085,0.3936378,0.33618912,-0.35882667,-0.08304385,0.21880251,0.22816344,0.52929217,0.56718636,-0.06607012,0.09759693,0.18390396,0.117651224,0.4618832,-0.35894945,-0.021539882,0.019916983
24,digit,0.2607046,-0.24859951,0.27250984,-0.13911974,0.19245553,-0.321213,0.24468262,-0.16571617,0.22544226,0.25399724,-0.57461345,0.06878233,-0.02964832,0.4022546,0.39341024,0.3492852,-0.26353452,0.14595458,0.15077348,0.31079996,0.68554556,-0.28428736,-0.048073784,-0.030218309
25,punct,0.026724767,0.01400111,-0.013860737,0.028692665,0.009877958,0.019264052,-0.021685136,-0.01214377,0.03194349,0.009116669,-0.02285334,0.007825062,0.008860543,0.020308329,-0.022361351,0.031174872,0.011027922,0.0034944664,0.009316442,-0.0019423447,0.012261796,0.026541062,0.0032726936,-0.006917963
26,punct,-0.005440817,0.006988679,0.050984733,0.017628713,0.008796913,-0.0063736048,-0.0070028948,0.018970331,0.003430373,0.032067154,-0.030455565,-0.0031651817,-0.009165369,-0.007102941,0.008769831,0.018401766,-0.027441617,-0.019425754,-0.037028454,0.01768924,0.023217937,-0.03571025,0.0077001643,0.0022593597
27,punct,-0.011783617,-0.0054191924,-0.019281212,-0.038523138,-0.00013563046,-0.004194574,-0.016074048,0.011078368,0.006628105,0.011973498,0.008772832,0.009657249,0.015708331,0.027941229,0.033626676,0.00080329855,0.0005933836,0.009288907,0.0010515656,-0.0044430383,0.023357615,0.02671104,0.027677769,-0.011995402
28,punct,0.007838346,-0.027124427,0.0085892165,-0.007991946,0.004452536,-0.0011633133,-0.02144407,-0.0024012688,0.008708329,-0.029300405,-0.0037433149,0.0058377027,0.008194521,0.0028450978,0.02255451,-0.02913802,0.01606981,-0.018894693,0.019556807,-0.0020365564,0.03675804,-0.00292957,0.0015072814,-0.010118005
29,punct,0.97801703,-0.31817755,-0.32693064,-0.40026012,-0.20626333,0.420102,-0.12028831,-0.07615297,0.30186066,0.28690398,-0.09575911,-0.117524415,0.08490136,-0.11164067,0.09762462,0.68295896,0.16932385,0.65333545,0.31529367,0.20837481,0.03170549,0.059277672,-0.28045693,0.088341735
30,punct,0.008114959,-0.006431622,0.013372329,0.008391275,0.01923635,0.0062248795,0.011081444,0.0064566545,0.0109897675,0.0013217157,0.045414764,0.019327989,-0.03017748,-0.0029603257,0.02069442,0.024231248,0.007854568,-0.0076040505,-0.019332012,-0.013500572,0.009063811,0.0073837684,0.0148750935,0.045935158
31,punct,0.0050074626,-0.013331948,0.033575445,0.009022641,0.00971252,-0.009804501,-0.034823496,0.010620843,-0.0010826016,0.02603227,-0.028385157,0.009836122,0.015582581,-0.013650204,-0.02093048,-0.026418911,0.01108378,-0.036003403,-0.02120296,-0.010173791,0.00012886876,-0.03705401,0.018549476,0.00022021371
32,letter,-0.096212484,-0.123599336,0.0034614215,-0.09029067,-0.33873186,-0.0074106203,-0.1804878,0.135579,-0.24307004,0.47033113,0.022837764,-0.19105226,-0.008711649,0.076683216,0.47933924,0.17477901,-0.059557784,-0.22302943,0.6687672,0.06392935,0.75428295,-0.1339593,0.39359656,-0.06151936
33,letter,-0.05287805,0.059052262,0.53019214,0.057818573,0.26716855,-0.050355896,-0.60641015,-0.016298568,0.20737332,0.5069457,-0.041514985,-0.102920614,-0.19175905,0.22950861,0.7066446,0.18728265,-0.14397013,-0.37756753,0.60735404,0.08966776,0.07066094,0.034309827,0.043048568,-0.08893031
34,letter,0.1831714,-0.080368474,0.15327235,0.0057492005,-0.17110942,-0.3513747,-0.4429742,0.3081404,0.23101106,0.62531924,-0.1421161,-0.24813555,0.12974235,-0.01905719,0.50607765,0.36785582,0.0483475,0.14011908,0.4007893,-0.019837314,0.024021026,0.015253868,0.33938712,-0.19048893
35,letter,-0.029196791,0.047134746,0.07268506,0.2851045,-0.13942513,0.13320434,-0.75574094,0.08363656,-0.054011647,0.35362923,0.091421366,-0.13523239,0.081469834,0.14494283,0.5800428,0.14276987,-0.116638005,0.02946511,0.6041197,-0.31566268,0.49146715,-0.010479562,-0.048896734,-0.14564592
36,letter,-0.22438243,-0.030515373,0.07950102,0.31122273,-0.10513313,-0.06974499,-0.3910601,0.20778784,0.08668944,0.25898832,0.17070702,-0.042868804,-0.28523076,0.13124824,0.51988393,0.13328971,0.17257722,-0.17798765,0.22219719,-0.24212256,0.6948401,-0.32434514,0.4927889,0.10244883
37,letter,0.13564745,-0.27235103,0.4056042,0.18001115,-0.23979114,0.04897032,-0.46806386,0.15219283,0.06689519,0.7496588,0.22273512,-0.30861518,-0.081502184,0.20081578,0.56236845,0.03838176,0.17552546,0.109901235,0.78650784,0.26048216,0.15629478,-0.2435336,-0.23629206,-0.39224237
38,letter,0.22345684,0.0011085973,0.3817716,0.036444783,-0.12820992,0.24928528,-0.49377152,-0.08060115,0.28380242,0.63809085,-0.0246291,-0.19657561,0.2189387,-0.00074282853,0.56827915,0.3358677,0.002873405,-0.3590367,0.697706,0.026450306,-0.15018447,0.033010036,-0.22450364,-0.060897246
39,letter,0.043131843,0.061477076,0.09628671,0.26058355,-0.13920087,0.37073812,-0.70068985,0.17493375,0.162274,0.19171493,0.13683885,-0.027920706,-0.0057196924,-0.1551313,0.43695167,0.2478333,-0.06313265,-0.25807706,0.399794,0.08579549,0.3574508,-0.13129438,0.19998826,0.20236209
40,letter,0.12412057,-0.060988877,0.025099354,0.097413115,-0.27219898,-0.15640186,-0.33152,0.23762952,-0.19343193,0.56422067,0.099552445,-0.3504437,-0.12374506,0.012581147,0.45970947,-0.013579201,0.3848225,0.18418162,0.51296514,0.35232404,0.47760835,-0.05987284,-0.16778018,-0.15871404
41,letter,0.24173865,-0.13819043,0.1337359,0.20062031,-0.43302107,0.112638004,-0.3979902,-0.14454833,0.37143472,0.38566908,-0.2612236,-0.31330535,0.5454085,0.43863067,0.4208875,0.09379391,0.42604876,-0.54875296,0.7025513,-0.285397,0.50518864,0.055204548,-0.22191949,-0.016549835
42,letter,-0.0049927915,0.09701247,0.097839594,0.07482492,-0.0025319904,-0.17252116,-0.40579912,0.2355134,0.2522613,0.41837707,0.09545081,-0.14588244,0.4725748,0.0033024538,0.60113215,0.42151564,0.3242751,-0.44328496,0.49085423,-0.11874002,0.018201072,-0.027970979,-0.14158937,0.020408181
43,letter,0.1375655,0.25219062,-0.020129615,0.016656063,-0.14531483,-0.24729545,-0.13173634,0.32624838,0.048695967,0.5018816,-0.014090911,0.109662645,-0.15048547,0.23396254,0.6331557,0.2930036,0.2273366,-0.3925668,0.60202503,0.040645722,0.3990973,-0.1291536,-0.23751982,-0.30202958
44,letter,-0.085121416,0.11060885,-0.07415482,0.06986919,-0.541733,0.13917556,-0.57739824,0.3174371,0.115861304,0.9463846,0.34711558,0.08660445,0.06489909,0.107611015,0.7139125,0.29703942,0.10196198,-0.17210507,0.60336316,-0.34075207,-0.21354595,-0.32390365,0.029592555,-0.022102723
45,letter,-0.071986325,-0.005639284,0.08125129,0.33146602,-0.034398172,-0.09905612,-0.63222355,-0.2352765,-0.012471309,0.62475795,0.07040053,-0.21182866,-0.030144442,-0.16234705,0.61761296,0.18477695,0.45038354,-0.24752444,0.25633287,0.00011501542,0.06733826,0.3751709,0.117677316,0.2812618
46,letter,0.18538024,-0.09164334,0.048456337,0.5505084,-0.41951928,-0.19421546,-0.61135525,-0.12120803,0.04511487,0.37906387,0.20313907,-0.24501504,0.06201014,0.0077697267,0.5303736,0.5580411,0.17536905,0.015632164,0.22854738,-0.2698712,0.5458788,-0.3780217,0.018248187,0.2918729
47,letter,0.27739573,-0.343659,0.26528406,-0.027168484,-0.26745832,-0.017433899,-0.5914876,0.45816314,-0.22868262,0.5368548,0.3656992,0.25572807,0.27819932,-0.19765952,0.5404609,0.39984307,0.272898,-0.13865548,0.4063832,0.14456783,0.3040805,0.019515095,-0.11006596,-0.39023635
48,letter,-0.2992812,0.17304625,0.17649698,0.6885028,0.08323763,0.018390356,-0.6657708,-0.0068513234,0.07090906,0.43682078,0.017664883,-0.15140022,0.20250694,-0.11478591,0.29291645,0.25974342,0.2670945,-0.47186747,0.32776064,-0.06172134,0.11662007,0.140426,-0.05923226,0.43379727
49,letter,0.042175665,0.04879232,0.009123328,0.065658756,-0.23482041,-0.018716043,-0.7021637,-0.24436702,0.33447272,0.59698594,0.111360155,0.12093364,0.15343657,0.039289985,0.61247605,0.26513383,0.26722372,-0.41770694,0.59115994,-0.21421947,0.27142495,0.042479727,0.002042906,0.11342499
50,letter,0.07853958,-0.03381274,0.1564852,-0.3277504,-0.46367285,-0.28393635,-0.09333469,0.1583711,0.08431765,0.17102616,-0.28291905,-0.19854122,0.25954837,0.045699622,0.786547,0.2291642,0.13074529,0.11787737,0.5329038,-0.13302657,0.36524135,-0.15293826,0.4498529,0.04217491
51,letter,0.08271807,0.006332166,-0.19669206,-0.032505725,0.13228881,0.26505375,-0.21204458,0.08929359,-0.123603895,0.8042995,-0.038474683,-0.56245506,-0.049659133,-0.07957997,0.5272342,0.29595655,-0.22211498,0.07938926,0.46162915,0.09188037,0.43880332,0.29609406,-0.11281313,-0.018998362
52,letter,0.11197215,-0.14454468,-0.027713172,0.0536482,0.093356766,0.008435917,-0.37340653,0.39055347,0.10834733,0.47493288,-0.015861724,-0.027001439,0.4105951,0.23323953,0.36456507,0.14060843,0.06681216,-0.39846966,0.8791349,-0.11567479,0.3580496,-0.44737434,-0.045647003,-0.23389347
53,letter,0.07454025,0.046986766,-0.14551823,-0.022558242,-0.007898991,0.18879275,-0.9230077,-0.081083775,0.2671327,0.33360958,0.17516522,0.06586143,-0.033097792,0.42889327,0.66631985,0.21290001,0.5395714,-0.12325179,0.20796749,-0.013105515,0.29879767,-0.4019524,-0.0756278,-0.15946595
54,letter,0.60218656,-0.06677347,-0.05221142,0.20051971,-0.27656394,0.07305534,-0.28599823,0.013223917,-0.22885293,0.5433597,0.47571817,-0.1787782,0.38217095,0.084544,0.271737,0.29029268,-0.12599707,-0.41844958,0.95000833,-0.15112306,0.3763371,-0.057706922,0.10133025,-0.27745908
55,letter,0.31290916,-0.12645966,-0.055980723,-0.09034172,-0.21802565,-0.01605792,-0.6586881,0.19629608,0.12599233,0.35665178,-0.10496497,-0.0140995355,-0.23129079,0.2810401,0.43184614,0.32454032,0.16323435,-0.0040168436,0.39663085,0.13805689,0.79159975,-0.22065634,-0.2555238,0.054983594
56,letter,-0.495215,0.29846582,-0.5374033,0.13210578,-0.0365023,0.20873776,-0.22296819,0.35643983,0.14300182,0.3766274,-0.19014233,-0.4461172,0.21792647,0.1906894,0.607615,0.31765246,0.34419438,0.0011075238,0.41705942,-0.10127244,0.22425978,-0.34639254,0.037270654,0.22362795
57,letter,-0.14211702,-0.2849454,0.07272431,-0.022455506,-0.07836711,-0.30447948,0.03855851,0.33465323,0.7809543,0.19994187,-0.12666783,-0.092934854,0.104331285,-0.36661804,0.38451818,0.29497543,0.9818176,-0.36575696,0.5545557,-0.105660535,-0.27659744,0.13298774,-0.057389442,0.7623926
58,punct,-0.019378304,0.007646797,-0.019461142,-0.030321259,-0.0027983554,-0.0032664072,-0.016270665,0.00057311106,0.0057750335,0.014889877,-0.022793826,-0.02060725,-0.019251322,0.01176754,0.011562677,-0.032489203,0.05108444,0.012015347,-0.01617205,0.0034588762,0.014158483,-0.015938578,-0.043269437,-0.04432856
59,punct,-0.0066109896,0.0040018368,-0.015305045,-0.032130804,0.009823145,-0.003535695,-0.0074081323,-0.0046824887,-0.0051129023,-0.0017448863,0.0077749235,0.017960725,-0.020431425,0.03889454,0.017144293,0.014724644,-0.03491948,0.023232011,-0.0043230024,0.019737212,-0.022630922,-0.015641803,0.011655152,0.0053646187
60,punct,0.035554375,-0.005511605,0.010338089,-0.0034207993,-0.004654484,0.01990648,0.024936637,0.022959342,-0.013867085,-0.0016852022,0.036167737,0.00017709332,-0.0077367364,0.004573549,-0.0097797,0.023700126,0.018472105,0.01935618,-0.005360544,0.0074843196,-0.003809711,-0.0021174785,0.01714301,-0.0012324395
61,punct,-0.0029543575,-0.0036603613,0.0009905496,0.009089192,-0.0074647306,0.0019902496,-0.009574245,0.0129325995,-0.034186207,0.04294438,0.0014239354,0.026009016,0.01971026,-0.012604419,-0.016507523,0.003827127,0.010423816,0.014393698,-0.013181284,-0.024395127,-0.028703673,-0.045320906,-0.016107555,-0.009952277
62,punct,-0.018252395,-0.018754926,-0.014050417,-0.04201603,0.02566413,-0.01584944,0.005900553,4.888774e-05,0.009948455,0.0018263143,0.0030315062,-0.015869047,-0.0029827994,0.037279513,0.008380368,-0.031790435,0.051697757,-0.0086520165,0.0073412345,-0.009464277,-0.009487656,-0.004550477,-0.012575362,0.041059837
63,punct,0.940774,0.7416286,0.21998414,1.0072483,0.2679335,-0.025889007,0.8684134,0.47818708,-0.24198134,0.0033835056,0.7335702,-0.17768069,-0.42488202,-0.06113631,1.972096,-0.23746073,1.3462007,-0.23042965,-0.46755737,0.32353652,0.6620195,-0.5591419,-0.6433467,0.5230089
64,letter,0.22039008,0.49676993,0.100284524,0.049169566,0.13183616,-0.060473662,-0.23095302,-0.019786628,0.03565431,0.28474092,0.0698679,-0.09767579,0.27789643,-0.40389112,0.24529178,0.34416994,0.16959879,-0.22086798,0.10084974,0.0026507736,0.3558667,-0.25823724,-0.008397799,-0.19997029
65,letter,0.0843296,-0.07814496,0.25319952,0.18783264,-0.2937414,0.08675221,-0.43921843,0.13798155,0.24850361,0.66174996,0.19182691,-0.09854645,0.10100121,-0.09235483,0.6119894,0.2393793,-0.047255266,-0.43203694,-0.08498381,-0.103282854,0.05428673,-0.12011935,0.21433333,0.26108456
66,letter,-0.1455061,0.27481154,-0.1454546,0.4069186,-0.08313882,-0.027535029,-0.47102255,-0.0020492536,0.26368985,0.28541544,0.038015112,0.34039146,-0.10217674,-0.08515036,0.50449467,0.38528877,0.063090384,-0.1816212,0.12502329,-0.040280662,-0.18073264,0.18800637,0.5341739,-0.15097459
67,letter,0.04934591,0.32583258,0.23712565,0.12846304,-0.04950969,0.06768823,-0.49942937,0.03435563,0.2925183,0.4816285,0.057029918,-0.4744791,0.45171335,-0.07234365,0.286756,0.42408225,0.0067868102,-0.41106015,-0.07185227,0.12531225,-0.17039943,0.20835702,0.2094582,-0.05515425
68,letter,0.05023959,0.3588553,0.04789543,0.13180357,0.08756859,0.1707717,-0.34314474,-0.06315992,0.14128995,0.361698,0.1858572,-0.287345,0.11358152,-0.43196878,0.4821442,0.15097877,0.09927222,-0.008938731,0.1990186,-0.20416601,0.10497782,-0.116139464,0.2677966,0.052948814
69,letter,0.17382187,0.40084514,-0.01406752,0.092123464,-0.23606044,-0.23175183,-0.47640616,-0.10704545,0.415966,0.8850592,0.3940702,-0.28778234,-0.05392957,-0.039824184,0.643511,0.36309415,-0.07751479,-0.1741552,0.023482129,0.034289032,0.023464803,-0.12516172,0.11946996,0.30441466
70,letter,0.31855047,0.58285004,0.10912709,0.33907652,-0.073093556,-0.103166126,-0.45162866,-0.031059459,0.10872465,0.16204852,-0.15240793,-0.110300966,-0.22449082,0.0087375315,1.0981383,0.3826978,0.0025073544,0.08434219,0.28159297,-0.41043568,0.08396681,-0.11962258,0.34127575,0.0350171
71,letter,0.14948428,0.7434407,-0.022101972,0.13479689,0.0018479315,0.37547308,-0.17404908,0.056872405,0.27314934,0.47249213,-0.15800555,-0.031747013,-0.07237714,-0.43827203,0.5959857,0.50530255,0.12067066,-0.207429,0.0042998064,-0.13418183,0.19135617,-0.16081537,-0.27091473,0.1098219
72,letter,0.035394825,0.29492354,-0.049164224,0.34060577,-0.060209703,0.0020029843,-0.31563053,-0.072396785,0.14149605,0.3147761,-0.06585954,0.24941154,0.09076366,-0.39150497,0.43700364,0.31283858,0.1539398,-0.14089449,-0.008246585,-0.052281424,0.42109805,-0.17615089,-0.095739685,0.0068282033
73,letter,0.152688,0.62781286,0.39984545,0.23589626,-0.07050136,-0.14357026,-0.1478237,0.22538121,0.1945318,0.17876595,-0.15035428,-0.23676124,-0.34461182,-0.19424044,0.6444495,0.30734888,0.35310274,-0.55391014,0.11763283,0.282996,0.17035346,0.1503586,-0.03705954,0.00602983
74,letter,0.1641959,0.7807425,-0.0409258,0.36614475,-0.03810309,-0.0033028163,-0.43565267,0.2505545,-0.081401944,0.39728922,-0.014615256,0.039741326,0.10700673,0.01761005,0.6459937,0.26116365,0.08738996,-0.17315897,0.101414464,-0.17709951,-0.006540456,-0.47042152,0.038165733,0.10368811
75,letter,-0.10027813,0.6391403,0.31145915,0.056684688,0.13950436,0.43205464,-0.552216,-0.041413993,0.30208445,0.4208258,0.0067020743,0.43078133,-0.12417924,-0.003510828,0.5196351,0.42245665,0.044574663,-0.29394096,0.15382402,-0.3092927,-0.11530311,-0.30169415,-0.005304588,-0.07475814
76,letter,0.07720864,0.10205642,-0.03375996,-0.09834682,-0.11156058,0.19212465,-0.20486793,0.037453834,0.46088922,0.6009821,-0.025828205,-0.5105001,0.1867646,-0.07770081,0.41657007,0.42209437,-0.06029107,0.038811244,-0.103695616,-0.33762345,0.14811437,-0.009258758,0.12754834,0.17484935
77,letter,-0.055519283,0.41376412,0.14071444,0.06431418,0.08885463,0.5629726,-0.61928535,-0.14471123,0.068144165,0.47366133,0.34100184,0.031919103,-0.07174729,-0.4988337,0.37989655,0.3588983,-0.112088464,-0.17292522,0.11440808,0.11425724,-0.037322566,0.1609688,-0.048557788,0.13455507
78,letter,-0.03434586,0.3490552,0.042980906,0.23157342,-0.08195152,0.006658346,-0.24319462,-0.03958653,0.053683043,0.1468113,0.1623807,0.26634666,0.23193076,-0.41941854,0.24979095,0.34049407,0.12086895,-0.10176991,0.07020819,-0.22931279,0.41217172,-0.15936008,-0.0032896074,-0.18157259
79,letter,0.07433881,-0.09095707,0.17531946,0.1694915,-0.055455826,0.45011684,-0.33528227,0.018882377,0.19692884,0.5791534,0.13808571,0.14675441,0.04568622,0.02173706,0.8456075,0.32494202,-0.5556174,-0.0952409,0.09541986,0.041822392,0.17264241,0.033824164,-0.40306878,-0.2855084
80,letter,0.32836536,0.47706676,0.31375033,0.33606303,-0.09198855,0.03724917,-0.4319706,-0.12211183,0.04920601,0.3060605,0.02038456,-0.0059127365,-0.32674134,-0.44785854,0.5253781,0.7021482,0.24778074,0.08127897,-0.50327396,-0.04121784,0.15204197,-0.4359804,-0.023663541,0.43772167
81,letter,0.054138932,0.5251154,0.20654127,0.22973114,-0.34032238,0.08915226,-0.22099562,-0.20566636,0.2305395,0.6247572,0.24275252,0.06245668,-0.18171063,-0.21938969,0.4925201,0.6652691,0.31947085,-0.20555457,-0.16385822,-0.035422865,-0.018778346,-0.0590359,-0.038320266,0.28880203
82,letter,0.21268152,0.15764081,0.023015864,0.08505202,-0.051923055,0.16408837,-0.16021247,0.17369294,0.15334634,0.529116,0.26324987,-0.1759244,-0.083444305,-0.059163474,-0.016531149,0.076011434,0.26600072,0.28812304,0.08027455,-0.2526024,0.06657833,-0.47640944,0.3315656,0.19862966
83,letter,0.04448086,0.08164048,-0.21517375,-0.13017473,0.09138524,0.37185436,-0.304904,0.07283911,0.37243775,0.819194,-0.054947983,-0.48179716,0.49878752,-0.112416446,0.29328763,0.39201605,0.13332827,0.021168644,-0.37405688,-0.15448216,0.3655409,0.1481223,0.28640148,-0.17900759
84,letter,0.13900416,0.41427496,-0.02090325,0.31172454,-0.3148225,0.23887525,-0.51016194,0.18048202,0.046717282,0.14117263,-0.040699195,0.13571697,0.29275647,-0.41561168,0.38556874,0.38629007,0.29215252,-0.24054585,0.18171261,-0.2858251,0.23052973,-0.10192687,0.06183381,-0.07229224
