token_id,category,mu_0,mu_1,mu_2,mu_3,mu_4
0,punct,-0.039481588,-0.029083839,0.03286114,0.0144166695,0.017852718
1,punct,-0.018765312,0.0049611675,0.020156916,-0.024132516,-0.015507903
2,punct,-0.008788384,-0.020844761,0.012934524,-0.00091615337,0.003136853
3,punct,-0.013069004,0.03200048,-0.008061525,-0.012079001,-0.00643879
4,punct,0.0033197133,-0.011339885,-0.0061286967,-0.009943744,0.011310983
5,punct,0.022544557,0.0041457433,0.011666824,0.022075769,-0.021046348
6,punct,0.060674552,0.68862617,0.51669484,-0.5249893,-0.7111664
7,punct,-0.024558995,-0.016400512,0.005734681,-0.026552672,-0.012046178
8,punct,0.016336141,-0.026344452,0.014888773,0.0039079743,0.013262668
9,punct,-0.019658081,0.0058966917,-0.037922524,-0.008946857,0.015487707
10,punct,-0.012830605,-0.016593214,-0.0014430886,0.007068951,-0.00526953
11,punct,0.22537345,0.8983032,0.014956404,-1.3251593,-0.35917875
12,punct,-0.6768807,-0.021091344,0.04260497,-1.1037163,-0.18805073
13,punct,0.038162593,0.83202267,0.22799309,-0.47112766,-0.5820054
14,punct,-0.0023498826,-0.027302872,0.041408103,-0.017104225,-0.011904814
15,digit,-0.45987758,0.44894466,-0.13921273,0.25778458,-0.7778528
16,digit,-0.46767733,0.29625836,-0.017713413,0.32040703,-0.71171737
17,digit,-0.39615315,0.24893972,0.047089968,0.32303238,-0.7696443
18,digit,-0.4315222,0.28724593,0.012945465,0.326938,-0.79075223
19,digit,-0.45446178,0.3477772,-0.10225283,0.3149254,-0.7737676
20,digit,-0.53768146,0.4544157,-0.23754238,0.22597097,-0.6911821
21,digit,-0.4679416,0.5019926,-0.22935078,0.23744549,-0.78001523
22,digit,-0.45137534,0.5051826,-0.20395952,0.199772,-0.7854005
23,digit,-0.5006518,0.6086166,-0.2198857,0.09270435,-0.7332058
24,digit,-0.48512635,0.5762806,-0.22831872,0.16384928,-0.775025
25,punct,-0.04185379,0.008309239,-0.023893239,2.4952496e-06,-0.000990557
26,punct,-0.019335875,-0.0036441002,0.0051355204,-0.002475046,0.028560856
27,punct,0.010036827,0.008076632,0.012522614,0.014326413,-0.00021337156
28,punct,0.048599504,0.019294754,0.019320872,-0.026730465,-0.02051428
29,punct,0.34450418,-0.77323925,0.1017917,0.30828252,-0.2508844
30,punct,-0.02523591,0.002595573,-0.0004608737,-0.006300056,-0.010656588
31,punct,-0.015203421,-0.006110009,0.01756505,0.009887549,0.0057289368
32,letter,-0.3830087,0.25140196,0.2909214,0.24129601,-0.7447741
33,letter,-0.2247858,0.10407035,0.4629594,0.15144216,-0.7782058
34,letter,-0.27453807,0.20999336,0.43159658,0.028120209,-0.8261555
35,letter,-0.29803008,0.20614266,0.40330282,0.17117646,-0.77098227
36,letter,-0.39776936,0.2342149,0.41753423,0.15823989,-0.8036612
37,letter,-0.16221571,0.23235348,0.37112322,0.13306354,-0.777603
38,letter,-0.17152376,0.15256345,0.36013252,0.26945534,-0.74035555
39,letter,-0.21612121,0.29389554,0.55021167,-0.05588886,-0.7776566
40,letter,-0.36589307,0.19864345,0.39247394,0.17773454,-0.7520209
41,letter,-0.34013933,0.24762116,0.527576,0.04303673,-0.8472151
42,letter,-0.1647552,0.13467409,0.4482686,0.19317542,-0.7836271
43,letter,-0.3545008,0.078004576,0.4869926,0.22283848,-0.76653683
44,letter,-0.33398193,0.13980293,0.54526234,0.073053144,-0.75170857
45,letter,-0.1615542,0.08785509,0.5004931,0.15304714,-0.8110304
46,letter,-0.23522086,0.2081198,0.40085003,0.17670248,-0.8109316
47,letter,-0.29471892,0.083920896,0.5109308,0.17326003,-0.81720287
48,letter,-0.27468425,0.29075885,0.51192975,0.051318873,-0.76876706
49,letter,-0.3138227,0.1705994,0.58956677,0.03142235,-0.7938837
50,letter,-0.4741904,0.23755637,0.4932822,-0.19294885,-0.7931681
51,letter,-0.31867254,0.10109684,0.469805,0.19420832,-0.8499992
52,letter,-0.27781752,0.15306886,0.27953684,0.38442838,-0.83158106
53,letter,-0.17394197,0.2687346,0.3464292,0.086322606,-0.80423933
54,letter,-0.21032724,0.07353038,0.45877746,0.2073141,-0.75725543
55,letter,-0.24568343,0.4893735,0.35300994,0.052875128,-0.8154013
56,letter,-0.27835312,0.1919781,0.64125335,0.082828365,-0.8698613
57,letter,-0.19854729,0.06521269,0.47326532,0.23448783,-0.83163977
58,punct,0.010099203,0.03493262,0.019892186,0.010138722,0.008943931
59,punct,0.007445754,-0.025440011,0.023622703,0.0032725227,-0.00066471193
60,punct,-0.04205986,0.008959253,-0.03581103,-0.007741559,0.023003895
61,punct,0.027214166,-0.0089945,0.0090936525,0.018925615,-0.018329551
62,punct,0.01665571,-0.0011471991,-0.024868773,0.012878126,-0.012832635
63,punct,-0.27355036,-0.42770073,0.90432775,0.2579428,-1.06879
64,letter,-0.16216946,-0.8130151,0.04705859,0.46670714,-0.28714812
65,letter,-0.25264314,-0.13328639,0.7375828,0.029849662,-0.6670708
66,letter,-0.24075785,-0.2845529,0.7946135,0.025566041,-0.67190045
67,letter,-0.23737982,-0.06768925,0.5760904,0.17311439,-0.6956326
68,letter,-0.31368592,-0.5797973,0.27644378,0.5092954,-0.47317562
69,letter,-0.19368118,0.11419202,0.67955583,-0.060026992,-0.69735044
70,letter,-0.32121742,-0.08085827,0.6509806,0.071654685,-0.6846196
71,letter,-0.22031501,-0.35364193,0.6383291,0.22891057,-0.6306745
72,letter,-0.13608621,-0.8191449,0.0702464,0.46133405,-0.2934884
73,letter,-0.22547951,-0.4988051,0.80864453,0.0053981794,-0.5729976
74,letter,-0.21682094,-0.787975,0.4739962,0.2832433,-0.41492528
75,letter,-0.21555294,-0.51281565,0.6404927,0.24167997,-0.605032
76,letter,-0.25728732,0.0390932,0.43961927,0.20610908,-0.73561895
77,letter,-0.15447691,-0.5786422,0.58040774,0.2858902,-0.5513009
78,letter,-0.11415935,-0.8312225,-0.011082035,0.41392726,-0.24675943
79,letter,-0.109502405,-0.22838531,0.590277,0.15367764,-0.72538066
80,letter,-0.2433198,-0.85157675,0.27738464,0.4721388,-0.39858693
81,letter,-0.29381698,-0.4787498,0.5917378,0.28165758,-0.5926072
82,letter,0.0074541797,0.6083707,-0.102824554,0.09474871,-0.55874383
83,letter,-0.19501536,-0.5946752,-0.25416616,-0.32299322,0.064098
84,letter,-0.17557102,-0.85657555,0.23808363,0.36889872,-0.30822822
85,letter,-0.24986416,-0.44802096,0.7617287,0.09168546,-0.5932696
86,letter,-0.06210358,0.047173075,0.79494745,-0.2100686,-0.6527002
87,letter,-0.29072177,-0.7357149,0.3090166,0.4944467,-0.4362543
88,letter,-0.16691186,-0.8408298,0.082057536,0.40974078,-0.25569963
89,letter,-0.2319855,-0.8123756,0.38026386,0.32402942,-0.40407568
90,punct,-0.028984662,-0.03337201,0.023933386,0.0066989944,-0.008280354
91,punct,0.033317022,-0.024394557,0.03891592,0.010484843,0.011129477
92,punct,-0.0021101916,-0.026885888,-0.029749671,0.020834262,-0.02878609
93,punct,0.018017882,0.0036300083,-0.019077731,0.04167837,0.038394127
94,punct,0.15483762,-0.6067062,-0.060389843,-0.76423043,0.16920218
95,punct,0.21810773,-0.58757573,-0.09157592,-0.8296023,0.23878208
96,punct,0.14876977,-0.6515777,0.085544795,-0.7014027,0.14474778
97,punct,0.43338776,-0.41002098,-0.24500157,-0.7369108,0.19543451
98,punct,0.13753727,-0.6590223,0.01068725,-0.8037364,0.17904352
99,punct,0.25300598,-0.59291714,-0.09629038,-0.81153554,0.25115913
100,punct,0.2285333,-0.44001076,-0.05316676,-1.0254613,0.23520882
101,punct,0.306007,-0.43850112,-0.19817738,-0.8632473,0.22062369
102,punct,0.17347479,-0.6779714,-0.12747298,-0.7608644,0.20097685
103,punct,0.070837,-0.89438194,0.111684114,-0.54193634,0.15536508
104,punct,0.34734833,-0.5752791,-0.035476886,-0.8153459,0.1053739
105,punct,0.18567723,-0.43145227,-0.06897552,-0.9327489,0.21597177
106,punct,0.4293328,-0.2749711,-0.18287665,-0.9331982,0.058490332
107,punct,0.40777186,-0.43139252,-0.20830826,-0.88737404,0.194577
108,punct,0.23315223,-0.46593437,0.07718008,-1.0697645,0.122485615
109,punct,0.49245182,-0.40805355,-0.20939499,-0.8585573,0.19262737
110,punct,0.25345457,-0.8023521,-0.21040855,-0.38611355,0.19563763
111,punct,0.4150089,-0.5307765,-0.38729015,-0.65678275,0.2148897
112,punct,0.29462916,-0.24320208,-0.16864976,-0.9911222,0.17660798
113,punct,0.33113766,-0.41872853,-0.032014307,-0.92769986,0.085629225
114,punct,0.35416424,-0.52384055,-0.048943017,-0.8849372,0.22034636
115,punct,0.24765484,-0.39927757,-0.11461243,-0.9314668,0.23244746
116,punct,0.26126888,-0.3981348,-0.09529121,-0.88840914,0.23072825
117,punct,1.1516749,0.11810059,-0.7923677,-0.3676047,-0.047614347
118,punct,0.34694013,0.0031775553,-0.022806488,-1.173728,0.12181803
119,punct,0.22614303,-0.051451195,0.39386278,-1.2456774,-2.9637971e-05
120,punct,0.21244407,-0.14039442,0.029144788,-1.1780095,0.16521722
