token_id,category,mu_0,mu_1,mu_2,mu_3,mu_4
0,punct,-0.039481588,-0.029083839,0.03286114,0.0144166695,0.017852718
1,punct,-0.018765312,0.0049611675,0.020156916,-0.024132516,-0.015507903
2,punct,-0.008788384,-0.020844761,0.012934524,-0.00091615337,0.003136853
3,punct,-0.013069004,0.03200048,-0.008061525,-0.012079001,-0.00643879
4,punct,0.0033197133,-0.011339885,-0.0061286967,-0.009943744,0.011310983
5,punct,0.022544557,0.0041457433,0.011666824,0.022075769,-0.021046348
6,punct,-0.25941646,0.9330329,0.9352495,-0.74399245,-0.94087577
7,punct,-0.024558995,-0.016400512,0.005734681,-0.026552672,-0.012046178
8,punct,0.016336141,-0.026344452,0.014888773,0.0039079743,0.013262668
9,punct,-0.019658081,0.0058966917,-0.037922524,-0.008946857,0.015487707
10,punct,-0.012830605,-0.016593214,-0.0014430886,0.007068951,-0.00526953
11,punct,0.345554,0.6901834,-0.049907003,-0.9752634,-0.28377
12,punct,-0.5477365,0.14637318,0.1352993,-1.0804209,-0.14570375
13,punct,0.004265346,0.7665927,0.28750506,-0.4975124,-0.5314085
14,punct,-0.0023498826,-0.027302872,0.041408103,-0.017104225,-0.011904814
15,digit,-0.48415723,0.60554034,0.009819226,0.19465497,-0.8857811
16,digit,-0.46882302,0.32887566,0.13297601,0.35666418,-0.8068124
17,digit,-0.4277782,0.2897351,0.14269875,0.30853057,-0.781893
18,digit,-0.39229095,0.56674355,0.03981229,0.21512511,-0.86287695
19,digit,-0.31377715,0.46396825,-0.018369816,0.37203467,-0.9320533
20,digit,-0.35321498,0.4372757,0.09252369,0.08655764,-0.8420184
21,digit,-0.30444518,0.7305904,-0.14718717,0.34240353,-1.0601227
22,digit,-0.37422445,0.97022617,-0.015493657,-0.034803264,-0.9325422
23,digit,-0.36815572,0.8307346,-0.112861514,-0.09672783,-0.76895875
24,digit,-0.45851597,0.8343176,0.014860066,-0.08791947,-0.7441581
25,punct,-0.04185379,0.008309239,-0.023893239,2.4952496e-06,-0.000990557
26,punct,-0.019335875,-0.0036441002,0.0051355204,-0.002475046,0.028560856
27,punct,0.010036827,0.008076632,0.012522614,0.014326413,-0.00021337156
28,punct,0.048599504,0.019294754,0.019320872,-0.026730465,-0.02051428
29,punct,0.4264229,-0.8596101,-0.092044815,0.42705706,-0.4145095
30,punct,-0.02523591,0.002595573,-0.0004608737,-0.006300056,-0.010656588
31,punct,-0.015203421,-0.006110009,0.01756505,0.009887549,0.0057289368
32,letter,-0.30271462,0.35390803,0.5749791,0.062914416,-0.9482546
33,letter,-0.328514,0.24723853,0.59720385,0.057612896,-0.8372516
34,letter,-0.1817839,0.69030696,0.6363857,-0.045143433,-1.2187735
35,letter,-0.24008974,0.47278136,0.3501112,0.17951079,-0.932411
36,letter,-0.3558624,0.19581442,0.7262411,0.100359775,-1.043864
37,letter,-0.24871245,0.3252088,0.5916642,0.07220068,-0.83234596
38,letter,-0.085370414,0.15394247,0.5373154,0.33111557,-1.0782928
39,letter,-0.18962122,0.67865133,0.6958296,-0.4955841,-0.69798416
40,letter,-0.086153746,0.3180807,0.4347383,0.26295677,-1.1817766
41,letter,-0.15608153,0.33646038,0.8791112,-0.09294039,-1.0986847
42,letter,-0.19525865,0.3774001,0.41325137,0.29209137,-0.9740671
43,letter,-0.34596905,0.16187027,0.6528148,0.118746765,-0.9113911
44,letter,-0.40536094,0.1543297,0.560727,0.18186381,-0.9143512
45,letter,-0.26935878,0.16915442,0.6143472,0.14535812,-0.84348184
46,letter,-0.13457182,0.31007358,0.5721702,0.053920675,-0.96416306
47,letter,-0.32933724,0.2805962,0.6277878,0.033617802,-0.9822845
48,letter,-0.2273198,0.3231338,0.6045718,0.08578963,-1.0886567
49,letter,-0.48192757,0.29072425,0.7804034,-0.09065367,-0.97077006
50,letter,-0.52965117,0.36444023,0.4862148,-0.29770342,-0.74087894
51,letter,-0.4247228,0.20365527,0.4927003,0.15982293,-0.9525026
52,letter,-0.18958405,0.09007156,0.19248983,0.6560027,-1.014856
53,letter,-0.29854113,0.25658226,0.497441,0.16262999,-0.96879977
54,letter,-0.19488443,0.3626317,0.46664554,0.24993442,-1.0292311
55,letter,-0.40069056,0.41967738,0.33717385,0.22950839,-0.82063055
56,letter,-0.035829224,0.104172945,0.9484535,-0.075757936,-1.2530599
57,letter,-0.23025121,0.16507754,0.68105286,0.14589329,-0.98858386
58,punct,0.010099203,0.03493262,0.019892186,0.010138722,0.008943931
59,punct,0.007445754,-0.025440011,0.023622703,0.0032725227,-0.00066471193
60,punct,-0.04205986,0.008959253,-0.03581103,-0.007741559,0.023003895
61,punct,0.027214166,-0.0089945,0.0090936525,0.018925615,-0.018329551
62,punct,0.01665571,-0.0011471991,-0.024868773,0.012878126,-0.012832635
63,punct,-0.24306858,0.4292091,0.66410786,0.25947115,-1.8331888
64,letter,-0.15039031,-0.9540016,0.22645266,0.44062668,-0.3102159
65,letter,-0.11645575,-0.1894649,0.76992023,-0.045594472,-0.7330851
66,letter,-0.26470995,-0.25843236,1.091809,-0.18025848,-0.7509932
67,letter,-0.20592894,0.053189196,0.78257346,-0.165774,-0.6734875
68,letter,-0.33541134,-0.23712705,0.4364487,0.40715018,-0.6722957
69,letter,0.01568707,0.13084814,0.77031785,-0.24342951,-0.7931976
70,letter,-0.39332452,-0.06306404,0.73353297,-0.050061576,-0.70045036
71,letter,-0.3115065,-0.0039855633,0.85634327,-0.09283121,-0.66873103
72,letter,-0.0068858205,-0.81879413,0.2184758,0.43482754,-0.45151532
73,letter,-0.2881206,-0.3257825,0.9244828,-0.21949759,-0.5508996
74,letter,-0.13980961,-0.7119901,0.69372416,0.14684847,-0.45891234
75,letter,-0.16870807,-0.40945882,0.8818232,0.054665502,-0.66718817
76,letter,-0.25831014,0.1175193,0.59653795,0.10179491,-0.8262904
77,letter,-0.28723118,-0.26150957,0.66535425,0.19323489,-0.69144446
78,letter,-0.07454056,-0.8178518,0.09202369,0.48060697,-0.3606037
79,letter,-0.27050102,0.098329395,0.7431013,-0.041380953,-0.82902706
80,letter,-0.21478447,-0.84289515,0.72813505,0.1422586,-0.58032954
81,letter,-0.46405214,-0.42628947,0.64282113,0.23330976,-0.579977
82,letter,0.047522146,0.47550127,-0.04598023,0.1451825,-0.61349386
83,letter,-0.084913574,-0.5060831,-0.25590423,-0.57006115,0.14648537
84,letter,-0.13720451,-0.73872304,0.3914962,0.37778413,-0.44095346
85,letter,-0.13585953,-0.26617992,0.9605866,-0.113669366,-0.70102286
86,letter,0.034100465,0.11047038,0.8292783,-0.34785908,-0.73437643
87,letter,-0.22304216,-0.48871797,0.40424517,0.72046494,-0.8367388
88,letter,-0.06553492,-0.65245813,0.4190612,0.46887523,-0.72312057
89,letter,-0.27994475,-0.7986224,0.61468476,0.19472614,-0.41027233
90,punct,-0.028984662,-0.03337201,0.023933386,0.0066989944,-0.008280354
91,punct,0.033317022,-0.024394557,0.03891592,0.010484843,0.011129477
92,punct,-0.0021101916,-0.026885888,-0.029749671,0.020834262,-0.02878609
93,punct,0.018017882,0.0036300083,-0.019077731,0.04167837,0.038394127
94,punct,0.038038,-0.6792925,0.36804056,-1.0104362,0.19407944
95,punct,0.03180964,-0.8441575,0.09544827,-0.8654421,0.32762328
96,punct,-0.07138841,-0.36038312,0.15275468,-0.904548,0.3883178
97,punct,0.48346674,-0.40800467,-0.25263104,-0.8607334,0.22885783
98,punct,0.120425604,-0.7343063,0.06584863,-0.8488097,0.3490539
99,punct,0.057478078,-0.22422358,0.26738063,-1.4271581,0.22420293
100,punct,0.012266758,-0.4103858,0.3255884,-1.2928448,0.26763716
101,punct,0.022405395,-0.80048054,0.0038375193,-0.8024131,0.41219628
102,punct,-0.07832435,-1.0403297,-0.19083713,-0.6652092,0.51873296
103,punct,-0.41809288,-1.2516794,0.80623573,-0.43659505,0.056574795
104,punct,0.5934943,-0.25709993,0.19101197,-1.2115093,-0.06250938
105,punct,0.38495132,-0.7383643,-0.05141468,-1.0154778,0.35901332
106,punct,-0.4211695,0.35322982,0.8967646,-1.6885799,-0.44733775
107,punct,0.28102362,-0.6893132,0.31007138,-1.3434904,0.28525913
108,punct,-0.076098055,-0.25172153,0.54397756,-1.3900123,0.1832872
109,punct,0.41914347,-0.28834862,-0.24007846,-0.90240407,0.31730342
110,punct,0.32828918,-1.0293919,-0.35508776,0.0023143762,0.03410844
111,punct,0.52431464,-0.34652933,-0.37389225,-0.4543039,-0.10675403
112,punct,0.44511223,-0.24200761,-0.010850981,-1.0786115,0.08556307
113,punct,0.27693093,-0.31578192,0.27951714,-1.2743003,-0.028392902
114,punct,0.1728969,0.28031728,0.11064762,-1.383275,-0.04784191
115,punct,-0.065041214,0.5827448,0.43117908,-1.7369564,-0.1340061
116,punct,0.060355205,0.14859726,0.49849862,-1.4713069,-0.121161275
117,punct,0.60546595,0.2908493,-0.6118343,0.21127497,-0.33056223
118,punct,0.55860513,-0.18522014,0.06821073,-1.1041647,0.07245253
119,punct,-0.13952784,0.15711565,0.516125,-1.3468152,-0.00075369654
120,punct,-0.04773634,-0.22358115,0.9204863,-1.2632732,-0.17605305
