token_id,category,mu_0,mu_1,mu_2,mu_3,mu_4
0,punct,-0.039481588,-0.029083839,0.03286114,0.0144166695,0.017852718
1,punct,-0.018765312,0.0049611675,0.020156916,-0.024132516,-0.015507903
2,punct,-0.008788384,-0.020844761,0.012934524,-0.00091615337,0.003136853
3,punct,-0.013069004,0.03200048,-0.008061525,-0.012079001,-0.00643879
4,punct,0.0033197133,-0.011339885,-0.0061286967,-0.009943744,0.011310983
5,punct,0.022544557,0.0041457433,0.011666824,0.022075769,-0.021046348
6,punct,0.060619943,0.54367805,0.6331242,-0.41676742,-0.9160809
7,punct,-0.024558995,-0.016400512,0.005734681,-0.026552672,-0.012046178
8,punct,0.016336141,-0.026344452,0.014888773,0.0039079743,0.013262668
9,punct,-0.019658081,0.0058966917,-0.037922524,-0.008946857,0.015487707
10,punct,-0.012830605,-0.016593214,-0.0014430886,0.007068951,-0.00526953
11,punct,0.24428622,0.8192424,-0.0031122009,-1.269934,-0.31374744
12,punct,-0.6904152,-0.017214347,0.03517721,-1.0347669,-0.18922606
13,punct,0.06449319,0.8229071,0.20806532,-0.4790793,-0.58493406
14,punct,-0.0023498826,-0.027302872,0.041408103,-0.017104225,-0.011904814
15,digit,-0.4589274,0.51293534,-0.18702497,0.28481817,-0.7953422
16,digit,-0.45324445,0.26371267,0.047147915,0.33064547,-0.769739
17,digit,-0.3858635,0.28614846,0.1170977,0.28134498,-0.7963261
18,digit,-0.3519581,0.24918145,0.038995128,0.36442366,-0.8753622
19,digit,-0.44559324,0.35648292,-0.08468778,0.3631963,-0.8457635
20,digit,-0.49719617,0.508324,-0.26872054,0.25477815,-0.73724085
21,digit,-0.46057695,0.4926576,-0.2209654,0.28299573,-0.82337517
22,digit,-0.503844,0.5100456,-0.17210044,0.19887704,-0.7616626
23,digit,-0.49454406,0.58569765,-0.19583666,0.12287419,-0.76283675
24,digit,-0.5430212,0.5891382,-0.23475116,0.18283182,-0.753305
25,punct,-0.04185379,0.008309239,-0.023893239,2.4952496e-06,-0.000990557
26,punct,-0.019335875,-0.0036441002,0.0051355204,-0.002475046,0.028560856
27,punct,0.010036827,0.008076632,0.012522614,0.014326413,-0.00021337156
28,punct,0.048599504,0.019294754,0.019320872,-0.026730465,-0.02051428
29,punct,0.3304724,-0.83649355,0.036289513,0.37155813,-0.24910896
30,punct,-0.02523591,0.002595573,-0.0004608737,-0.006300056,-0.010656588
31,punct,-0.015203421,-0.006110009,0.01756505,0.009887549,0.0057289368
32,letter,-0.31119367,0.2657607,0.35082147,0.21607402,-0.7954321
33,letter,-0.2633463,0.095355235,0.5148931,0.15526044,-0.80162346
34,letter,-0.26689062,0.22737226,0.5134558,-0.03307382,-0.8698753
35,letter,-0.33290035,0.26098862,0.38296667,0.19772027,-0.7896038
36,letter,-0.46762407,0.17734869,0.4834156,0.15773658,-0.8125558
37,letter,-0.17391412,0.30665132,0.40054363,0.103011325,-0.82387656
38,letter,-0.16164763,0.15304905,0.40125433,0.2716153,-0.771642
39,letter,-0.27560163,0.3387025,0.6476475,-0.1603377,-0.73122203
40,letter,-0.3315608,0.1708181,0.4650386,0.17153808,-0.7984442
41,letter,-0.45371577,0.26873198,0.47445205,0.09591893,-0.8160043
42,letter,-0.228475,0.15542832,0.4629543,0.23899291,-0.7867542
43,letter,-0.30942014,0.19523108,0.50482094,0.17454377,-0.8564152
44,letter,-0.3412702,0.1751733,0.59826463,0.050574955,-0.78430223
45,letter,-0.24411389,0.115987085,0.59284484,0.107376106,-0.813903
46,letter,-0.29421276,0.25673422,0.45295283,0.17053397,-0.8188566
47,letter,-0.2424633,0.13323732,0.5711228,0.11908065,-0.8882505
48,letter,-0.23301621,0.24006073,0.56514114,0.06519785,-0.89199716
49,letter,-0.3218169,0.21510871,0.62328756,0.005363879,-0.8214108
50,letter,-0.52629286,0.2550996,0.5196062,-0.25429028,-0.7552796
51,letter,-0.31724244,0.10311557,0.5861184,0.12246019,-0.8626127
52,letter,-0.3072619,0.13551766,0.2741709,0.43561134,-0.85972756
53,letter,-0.13039842,0.25874886,0.38739702,0.052869216,-0.88748777
54,letter,-0.24085928,0.031373207,0.55593824,0.1877518,-0.7785337
55,letter,-0.24243899,0.502293,0.3393788,0.08317449,-0.87316203
56,letter,-0.3194225,0.12610191,0.7138776,0.09416226,-0.8744093
57,letter,-0.13971041,-0.0042447126,0.58700883,0.22056755,-0.89283246
58,punct,0.010099203,0.03493262,0.019892186,0.010138722,0.008943931
59,punct,0.007445754,-0.025440011,0.023622703,0.0032725227,-0.00066471193
60,punct,-0.04205986,0.008959253,-0.03581103,-0.007741559,0.023003895
61,punct,0.027214166,-0.0089945,0.0090936525,0.018925615,-0.018329551
62,punct,0.01665571,-0.0011471991,-0.024868773,0.012878126,-0.012832635
63,punct,-0.20422299,-0.24877691,1.0744271,0.049859125,-1.1593654
64,letter,-0.14484641,-0.8582097,0.03893284,0.48110595,-0.24490558
65,letter,-0.26215702,-0.1572706,0.7651269,0.026423223,-0.6670302
66,letter,-0.23456444,-0.28678972,0.8178813,0.007722612,-0.71121514
67,letter,-0.23583925,-0.036913242,0.6052552,0.14266992,-0.7260433
68,letter,-0.3217236,-0.5333296,0.28411818,0.5521857,-0.5222736
69,letter,-0.13948156,0.18498313,0.69705075,-0.12150857,-0.74677736
70,letter,-0.30787382,-0.015698122,0.66082567,0.04441291,-0.7482785
71,letter,-0.29079968,-0.31244946,0.68552005,0.20123558,-0.6317556
72,letter,-0.13240848,-0.8790649,0.0690114,0.45361194,-0.2593692
73,letter,-0.30450666,-0.560038,0.8555008,-0.06026315,-0.47201914
74,letter,-0.2447976,-0.7916716,0.5421609,0.2529645,-0.4330673
75,letter,-0.24065496,-0.40477836,0.6902979,0.18979137,-0.67723846
76,letter,-0.2811074,-0.052926544,0.47944257,0.23107395,-0.7280477
77,letter,-0.09941067,-0.57674503,0.62796324,0.25075015,-0.5909017
78,letter,-0.07895778,-0.8964984,-0.0032131532,0.4029774,-0.22969219
79,letter,-0.093941055,-0.20288633,0.6167099,0.14013131,-0.7764443
80,letter,-0.34171432,-0.8388377,0.39964166,0.4408002,-0.4097034
81,letter,-0.27181765,-0.4117237,0.64485586,0.23451243,-0.64566296
82,letter,0.007750774,0.59060895,-0.10099643,0.117604606,-0.58658904
83,letter,-0.1766091,-0.65809417,-0.2726765,-0.33280778,0.11228483
84,letter,-0.12860706,-0.9053109,0.27865028,0.32793894,-0.30246568
85,letter,-0.1639307,-0.3733571,0.77823716,0.06805625,-0.69644314
86,letter,-0.11900368,0.0059721014,0.86889297,-0.2212771,-0.6399349
87,letter,-0.302659,-0.80341727,0.3697677,0.44274518,-0.40817037
88,letter,-0.16661248,-0.826373,0.03924759,0.4738849,-0.28515363
89,letter,-0.2417912,-0.7846814,0.39358315,0.35031584,-0.45384577
90,punct,-0.028984662,-0.03337201,0.023933386,0.0066989944,-0.008280354
91,punct,0.033317022,-0.024394557,0.03891592,0.010484843,0.011129477
92,punct,-0.0021101916,-0.026885888,-0.029749671,0.020834262,-0.02878609
93,punct,0.018017882,0.0036300083,-0.019077731,0.04167837,0.038394127
94,punct,0.15004799,-0.6458828,-0.102846235,-0.7409335,0.21774511
95,punct,0.18847455,-0.7027051,-0.12008972,-0.7903866,0.31209984
96,punct,0.1693825,-0.7615724,0.0651973,-0.6029626,0.17031518
97,punct,0.3303181,-0.46033883,-0.08980861,-0.934084,0.3091503
98,punct,0.103847824,-0.6646908,0.09914781,-0.88614655,0.19328764
99,punct,0.324064,-0.5323744,-0.16381875,-0.8817951,0.24157347
100,punct,0.40359944,-0.31111607,0.0073802564,-1.0320404,0.059089497
101,punct,0.3425412,-0.5824755,-0.44508347,-0.6832004,0.30539712
102,punct,0.26583186,-0.66629595,-0.16188891,-0.7673714,0.19218443
103,punct,0.036151133,-0.91131705,0.11123268,-0.63932,0.24740766
104,punct,0.34460863,-0.49739596,-0.15212418,-0.90388954,0.15249418
105,punct,0.18181175,-0.40853977,-0.11650538,-0.9774271,0.2434247
106,punct,0.42303115,-0.252914,-0.12612785,-1.0188924,0.06801446
107,punct,0.53937775,-0.42964527,-0.34194678,-0.7447574,0.15867186
108,punct,0.34310922,-0.3624944,0.10630091,-1.1906682,0.021796824
109,punct,0.44388625,-0.34099144,-0.18948351,-0.93316007,0.18837517
110,punct,0.3256256,-0.704178,-0.14479348,-0.55206335,0.17990632
111,punct,0.4212139,-0.46173653,-0.32428873,-0.76291656,0.18595658
112,punct,0.33628422,-0.24277002,-0.14452204,-1.0590466,0.16193675
113,punct,0.3619871,-0.32999456,-0.054145217,-0.9754561,0.03671382
114,punct,0.29189694,-0.55808854,-0.17200352,-0.8826263,0.29808748
115,punct,0.24565598,-0.5351128,-0.05957814,-0.91730124,0.2727374
116,punct,0.32118264,-0.3624967,-0.1408079,-0.915587,0.16829073
117,punct,1.0107082,0.011601036,-0.7006061,-0.4973805,0.08499301
118,punct,0.40779272,-0.031510063,0.023348063,-1.1257324,0.09504074
119,punct,0.34107834,0.02387281,0.33303767,-1.1759036,-0.059259165
120,punct,0.2515128,-0.08874307,-0.013650494,-1.1590698,0.13141125
