token_id,category,mu_0,mu_1,mu_2,mu_3,mu_4
0,punct,-0.039481588,-0.029083839,0.03286114,0.0144166695,0.017852718
1,punct,-0.018765312,0.0049611675,0.020156916,-0.024132516,-0.015507903
2,punct,-0.008788384,-0.020844761,0.012934524,-0.00091615337,0.003136853
3,punct,-0.013069004,0.03200048,-0.008061525,-0.012079001,-0.00643879
4,punct,0.0033197133,-0.011339885,-0.0061286967,-0.009943744,0.011310983
5,punct,0.022544557,0.0041457433,0.011666824,0.022075769,-0.021046348
6,punct,-0.08436561,0.8926951,0.64265877,-1.2668523,-0.34864384
7,punct,-0.024558995,-0.016400512,0.005734681,-0.026552672,-0.012046178
8,punct,0.016336141,-0.026344452,0.014888773,0.0039079743,0.013262668
9,punct,-0.019658081,0.0058966917,-0.037922524,-0.008946857,0.015487707
10,punct,-0.012830605,-0.016593214,-0.0014430886,0.007068951,-0.00526953
11,punct,0.54519147,0.41932184,0.06148573,-0.5881529,-0.10435031
12,punct,-0.19372275,0.56482303,0.23752245,-0.8034938,-0.29879147
13,punct,-0.039815936,0.8194432,0.2333378,-0.29799148,-0.4719833
14,punct,-0.0023498826,-0.027302872,0.041408103,-0.017104225,-0.011904814
15,digit,-0.57454306,0.53390914,0.0038823967,0.25400496,-0.7967063
16,digit,-0.39810148,0.2974127,0.15446869,0.38044608,-0.77329826
17,digit,-0.4653323,0.34949687,0.14728756,0.34796342,-0.81809574
18,digit,-0.47780985,0.3288905,0.31272373,0.18269283,-0.7734202
19,digit,-0.4467076,0.6072064,-0.07152583,0.34033424,-0.8819153
20,digit,-0.53417766,0.7644516,-0.15362978,0.14088883,-0.678947
21,digit,-0.34355447,0.8122545,-0.14847256,0.26877502,-1.0100099
22,digit,-0.7139145,0.73554695,0.02027624,0.077537276,-0.6490915
23,digit,-0.6405647,0.6728197,-0.018628333,0.108152024,-0.80814403
24,digit,-0.42491102,0.67778134,0.1553241,-0.027085556,-0.8548045
25,punct,-0.04185379,0.008309239,-0.023893239,2.4952496e-06,-0.000990557
26,punct,-0.019335875,-0.0036441002,0.0051355204,-0.002475046,0.028560856
27,punct,0.010036827,0.008076632,0.012522614,0.014326413,-0.00021337156
28,punct,0.048599504,0.019294754,0.019320872,-0.026730465,-0.02051428
29,punct,0.5901117,-0.9734434,0.22564872,0.13397858,-0.39038357
30,punct,-0.02523591,0.002595573,-0.0004608737,-0.006300056,-0.010656588
31,punct,-0.015203421,-0.006110009,0.01756505,0.009887549,0.0057289368
32,letter,-0.21532454,0.4706114,0.36256856,0.19900268,-0.9433769
33,letter,-0.12566432,0.3745961,0.47464088,0.15193856,-0.8254748
34,letter,-0.15125658,0.44172195,0.61319417,-0.0042855586,-1.046552
35,letter,-0.27551574,0.26419204,0.37884194,0.35871556,-0.9368461
36,letter,-0.32006404,0.62149906,0.6081286,0.044933796,-1.1814064
37,letter,0.11261047,0.53557676,0.4683739,-0.12257412,-0.8327886
38,letter,-0.07794936,0.62882304,0.53238535,-0.072658144,-0.7567547
39,letter,-0.6123599,0.077393964,0.32524154,-1.0716943,0.07331641
40,letter,-0.66724586,-0.3926454,0.060367253,-0.91305476,0.29563335
41,letter,-0.56917435,0.32587373,0.54890686,0.22640786,-0.89131904
42,letter,-0.123828545,0.20272356,0.57061666,0.23876318,-0.778136
43,letter,-0.34798822,0.5600814,0.7651794,-0.15669253,-0.8492752
44,letter,-0.09721978,0.31832758,0.81838465,-0.10496806,-0.9606126
45,letter,-0.2968861,0.01809206,0.61905044,0.3628513,-0.8135622
46,letter,-0.28565344,0.369226,0.43518642,0.32342878,-0.9602555
47,letter,-0.42700332,-0.5217468,0.22652353,-0.97903484,0.12746976
48,letter,-0.25200295,0.3834595,0.74587005,-0.35016087,-0.91785496
49,letter,-0.29413098,0.546314,0.869209,-0.16768628,-0.8455106
50,letter,-0.63670456,0.6859959,0.5664712,-0.43429473,-0.7191367
51,letter,-0.33666748,0.41599104,0.51846844,0.19849831,-0.99903435
52,letter,-0.17290172,0.53730434,0.17793137,0.28734228,-1.0058364
53,letter,-0.5964567,0.8521913,0.31651524,-0.09391119,-0.5693217
54,letter,-0.15535659,0.23514001,0.8831857,0.07757058,-1.1014389
55,letter,-0.1218471,0.96687484,0.13454631,-0.37286243,-1.1380169
56,letter,-0.29269606,0.30371863,0.40757778,0.47118452,-1.072909
57,letter,-0.4069434,-0.7170839,0.01603007,-0.600347,0.2761015
58,punct,0.010099203,0.03493262,0.019892186,0.010138722,0.008943931
59,punct,0.007445754,-0.025440011,0.023622703,0.0032725227,-0.00066471193
60,punct,-0.04205986,0.008959253,-0.03581103,-0.007741559,0.023003895
61,punct,0.027214166,-0.0089945,0.0090936525,0.018925615,-0.018329551
62,punct,0.01665571,-0.0011471991,-0.024868773,0.012878126,-0.012832635
63,punct,-1.0549341,1.1109871,-0.84423584,-0.76293993,-1.9301517
64,letter,-0.12687686,-0.23742294,0.20355618,0.55235976,-0.62558097
65,letter,-0.057724167,0.4040791,0.7186684,-0.028003039,-0.80495816
66,letter,-0.24592017,0.42842954,0.98143095,-0.11526394,-0.83876985
67,letter,-0.23370174,0.1858729,0.5734588,0.20202564,-0.72992355
68,letter,-0.23188792,-0.05108733,0.31566212,0.52400595,-0.7865686
69,letter,-0.09137367,0.48238143,0.82430357,-0.16240048,-0.8218674
70,letter,-0.6566823,-0.26361305,0.2753668,-0.8007348,-0.002661713
71,letter,-0.18981472,-0.5848303,0.3693487,-0.8099251,-0.03196009
72,letter,-0.2079588,-0.2619382,0.22857594,0.53069514,-0.5480032
73,letter,-0.1765763,0.02169245,0.9944609,-0.12988585,-0.63944346
74,letter,-0.2510368,0.041239828,0.74426186,0.17522171,-0.69199747
75,letter,-0.04019968,-0.0778506,0.7605484,0.120701164,-0.64996994
76,letter,-0.33950317,-0.52449334,-0.006849664,-0.6602676,0.10017495
77,letter,-0.15360875,-0.034717172,0.91043895,0.0143334055,-0.61129045
78,letter,-0.097504556,-0.2513347,0.27311674,0.551964,-0.6865572
79,letter,-0.26538286,0.4159928,0.7078768,0.0036703735,-0.78226656
80,letter,-0.5359509,-0.29895556,0.5908927,0.6119397,-0.62884915
81,letter,-0.12554026,0.025138533,0.85679644,0.06505484,-0.78835094
82,letter,0.1732817,0.44121808,-0.21897921,0.20936187,-0.42371312
83,letter,-0.22917676,-0.2961304,-0.21188621,-0.66468084,0.021173915
84,letter,-0.1489117,-0.07277398,0.6408104,0.2444346,-0.72199196
85,letter,-0.17143983,-0.028678171,1.0330292,-0.051201474,-0.6766876
86,letter,-0.0768774,0.17857847,1.0341057,-0.48092708,-0.3843446
87,letter,-0.10560938,-0.2879181,0.19814688,0.66099286,-0.69607866
88,letter,-0.24106625,-0.056698274,0.27472395,0.50295126,-0.622179
89,letter,-0.045625582,-0.07553501,0.5431302,0.42033836,-0.81759834
90,punct,-0.028984662,-0.03337201,0.023933386,0.0066989944,-0.008280354
91,punct,0.033317022,-0.024394557,0.03891592,0.010484843,0.011129477
92,punct,-0.0021101916,-0.026885888,-0.029749671,0.020834262,-0.02878609
93,punct,0.018017882,0.0036300083,-0.019077731,0.04167837,0.038394127
94,punct,0.048673376,-1.2942667,0.04062361,-0.35804662,0.49380738
95,punct,-0.29689267,-1.4388382,0.16643068,-1.3835262,1.0959928
96,punct,0.12879726,-0.6142379,1.0634829,0.2432291,-1.0729413
97,punct,0.76409835,-1.0207418,0.2994517,-0.18082596,-0.4339754
98,punct,0.23164678,-0.44164768,1.3512564,-0.89684683,-0.21785815
99,punct,-0.18181749,-0.81074864,1.9039199,-1.1947026,0.29692197
100,punct,-0.32605967,-0.5589966,0.6349342,-0.71107084,0.4079979
101,punct,0.94424117,-0.31732473,1.0111424,-0.8764856,-0.0407403
102,punct,0.28395772,-0.2975548,1.044075,-0.07389677,-0.6470898
103,punct,0.25337943,-0.82522047,0.6635863,-0.7544453,0.080364384
104,punct,0.4342799,-0.50834906,1.5571924,-0.76292866,0.20365328
105,punct,0.023921954,-0.8931362,0.7916326,-0.89117616,0.1587714
106,punct,-0.086483374,-0.7664649,1.0462496,-0.7777616,-0.2338984
107,punct,0.30223268,-0.8368,0.057932213,-0.71650493,0.09519214
108,punct,-0.19556406,-1.0269274,0.30147472,-0.75812024,0.35530773
109,punct,0.6116202,-1.008348,0.39829054,-0.6801778,0.04519886
110,punct,-0.15142138,-1.2017598,0.47405872,-0.39968845,0.5230773
111,punct,0.15272036,0.34985352,0.661551,0.19512351,-1.3188939
112,punct,0.08973465,-1.4825914,0.90524197,-0.61837727,0.30025294
113,punct,0.30377045,-0.4659521,0.9497467,-0.95531374,-0.2514371
114,punct,0.9093874,-0.52140266,0.78317195,-0.6580004,-0.3414472
115,punct,0.15277994,-1.1121655,0.75739366,-0.5963461,0.24357508
116,punct,0.25094283,-0.672372,1.3233677,0.013733168,-0.62300366
117,punct,0.2603989,-0.46133834,-0.37630576,0.7636273,-0.40663904
118,punct,0.96102506,-0.81184894,1.0197756,-0.51863146,-0.17130744
119,punct,0.009625629,-0.45834276,1.1371408,-0.9048874,0.0095112715
120,punct,0.88891435,-0.5528926,0.64941084,-0.736886,-0.3227047
