step,timestamp,train_loss_total,train_loss_ce,train_loss_belief_align,train_loss_self_consistency,train_loss_model_coupling,val_loss,val_ce,train_ppl,train_bpc,val_ppl,val_bpc,beta_mean,beta_std,kl_mean,kl_std,attention_entropy,attention_concentration,rg_modularity,rg_effective_rank,rg_n_clusters,rg_kl_within_mean,rg_kl_within_std,rg_kl_between_mean,rg_kl_between_std,rg_beta_entropy,rg_dynamic_n_iterations,rg_dynamic_modularity_init,rg_dynamic_modularity_final,rg_dynamic_modularity_change,rg_dynamic_rank_init,rg_dynamic_rank_final,rg_dynamic_rank_change,mu_lr,sigma_lr,phi_lr,ffn_lr,grad_norm_total,grad_norm_mu,grad_norm_ffn,alpha_mean,alpha_std,alpha_min,alpha_max,alpha_c0,alpha_b0,alpha_c0_std,alpha_b0_std,alpha_mahal_sq_mean,alpha_mahal_sq_std,step_time,tokens_per_sec
1000,1773362899.2597296,6.229004859924316,6.229004859924316,0,0,0,,,507.25044699822644,8.986554421086064,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.00029758134484291073,0.8523143411035056,0.0,0.2752877309614771,,,,,,,,,,,0.03126072883605957,262054.03088844314
2000,1773362914.5145142,5.725310325622559,5.725310325622559,0,0,0,,,306.52837409376684,8.259876814326041,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.0002886577248573303,0.7657722239444461,0.0,0.3674092203103824,,,,,,,,,,,0.031260013580322266,262060.0269078817
3000,1773362929.7596412,5.421627998352051,5.421627998352051,0,0,0,,,226.24715283633319,7.821755826767261,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.0002735515236854553,0.862959576069342,0.0,0.423870033362783,,,,,,,,,,,0.015630245208740234,524112.05906220444
4000,1773362945.2128935,5.219308376312256,5.219308376312256,0,0,0,,,184.8063234291275,7.52987031137592,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.000252936315536499,1.0923821860260388,0.0,0.5061424401296919,,,,,,,,,,,0.024940013885498047,328468.14110089286
5000,1773362960.770264,5.115973949432373,5.115973949432373,0,0,0,5.051297931671143,5.051297931671143,166.66302331953767,7.380790246163209,156.22512817382812,7.2874824760746355,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.00022773131132125852,1.1300894285612064,0.0,0.6545991046201307,,,,,,,,,,,0.03283047676086426,249524.24723132004
6000,1773362996.0461981,4.961331844329834,4.961331844329834,0,0,0,,,142.78383515878951,7.157688848019147,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.00019906034767627715,1.1146207383091913,0.0,0.567515182977981,,,,,,,,,,,0.03125929832458496,262066.0232017146
7000,1773363011.1679869,4.9057817459106445,4.9057817459106445,0,0,0,,,135.06845796026235,7.077546996508888,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.00016820184253156184,1.0684059939649295,0.0,0.5560534028450933,,,,,,,,,,,0.03125953674316406,262064.0244066142
8000,1773363026.3152888,4.900236129760742,4.900236129760742,0,0,0,,,134.32149324259265,7.06954636359075,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.00013653174117207525,1.2480811655836013,0.0,0.6971710101499721,,,,,,,,,,,0.03125953674316406,262064.0244066142
9000,1773363041.4570665,4.908992767333984,4.908992767333984,0,0,0,,,135.50286274066846,7.082179521192528,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.00010546217411756515,1.2140539546901232,0.0,0.6454590184536318,,,,,,,,,,,0.01562976837158203,524128.0488132284
10000,1773363056.6202972,4.91002082824707,4.91002082824707,0,0,0,4.750934671163559,4.750934671163559,135.64223956912244,7.083662699573569,115.6923599243164,6.854149889675106,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,7.637849003076552e-05,1.2310079648254768,0.0,0.6588736322036323,,,,,,,,,,,0.031259775161743164,262062.02564200346
11000,1773363090.8457675,4.88276481628418,4.88276481628418,0,0,0,,,131.99510205898358,7.044340586280296,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,5.057749450206756e-05,1.1785881960042561,0.0,0.6825467016834122,,,,,,,,,,,0.03126025199890137,262058.02820424817
12000,1773363105.9821377,4.748803615570068,4.748803615570068,0,0,0,,,115.44608397581275,6.851075426338517,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,2.9999999999999997e-05,1.204226296992461,0.0,0.6193282082354615,,,,,,,,,,,0.015629053115844727,524152.0352691715
13000,1773363121.4777992,4.819164752960205,4.819164752960205,0,0,0,,,123.86159253403089,6.952585090322574,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,2.9999999999999997e-05,1.2606161522080563,0.0,0.6657623175624856,,,,,,,,,,,0.031260013580322266,262060.0269078817
14000,1773363136.9214766,4.907168388366699,4.907168388366699,0,0,0,,,135.25587953186724,7.079547498703724,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,2.9999999999999997e-05,1.2291506834016463,0.0,0.6900020666553202,,,,,,,,,,,0.031260013580322266,262060.0269078817
15000,1773363152.1417437,4.82383394241333,4.82383394241333,0,0,0,4.699498267173767,4.699498267173767,124.44127805313478,6.959321306791569,109.89201354980469,6.779942844717871,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,2.9999999999999997e-05,1.250526657940522,0.0,0.693107222626321,,,,,,,,,,,0.015627622604370117,524200.01476802904
