step,timestamp,train_loss_total,train_loss_ce,train_loss_belief_align,train_loss_self_consistency,train_loss_model_coupling,val_loss,val_ce,train_ppl,train_bpc,val_ppl,val_bpc,beta_mean,beta_std,kl_mean,kl_std,attention_entropy,attention_concentration,rg_modularity,rg_effective_rank,rg_n_clusters,rg_kl_within_mean,rg_kl_within_std,rg_kl_between_mean,rg_kl_between_std,rg_beta_entropy,rg_dynamic_n_iterations,rg_dynamic_modularity_init,rg_dynamic_modularity_final,rg_dynamic_modularity_change,rg_dynamic_rank_init,rg_dynamic_rank_final,rg_dynamic_rank_change,mu_lr,sigma_lr,phi_lr,ffn_lr,grad_norm_total,grad_norm_mu,grad_norm_ffn,alpha_mean,alpha_std,alpha_min,alpha_max,alpha_a0,alpha_b0,alpha_mahal_sq_mean,alpha_mahal_sq_std,step_time,tokens_per_sec
16100,1773213877.2445734,8.005576133728027,5.228520393371582,0.0,2.623748302459717,0.0,,,186.5166280158767,7.543160442703994,,,0.0078125,0,25.336336135864258,0,3.441931962966919,0.14299419522285461,,,,,,,,,,,,,,,,0.0417022779583931,0.00417022779583931,0.00417022779583931,0.0417022779583931,1.1529686011199567,0.016041342169046402,6.577465683221817e-09,,,,,,,,,0.5470471382141113,3743.735881126982
16200,1773213930.9864237,8.08849048614502,5.280431747436523,0.0,2.6568946838378906,0.0,,,196.45467584697283,7.6180526957793155,,,0.0078125,0,25.931697845458984,0,3.441988945007324,0.1438775658607483,,,,,,,,,,,,,,,,0.04160448610782624,0.004160448610782623,0.004160448610782623,0.04160448610782624,1.0720110474231028,0.07471199333667755,5.704350769519806e-09,,,,,,,,,0.5314159393310547,3853.8550472874754
16300,1773213984.7494075,8.061028480529785,5.244705677032471,0.0,2.6622724533081055,0.0,,,189.56001515211585,7.566510871176939,,,0.0078125,0,25.522491455078125,0,3.4620327949523926,0.1395127773284912,,,,,,,,,,,,,,,,0.04150623828172684,0.004150623828172684,0.004150623828172684,0.04150623828172684,1.6974338697007267,0.016063325107097626,7.188646122813225e-09,,,,,,,,,0.5470459461212158,3743.744039273438
16400,1773214038.5168087,8.114850044250488,5.304601669311523,0.0,2.654865264892578,0.0,,,201.2608180845859,7.652922522207052,,,0.0078125,0,24.975444793701172,0,3.464324474334717,0.1398312896490097,,,,,,,,,,,,,,,,0.04140753597021103,0.004140753597021103,0.004140753597021103,0.04140753597021103,1.3410392662592194,0.016869403421878815,0.00014005237608216703,,,,,,,,,0.5314164161682129,3853.8515892435894
16500,1773214092.2113261,8.119792938232422,5.2912492752075195,0.0,2.6747069358825684,0.0,,,198.59136577394835,7.6336590894492105,,,0.0078125,0,25.963300704956055,0,3.450977325439453,0.14176452159881592,,,,,,,,,,,,,,,,0.04130838215351105,0.0041308382153511045,0.0041308382153511045,0.04130838215351105,1.3384197558190478,0.01796705648303032,8.614733815193176e-09,,,,,,,,,0.5314152240753174,3853.8602343649404
16600,1773214145.937921,7.876766204833984,5.080093860626221,0.0,2.6478962898254395,0.0,,,160.78914699039396,7.329026219975917,,,0.0078125,0,25.923974990844727,0,3.4414947032928467,0.1446521133184433,,,,,,,,,,,,,,,,0.041208779811859136,0.004120877981185913,0.004120877981185913,0.041208779811859136,1.7234641448515,0.017447467893362045,5.3551048040390015e-09,,,,,,,,,0.5314164161682129,3853.8515892435894
16700,1773214200.1773145,7.865553379058838,5.03938627243042,0.0,2.672983407974243,0.0,,,154.37524160450158,7.270297584359286,,,0.0078125,0,25.682212829589844,0,3.456519842147827,0.14084209501743317,,,,,,,,,,,,,,,,0.04110873192548752,0.004110873192548752,0.004110873192548752,0.04110873192548752,1.3097076393258382,0.016762930899858475,4.773028194904327e-09,,,,,,,,,0.5381679534912109,3805.5034431429535
16800,1773214253.9562361,7.809263706207275,5.033408164978027,0.0,2.6266984939575195,0.0,,,153.45512284684955,7.261672998383817,,,0.0078125,0,25.992300033569336,0,3.4404847621917725,0.14315640926361084,,,,,,,,,,,,,,,,0.04100824147462845,0.004100824147462845,0.004100824147462845,0.04100824147462845,1.5064167651630573,0.016679173335433006,2.939486876130104e-09,,,,,,,,,0.5470461845397949,3743.742407641302
16900,1773214307.7039046,8.104501724243164,5.274024486541748,0.0,2.676278591156006,0.0,,,195.1999634122534,7.608808972260742,,,0.0078125,0,25.714719772338867,0,3.454742431640625,0.14221784472465515,,,,,,,,,,,,,,,,0.04090730994939804,0.004090730994939804,0.004090730994939804,0.04090730994939804,1.603370119898674,0.06049687787890434,7.334165275096893e-09,,,,,,,,,0.5314168930053711,3853.8481312059093
17000,1773214361.5034964,8.0261869430542,5.239497661590576,0.0,2.6307790279388428,0.0,7.614592113494873,4.896113270521164,188.57534996740475,7.558997293126045,133.76885986328125,7.063598335011528,0.0078125,0,25.600168228149414,0,3.452389717102051,0.14227759838104248,,,,,,,,,,,,,,,,0.04080594033002854,0.004080594033002854,0.004080594033002854,0.04080594033002854,1.5274943540666925,0.01639729179441929,7.275957614183426e-09,,,,,,,,,0.5314159393310547,3853.8550472874754
17100,1773214477.573958,7.7881999015808105,4.969006061553955,0.0,2.669995069503784,0.0,,,143.88380462979558,7.16876040315109,,,0.0078125,0,26.299219131469727,0,3.43619441986084,0.14447245001792908,,,,,,,,,,,,,,,,0.04070413559675217,0.004070413559675217,0.004070413559675217,0.04070413559675217,1.6941194187348818,0.016895921900868416,9.89530235528946e-10,,,,,,,,,0.5470435619354248,3743.760355673017
17200,1773214531.259941,7.934814929962158,5.131728172302246,0.0,2.648850202560425,0.0,,,169.30946128388317,7.403518785370634,,,0.0078125,0,25.743925094604492,0,3.4590578079223633,0.14036741852760315,,,,,,,,,,,,,,,,0.0406019002199173,0.00406019002199173,0.00406019002199173,0.0406019002199173,1.2677129504885118,0.01609973981976509,0.000659820856526494,,,,,,,,,0.5314173698425293,3853.844673174435
17300,1773214584.9403405,7.975900650024414,5.153571605682373,0.0,2.666705846786499,0.0,,,173.04844871770965,7.435032198384132,,,0.0078125,0,26.193233489990234,0,3.4366376399993896,0.1455729603767395,,,,,,,,,,,,,,,,0.04049923419952393,0.004049923419952393,0.004049923419952393,0.04049923419952393,1.6015357646173094,0.018193721771240234,5.820766091346741e-10,,,,,,,,,0.547046422958374,3743.740776010589
17400,1773214638.6711338,7.9248833656311035,5.111254692077637,0.0,2.665407180786133,0.0,,,165.87835061350597,7.3739817969808525,,,0.0078125,0,26.525798797607422,0,3.425396680831909,0.1458406150341034,,,,,,,,,,,,,,,,0.040396143496036534,0.004039614349603653,0.004039614349603653,0.040396143496036534,1.3015721760227823,0.015598859637975693,4.190951585769653e-09,,,,,,,,,0.5309584140777588,3857.1759024805106
17500,1773214692.4176161,7.937551498413086,5.107569694519043,0.0,2.681835174560547,0.0,,,165.2682141625683,7.368665469277381,,,0.0078125,0,26.77562141418457,0,3.4099318981170654,0.14974668622016907,,,,,,,,,,,,,,,,0.04029262810945511,0.004029262810945511,0.004029262810945511,0.04029262810945511,1.0264194527476134,0.015907905995845795,8.87666828930378e-10,,,,,,,,,0.5314152240753174,3853.8602343649404
17600,1773214746.1511476,7.879616737365723,5.0753960609436035,0.0,2.6609621047973633,0.0,,,160.03556326530943,7.322248727670716,,,0.0078125,0,26.7753849029541,0,3.423323631286621,0.14672531187534332,,,,,,,,,,,,,,,,0.04018869400024414,0.004018869400024414,0.004018869400024414,0.04018869400024414,1.706012990431093,0.017591053619980812,1.280568540096283e-09,,,,,,,,,0.5470457077026367,3743.7456709069957
17700,1773214800.3335297,7.966146469116211,5.1397013664245605,0.0,2.6771585941314697,0.0,,,170.66479447267534,7.415021672990942,,,0.0078125,0,26.485321044921875,0,3.4359445571899414,0.14362289011478424,,,,,,,,,,,,,,,,0.040084339678287506,0.004008433967828751,0.004008433967828751,0.040084339678287506,1.4090046235441667,0.014855611138045788,6.984919309616089e-10,,,,,,,,,0.5443673133850098,3762.1656364064784
17800,1773214854.0145867,7.8884429931640625,5.049443244934082,0.0,2.6943581104278564,0.0,,,155.93562236603367,7.284806728716676,,,0.0078125,0,26.6221923828125,0,3.4345037937164307,0.14452891051769257,,,,,,,,,,,,,,,,0.039979572594165805,0.00399795725941658,0.00399795725941658,0.039979572594165805,1.4020553342465638,0.015345148742198944,2.3283064365386963e-10,,,,,,,,,0.5336787700653076,3837.5144653953184
17900,1773214907.7241457,7.544857025146484,4.706856727600098,0.0,2.6855292320251465,0.0,,,110.7036407487935,6.790558859083515,,,0.0078125,0,27.21763038635254,0,3.4244370460510254,0.14621436595916748,,,,,,,,,,,,,,,,0.03987439125776291,0.003987439125776291,0.003987439125776291,0.03987439125776291,1.31472128173595,0.016654564067721367,1.2223608791828156e-09,,,,,,,,,0.5314171314239502,3853.846402189396
18000,1773214961.4734159,8.010968208312988,5.118313789367676,0.0,2.7383759021759033,0.0,7.623614311218262,4.874096972942352,167.05344470088397,7.384165921634344,130.85592651367188,7.031835531675839,0.0078125,0,27.083974838256836,0,3.4254817962646484,0.14820677042007446,,,,,,,,,,,,,,,,0.039768801629543306,0.003976880162954331,0.003976880162954331,0.039768801629543306,1.4414739009803734,0.016288844868540764,2.837623469531536e-10,,,,,,,,,0.5470468997955322,3743.7375127534287
18100,1773215077.637828,7.760400772094727,4.922512531280518,0.0,2.68886661529541,0.0,,,137.3472693359785,7.101684417592181,,,0.0078125,0,27.23052406311035,0,3.4235219955444336,0.14851033687591553,,,,,,,,,,,,,,,,0.03966280668973923,0.003966280668973923,0.003966280668973923,0.03966280668973923,1.9004818678996538,0.0171271450817585,2.3283064365386963e-10,,,,,,,,,0.531416654586792,3853.849860223974
18200,1773215131.3468206,7.961559772491455,5.128526210784912,0.0,2.6796834468841553,0.0,,,168.76820590621438,7.39889933136846,,,0.0078125,0,27.00113868713379,0,3.432178258895874,0.14447961747646332,,,,,,,,,,,,,,,,0.03955640643835068,0.003955640643835068,0.003955640643835068,0.03955640643835068,1.7544731337717556,0.016875697299838066,1.2223608791828156e-09,,,,,,,,,0.531416654586792,3853.849860223974
18300,1773215185.0916133,7.848586559295654,5.00865364074707,0.0,2.6857898235321045,0.0,,,149.7030463244219,7.22595976903625,,,0.0078125,0,26.642587661743164,0,3.430508613586426,0.14658460021018982,,,,,,,,,,,,,,,,0.03944960683584214,0.0039449606835842135,0.0039449606835842135,0.03944960683584214,1.6494064719900412,0.01598159596323967,2.0372681319713593e-09,,,,,,,,,0.531416654586792,3853.849860223974
18400,1773215238.8228724,8.050354957580566,5.197643756866455,0.0,2.6974856853485107,0.0,,,180.84562320596353,7.498614872338716,,,0.0078125,0,26.522071838378906,0,3.4400720596313477,0.14525744318962097,,,,,,,,,,,,,,,,0.03934241086244583,0.003934241086244583,0.003934241086244583,0.03934241086244583,1.1967728853626036,0.01597791537642479,9.604264050722122e-10,,,,,,,,,0.5470457077026367,3743.7456709069957
18500,1773215292.9040954,7.930360317230225,5.114088535308838,0.0,2.672889471054077,0.0,,,166.34909054114405,7.378070168557163,,,0.0078125,0,27.77560806274414,0,3.401884078979492,0.15222066640853882,,,,,,,,,,,,,,,,0.039234820008277896,0.003923482000827789,0.003923482000827789,0.039234820008277896,1.7753984174217785,0.015544536523520947,2.3283064365386963e-09,,,,,,,,,0.5314164161682129,3853.8515892435894
18600,1773215346.6363988,8.203625679016113,5.365171909332275,0.0,2.684548854827881,0.0,,,213.82799054858822,7.740306907110445,,,0.0078125,0,26.28522491455078,0,3.4443869590759277,0.14275938272476196,,,,,,,,,,,,,,,,0.03912683725357056,0.003912683725357056,0.003912683725357056,0.03912683725357056,1.6997159408481204,0.015751127153635025,1.1059455573558807e-09,,,,,,,,,0.5314154624938965,3853.8585053375673
18700,1773215400.3688068,8.14210033416748,5.282427787780762,0.0,2.706772804260254,0.0,,,196.84719892140052,7.620932373285362,,,0.0078125,0,26.92337989807129,0,3.4334912300109863,0.14826160669326782,,,,,,,,,,,,,,,,0.039018465578556066,0.0039018465578556064,0.0039018465578556064,0.039018465578556066,1.7660093782039274,0.017344150692224503,1.57160684466362e-09,,,,,,,,,0.5449657440185547,3758.034376432789
18800,1773215454.6011045,7.6846795082092285,4.831499099731445,0.0,2.706836700439453,0.0,,,125.39880513588379,6.970379791242047,,,0.0078125,0,26.818302154541016,0,3.430344581604004,0.14706294238567352,,,,,,,,,,,,,,,,0.03890970796346665,0.0038909707963466645,0.0038909707963466645,0.03890970796346665,1.5781200145046996,0.018159758299589157,2.473825588822365e-09,,,,,,,,,0.547046422958374,3743.740776010589
18900,1773215508.3761072,7.965860843658447,5.143388748168945,0.0,2.6748085021972656,0.0,,,171.2952623938133,7.420341440347431,,,0.0078125,0,27.473026275634766,0,3.4223289489746094,0.1483529657125473,,,,,,,,,,,,,,,,0.038800567388534546,0.0038800567388534548,0.0038800567388534548,0.038800567388534546,1.7218195444960165,0.017047759145498276,5.820766091346741e-10,,,,,,,,,0.5470530986785889,3743.6950909280295
19000,1773215562.1162314,7.829736709594727,5.007906913757324,0.0,2.6729955673217773,0.0,7.605759699344635,4.876605931520462,149.59130074619634,7.224882469711246,131.18466186523438,7.035455193774275,0.0078125,0,27.360660552978516,0,3.422844171524048,0.15019722282886505,,,,,,,,,,,,,,,,0.03869104832410813,0.0038691048324108125,0.0038691048324108125,0.03869104832410813,1.5443717688678802,0.016200266778469086,7.8580342233181e-10,,,,,,,,,0.5314168930053711,3853.8481312059093
19100,1773215669.38864,7.631968975067139,4.75357723236084,0.0,2.7326982021331787,0.0,,,115.99849679525897,6.857962299609667,,,0.0078125,0,27.95269203186035,0,3.417262554168701,0.1497102677822113,,,,,,,,,,,,,,,,0.0385811522603035,0.00385811522603035,0.00385811522603035,0.0385811522603035,1.4752907767768024,0.016841331496834755,3.2014213502407074e-10,,,,,,,,,0.5456593036651611,3753.2577310488537
19200,1773215723.0679796,7.848085403442383,4.999906539916992,0.0,2.703282356262207,0.0,,,148.3992890445659,7.213340370046541,,,0.0078125,0,27.587352752685547,0,3.418849468231201,0.149183988571167,,,,,,,,,,,,,,,,0.03847088366746903,0.0038470883667469026,0.0038470883667469026,0.03847088366746903,1.7902801526677459,0.017391657456755638,1.280568540096283e-09,,,,,,,,,0.5470457077026367,3743.7456709069957
19300,1773215776.7189877,8.014852523803711,5.188873291015625,0.0,2.675907611846924,0.0,,,179.26645797331358,7.485961764749438,,,0.0078125,0,27.41873550415039,0,3.423532485961914,0.14912718534469604,,,,,,,,,,,,,,,,0.03836024254560471,0.0038360242545604707,0.0038360242545604707,0.03836024254560471,1.8126503325740733,0.01604226790368557,1.9208528101444244e-09,,,,,,,,,0.5314154624938965,3853.8585053375673
19400,1773215830.4120204,7.538101673126221,4.710471153259277,0.0,2.6812236309051514,0.0,,,111.1044948207033,6.795773373057676,,,0.0078125,0,27.760038375854492,0,3.4111459255218506,0.15245983004570007,,,,,,,,,,,,,,,,0.03824923485517502,0.003824923485517502,0.003824923485517502,0.03824923485517502,1.4603601621228286,0.014911500737071037,5.238689482212067e-10,,,,,,,,,0.5470459461212158,3743.744039273438
19500,1773215884.109948,7.764082908630371,4.952779769897461,0.0,2.6664326190948486,0.0,,,141.5679437802015,7.145350812646249,,,0.0078125,0,27.27751350402832,0,3.4159233570098877,0.14911043643951416,,,,,,,,,,,,,,,,0.038137863576412204,0.00381378635764122,0.00381378635764122,0.038137863576412204,1.2827547890818924,0.02403355948626995,3.3760443329811096e-09,,,,,,,,,0.5470459461212158,3743.744039273438
19600,1773215937.8072035,7.9442877769470215,5.144706726074219,0.0,2.653608560562134,0.0,,,171.52117460587633,7.422242880535371,,,0.0078125,0,27.198543548583984,0,3.424830913543701,0.14858950674533844,,,,,,,,,,,,,,,,0.03802613019943238,0.0038026130199432374,0.0038026130199432374,0.03802613019943238,1.821175684733925,0.01752535253763199,4.0745362639427185e-09,,,,,,,,,0.5314164161682129,3853.8515892435894
19700,1773215991.9547188,7.765955924987793,4.880838394165039,0.0,2.734002113342285,0.0,,,131.74106854121476,7.041561346642354,,,0.0078125,0,27.52113151550293,0,3.4211981296539307,0.14992928504943848,,,,,,,,,,,,,,,,0.03791403770446777,0.0037914037704467776,0.0037914037704467776,0.03791403770446777,1.7005043460598703,0.015539947897195816,3.725290298461914e-09,,,,,,,,,0.5314164161682129,3853.8515892435894
19800,1773216045.655931,7.884317874908447,5.041287422180176,0.0,2.6939005851745605,0.0,,,154.66901121797738,7.273040363675246,,,0.0078125,0,26.95623207092285,0,3.425997495651245,0.14970333874225616,,,,,,,,,,,,,,,,0.037801590561866764,0.003780159056186676,0.003780159056186676,0.037801590561866764,1.1494467264698882,0.01613159105181694,1.4551915228366852e-09,,,,,,,,,0.5470461845397949,3743.742407641302
19900,1773216099.3453412,8.065075874328613,5.19406795501709,0.0,2.7180092334747314,0.0,,,180.2001098937155,7.493456080743435,,,0.0078125,0,27.32309913635254,0,3.433985471725464,0.1481822431087494,,,,,,,,,,,,,,,,0.03768879175186157,0.0037688791751861574,0.0037688791751861574,0.03768879175186157,1.6744239104330614,0.016149379312992096,2.08092387765646e-09,,,,,,,,,0.531416654586792,3853.849860223974
20000,1773216153.041732,8.109329223632812,5.2566633224487305,0.0,2.7030320167541504,0.0,7.566618664264679,4.842244302034378,191.84031292381715,7.583762106919686,126.75348663330078,6.985881841317838,0.0078125,0,27.22446060180664,0,3.4236557483673096,0.14741025865077972,,,,,,,,,,,,,,,,0.03757564276456833,0.003757564276456833,0.003757564276456833,0.03757564276456833,1.7269144568336958,0.01509220153093338,1.280568540096283e-09,,,,,,,,,0.5314161777496338,3853.8533182647566
20100,1773216270.5788815,7.907901287078857,5.120635986328125,0.0,2.6365413665771484,0.0,,,167.44182647735911,7.387516143673152,,,0.0078125,0,26.7989559173584,0,3.436102867126465,0.14772921800613403,,,,,,,,,,,,,,,,0.03746214881539345,0.003746214881539345,0.003746214881539345,0.03746214881539345,1.2858993707245745,0.01533426996320486,6.2282197177410126e-09,,,,,,,,,0.5481383800506592,3736.2827974401703
20200,1773216324.2278838,7.986128330230713,5.1299285888671875,0.0,2.707876682281494,0.0,,,169.00504877196826,7.400922535273209,,,0.0078125,0,27.51247787475586,0,3.429307699203491,0.14857447147369385,,,,,,,,,,,,,,,,0.03734831139445305,0.003734831139445305,0.003734831139445305,0.03734831139445305,1.5365221890641916,0.016318531706929207,3.6088749766349792e-09,,,,,,,,,0.5314171314239502,3853.846402189396
20300,1773216377.9527378,7.775267124176025,4.942374229431152,0.0,2.6865522861480713,0.0,,,140.10249045209073,7.130338791017736,,,0.0078125,0,27.368425369262695,0,3.430060863494873,0.14956630766391754,,,,,,,,,,,,,,,,0.03723413497209549,0.003723413497209549,0.003723413497209549,0.03723413497209549,2.0105677966855304,0.015867331996560097,1.7462298274040222e-10,,,,,,,,,0.5470452308654785,3743.748934178378
20400,1773216431.6445966,7.979588985443115,5.129901885986328,0.0,2.694884777069092,0.0,,,169.00053591053975,7.400884011159416,,,0.0078125,0,26.980300903320312,0,3.4372739791870117,0.14735892415046692,,,,,,,,,,,,,,,,0.03711962401866913,0.003711962401866913,0.003711962401866913,0.03711962401866913,1.3861691127693017,0.015155354514718056,6.097252480685711e-09,,,,,,,,,0.5470461845397949,3743.742407641302
20500,1773216485.353159,7.662827968597412,4.794177055358887,0.0,2.724740982055664,0.0,,,120.80492509926431,6.91653546290992,,,0.0078125,0,28.387388229370117,0,3.407329797744751,0.15308775007724762,,,,,,,,,,,,,,,,0.03700477778911591,0.003700477778911591,0.003700477778911591,0.03700477778911591,1.205809670413568,0.01641339436173439,4.656612873077393e-10,,,,,,,,,0.5432672500610352,3769.7836557788282
20600,1773216539.0578861,7.910069942474365,5.074775695800781,0.0,2.691145896911621,0.0,,,159.9363135689568,7.321353729955626,,,0.0078125,0,28.06492042541504,0,3.412644863128662,0.1529865860939026,,,,,,,,,,,,,,,,0.03688960075378418,0.003688960075378418,0.003688960075378418,0.03688960075378418,1.3242166545643024,0.01578066684305668,3.0850060284137726e-09,,,,,,,,,0.5470385551452637,3743.7946205750754
20700,1773216592.7542844,8.173524856567383,5.404847145080566,0.0,2.616480588912964,0.0,,,222.48221038423281,7.7975461729706055,,,0.0078125,0,27.091148376464844,0,3.4316587448120117,0.1488688886165619,,,,,,,,,,,,,,,,0.03677409738302231,0.003677409738302231,0.003677409738302231,0.03677409738302231,1.7014978395386466,0.015106918290257454,5.296897143125534e-09,,,,,,,,,0.5314171314239502,3853.846402189396
20800,1773216646.9681067,8.020374298095703,5.209225654602051,0.0,2.6629855632781982,0.0,,,182.9523350307851,7.515324018765943,,,0.0078125,0,27.58329200744629,0,3.4199466705322266,0.14968270063400269,,,,,,,,,,,,,,,,0.036658269166946415,0.0036658269166946413,0.0036658269166946413,0.036658269166946415,1.5123069919505567,0.015070800669491291,3.92901711165905e-09,,,,,,,,,0.5470454692840576,3743.747302541976
20900,1773216700.6988306,7.731801986694336,4.9096269607543945,0.0,2.678534746170044,0.0,,,135.58882502014018,7.083094468895118,,,0.0078125,0,28.16580581665039,0,3.4149703979492188,0.1521693766117096,,,,,,,,,,,,,,,,0.03654212057590485,0.003654212057590485,0.003654212057590485,0.03654212057590485,1.36081630136103,0.018572840839624405,0.0006477865390479565,,,,,,,,,0.5314161777496338,3853.8533182647566
21000,1773216754.431877,7.9644999504089355,5.119990825653076,0.0,2.6985340118408203,0.0,7.636712248325348,4.8850918447971345,167.3338344354127,7.386585373566683,132.3026123046875,7.047697778775944,0.0078125,0,27.968883514404297,0,3.419546604156494,0.14893461763858795,,,,,,,,,,,,,,,,0.03642565533518791,0.003642565533518791,0.003642565533518791,0.03642565533518791,1.6230845280387514,0.016210753470659256,1.6589183360338211e-09,,,,,,,,,0.5470471382141113,3743.735881126982
21100,1773216861.364309,7.801998138427734,4.977173805236816,0.0,2.6825757026672363,0.0,,,145.06382315042276,7.1805439664576065,,,0.0078125,0,28.262922286987305,0,3.40500545501709,0.15353640913963318,,,,,,,,,,,,,,,,0.03630887493491173,0.003630887493491173,0.003630887493491173,0.03630887493491173,1.3568763480429806,0.01553421188145876,0.0001772632822394371,,,,,,,,,0.5314171314239502,3853.846402189396
21200,1773216915.0087209,7.882893085479736,5.101957321166992,0.0,2.6384077072143555,0.0,,,164.34326524867157,7.36056852607476,,,0.0078125,0,28.08979606628418,0,3.4098622798919678,0.15258099138736725,,,,,,,,,,,,,,,,0.03619178384542465,0.0036191783845424654,0.0036191783845424654,0.03619178384542465,1.6377250508383854,0.016096703708171844,8.731149137020111e-10,,,,,,,,,0.5250036716461182,3900.925099397146
21300,1773216968.6650126,7.902480125427246,5.08662223815918,0.0,2.6692099571228027,0.0,,,161.842273107265,7.338444677867768,,,0.0078125,0,28.05986213684082,0,3.41841459274292,0.1522376537322998,,,,,,,,,,,,,,,,0.036074384301900866,0.0036074384301900864,0.0036074384301900864,0.036074384301900866,1.641266425696943,0.0165859404951334,2.255546860396862e-10,,,,,,,,,0.5470461845397949,3743.742407641302
21400,1773217022.2882354,7.677490711212158,4.876635551452637,0.0,2.6595561504364014,0.0,,,131.18854345270452,7.035497926303535,,,0.0078125,0,28.104928970336914,0,3.4153575897216797,0.1495201289653778,,,,,,,,,,,,,,,,0.03595668077468872,0.0035956680774688722,0.0035956680774688722,0.03595668077468872,1.2978371294804456,0.016118450090289116,2.219167072325945e-09,,,,,,,,,0.5470459461212158,3743.744039273438
21500,1773217075.9204679,7.831100940704346,4.994912624359131,0.0,2.6910147666931152,0.0,,,147.66004292891915,7.206135672836596,,,0.0078125,0,27.752763748168945,0,3.4173314571380615,0.15224944055080414,,,,,,,,,,,,,,,,0.035838675498962407,0.0035838675498962402,0.0035838675498962402,0.035838675498962407,2.483292668470796,0.03261169046163559,2.0954757928848267e-09,,,,,,,,,0.5470457077026367,3743.7456709069957
21600,1773217129.5771096,7.7629241943359375,4.917374610900879,0.0,2.7015678882598877,0.0,,,136.64339976308935,7.094271965339995,,,0.0078125,0,28.25901985168457,0,3.4027724266052246,0.15346843004226685,,,,,,,,,,,,,,,,0.03572037220001221,0.003572037220001221,0.003572037220001221,0.03572037220001221,1.3176465782192224,0.015911027789115906,1.3096723705530167e-10,,,,,,,,,0.5470452308654785,3743.748934178378
21700,1773217183.2322502,8.013625144958496,5.177790641784668,0.0,2.6913163661956787,0.0,,,177.2906793543102,7.469972881664024,,,0.0078125,0,28.2289981842041,0,3.414360523223877,0.15139693021774292,,,,,,,,,,,,,,,,0.035601773858070375,0.0035601773858070372,0.0035601773858070372,0.035601773858070375,1.7022195718897917,0.015699636191129684,1.862645149230957e-09,,,,,,,,,0.5314164161682129,3853.8515892435894
21800,1773217236.9211364,7.776790142059326,4.936453819274902,0.0,2.6941380500793457,0.0,,,139.27547679039753,7.121797444645285,,,0.0078125,0,28.06427574157715,0,3.4269418716430664,0.15069371461868286,,,,,,,,,,,,,,,,0.035482884198427204,0.00354828841984272,0.00354828841984272,0.035482884198427204,1.0376043059227342,0.021276595070958138,1.1641532182693481e-09,,,,,,,,,0.5314164161682129,3853.8515892435894
21900,1773217290.5957718,7.863669395446777,5.068861961364746,0.0,2.65141224861145,0.0,,,158.99328384582685,7.312822014611624,,,0.0078125,0,28.169614791870117,0,3.4122376441955566,0.15274539589881897,,,,,,,,,,,,,,,,0.035363706201314925,0.0035363706201314926,0.0035363706201314926,0.035363706201314925,1.177827216340573,0.015013862401247025,2.9103830456733704e-11,,,,,,,,,0.5470461845397949,3743.742407641302
22000,1773217344.2628233,7.796433448791504,4.95724630355835,0.0,2.697941780090332,0.0,7.514987554550171,4.790503308773041,142.20167600598236,7.151794658608776,120.36195373535156,6.911235366929037,0.0078125,0,28.48663330078125,0,3.4080073833465576,0.15345561504364014,,,,,,,,,,,,,,,,0.03524424582719803,0.003524424582719803,0.003524424582719803,0.03524424582719803,1.3108032476196065,0.015791157260537148,1.2369127944111824e-10,,,,,,,,,0.5314168930053711,3853.8481312059093
22100,1773217460.9852421,7.7816548347473145,4.914717674255371,0.0,2.720792531967163,0.0,,,136.28082878424397,7.0904388160175635,,,0.0078125,0,27.9695987701416,0,3.4228579998016357,0.15016114711761475,,,,,,,,,,,,,,,,0.03512450084090233,0.003512450084090233,0.003512450084090233,0.03512450084090233,1.396855770150068,0.015293492935597897,7.566995918750763e-10,,,,,,,,,0.5470461845397949,3743.742407641302
22200,1773217514.641107,8.017348289489746,5.1888203620910645,0.0,2.6876354217529297,0.0,,,179.25696984358373,7.485885404452454,,,0.0078125,0,28.380159378051758,0,3.402111291885376,0.15331608057022095,,,,,,,,,,,,,,,,0.035004477202892306,0.0035004477202892305,0.0035004477202892305,0.035004477202892306,1.6127075256578824,0.015207580290734768,2.168235369026661e-09,,,,,,,,,0.5470376014709473,3743.8011472942003
22300,1773217568.304551,7.9445600509643555,5.187499046325684,0.0,2.6163392066955566,0.0,,,179.0202711945405,7.483979148750291,,,0.0078125,0,28.073774337768555,0,3.414802312850952,0.15117698907852173,,,,,,,,,,,,,,,,0.03488417863845825,0.0034884178638458253,0.0034884178638458253,0.03488417863845825,1.2088956051629032,0.015799473971128464,8.731149137020111e-10,,,,,,,,,0.5314159393310547,3853.8550472874754
22400,1773217621.9682782,7.898192882537842,5.039395809173584,0.0,2.705303430557251,0.0,,,154.37671384855184,7.270311342971355,,,0.0078125,0,28.15960121154785,0,3.4176888465881348,0.1519767940044403,,,,,,,,,,,,,,,,0.034763607382774356,0.0034763607382774352,0.0034763607382774352,0.034763607382774356,1.7881305336243152,0.029745472595095634,4.802132025361061e-10,,,,,,,,,0.5314161777496338,3853.8533182647566
