step,timestamp,train_loss_total,train_loss_ce,train_loss_belief_align,train_loss_self_consistency,train_loss_model_coupling,val_loss,val_ce,train_ppl,train_bpc,val_ppl,val_bpc,beta_mean,beta_std,kl_mean,kl_std,attention_entropy,attention_concentration,rg_modularity,rg_effective_rank,rg_n_clusters,rg_kl_within_mean,rg_kl_within_std,rg_kl_between_mean,rg_kl_between_std,rg_beta_entropy,rg_dynamic_n_iterations,rg_dynamic_modularity_init,rg_dynamic_modularity_final,rg_dynamic_modularity_change,rg_dynamic_rank_init,rg_dynamic_rank_final,rg_dynamic_rank_change,mu_lr,sigma_lr,phi_lr,ffn_lr,grad_norm_total,grad_norm_mu,grad_norm_ffn,alpha_mean,alpha_std,alpha_min,alpha_max,alpha_a0,alpha_b0,alpha_mahal_sq_mean,alpha_mahal_sq_std,step_time,tokens_per_sec
1200,1773204944.2101269,6.2941508293151855,5.784882545471191,0.0,0.4452510476112366,0.0,,,325.34382476275465,8.345821360476412,,,0.0078125,0,9.189851760864258,0,3.751410722732544,0.08650194853544235,,,,,,,,,,,,,,,,0.04995840638875962,0.004995840638875961,0.004995840638875961,0.04995840638875962,0.5010410559785806,0.05063875392079353,5.3551048040390015e-09,,,,,,,,,0.5314154624938965,3853.8585053375673
1300,1773204997.8284967,6.383367538452148,5.873786449432373,0.0,0.4436435401439667,0.0,,,355.5928687953625,8.474082581836877,,,0.0078125,0,8.951266288757324,0,3.7589030265808105,0.08390280604362488,,,,,,,,,,,,,,,,0.049950502812862396,0.00499505028128624,0.00499505028128624,0.049950502812862396,1.0955837921395843,0.044242337346076965,4.202884156256914e-06,,,,,,,,,0.5470457077026367,3743.7456709069957
1400,1773205051.3242035,6.175709247589111,5.635348320007324,0.0,0.4700126051902771,0.0,,,280.15648442583193,8.130089074956517,,,0.0078125,0,8.84444522857666,0,3.754903793334961,0.08533502370119095,,,,,,,,,,,,,,,,0.049941913783550264,0.004994191378355026,0.004994191378355026,0.049941913783550264,0.38010498199966763,0.036452844738960266,0.00037620411603711545,,,,,,,,,0.531416654586792,3853.849860223974
1500,1773205104.836287,6.365511417388916,5.795740604400635,0.0,0.49586600065231323,0.0,,,328.89567538996135,8.3614862282476,,,0.0078125,0,9.075318336486816,0,3.7486188411712646,0.08547207713127136,,,,,,,,,,,,,,,,0.049932637810707094,0.004993263781070709,0.004993263781070709,0.049932637810707094,0.7594573141256344,0.04097229614853859,0.002304664347320795,,,,,,,,,0.5337245464324951,3837.18533031538
1600,1773205158.4448018,6.305490016937256,5.719882965087891,0.0,0.5065162181854248,0.0,,,304.8692405241345,8.25204678819756,,,0.0078125,0,8.957304000854492,0,3.755347490310669,0.08418819308280945,,,,,,,,,,,,,,,,0.049922676384449007,0.004992267638444901,0.004992267638444901,0.049922676384449007,0.6102593209223477,0.04357493296265602,1.2514647096395493e-09,,,,,,,,,0.5470461845397949,3743.742407641302
1700,1773205211.9353251,6.5130743980407715,5.859127998352051,0.0,0.571501612663269,0.0,,,350.4184452926203,8.452934907156182,,,0.0078125,0,9.6327486038208,0,3.7385427951812744,0.08849552273750305,,,,,,,,,,,,,,,,0.04991202801465988,0.004991202801465988,0.004991202801465988,0.04991202801465988,1.063984744429643,0.043952398002147675,2.066371962428093e-09,,,,,,,,,0.5314161777496338,3853.8533182647566
1800,1773205265.4167,6.5491509437561035,5.93319034576416,0.0,0.5333959460258484,0.0,,,377.35649312987283,8.559784288484229,,,0.0078125,0,9.44784927368164,0,3.7460460662841797,0.08657224476337433,,,,,,,,,,,,,,,,0.04990069568157196,0.004990069568157196,0.004990069568157196,0.04990069568157196,0.9851501599681408,0.04368571937084198,1.4551915228366852e-10,,,,,,,,,0.528414249420166,3875.7471098617984
1900,1773205318.9349084,6.332803249359131,5.627623081207275,0.0,0.6155650615692139,0.0,,,278.00054697016355,8.118943911250005,,,0.0078125,0,9.625012397766113,0,3.7435200214385986,0.08524414896965027,,,,,,,,,,,,,,,,0.04988867938518524,0.004988867938518524,0.004988867938518524,0.04988867938518524,0.9409355602699372,0.03893666714429855,1.862645149230957e-09,,,,,,,,,0.5470457077026367,3743.7456709069957
2000,1773205372.8553786,6.406916618347168,5.704773902893066,0.0,0.612970232963562,0.0,6.144329113960266,5.515958819389343,300.29757595928925,8.230249019096604,248.6282501220703,7.957846434480747,0.0078125,0,9.745885848999023,0,3.737931728363037,0.08631844818592072,,,,,,,,,,,,,,,,0.04987597614526749,0.004987597614526749,0.004987597614526749,0.04987597614526749,0.7413441382112764,0.03915470093488693,2.561137080192566e-09,,,,,,,,,0.5314159393310547,3853.8550472874754
2100,1773205488.3806703,6.286691665649414,5.558182239532471,0.0,0.6363107562065125,0.0,,,259.35096964275084,8.018761953330609,,,0.0078125,0,10.316852569580078,0,3.7125325202941895,0.09264971315860748,,,,,,,,,,,,,,,,0.04986259043216706,0.004986259043216705,0.004986259043216705,0.04986259043216706,0.7717443452755296,0.04361233860254288,4.48198989033699e-09,,,,,,,,,0.547046422958374,3743.740776010589
2200,1773205541.8068173,6.361310958862305,5.628682613372803,0.0,0.6380370259284973,0.0,,,278.29525358971404,8.120472493050872,,,0.0078125,0,9.834942817687988,0,3.732229471206665,0.08820052444934845,,,,,,,,,,,,,,,,0.049848520755767824,0.004984852075576782,0.004984852075576782,0.049848520755767824,0.7770407926645286,0.04382699355483055,1.1641532182693481e-09,,,,,,,,,0.5314161777496338,3853.8533182647566
2300,1773205595.299729,6.13116979598999,5.352320671081543,0.0,0.6795598268508911,0.0,,,211.09761800901524,7.721766489416831,,,0.0078125,0,10.019159317016602,0,3.729158878326416,0.08803921192884445,,,,,,,,,,,,,,,,0.04983376562595368,0.004983376562595367,0.004983376562595367,0.04983376562595368,1.0922639359155821,0.04579634964466095,4.773028194904327e-09,,,,,,,,,0.5443081855773926,3762.574317759924
2400,1773205648.7771277,6.674676895141602,5.8783278465271,0.0,0.6933920383453369,0.0,,,357.2114296987028,8.480634432904147,,,0.0078125,0,9.928627967834473,0,3.736725330352783,0.08591463416814804,,,,,,,,,,,,,,,,0.04981832951307297,0.004981832951307297,0.004981832951307297,0.04981832951307297,1.5289686249199528,0.03709615767002106,2.9103830456733704e-10,,,,,,,,,0.5314164161682129,3853.8515892435894
2500,1773205702.2932305,6.497203350067139,5.680120468139648,0.0,0.7126888036727905,0.0,,,292.9847231211947,8.194681631036968,,,0.0078125,0,10.035263061523438,0,3.721538782119751,0.08798395097255707,,,,,,,,,,,,,,,,0.049802209436893466,0.004980220943689347,0.004980220943689347,0.049802209436893466,0.9298539901663698,0.036056168377399445,2.764863893389702e-09,,,,,,,,,0.5314154624938965,3853.8585053375673
2600,1773205755.8394237,6.5404253005981445,5.771605968475342,0.0,0.6663121581077576,0.0,,,321.0529197175143,8.326667308684518,,,0.0078125,0,9.922616004943848,0,3.727860927581787,0.08808180689811707,,,,,,,,,,,,,,,,0.0497854083776474,0.0049785408377647404,0.0049785408377647404,0.0497854083776474,0.7069622202380623,0.0349014587700367,4.3655745685100555e-09,,,,,,,,,0.5314173698425293,3853.844673174435
2700,1773205809.4021118,6.417051792144775,5.561224937438965,0.0,0.7478838562965393,0.0,,,260.1412980506872,8.02315163851123,,,0.0078125,0,10.12933349609375,0,3.722843885421753,0.08705209195613861,,,,,,,,,,,,,,,,0.049767924845218664,0.004976792484521866,0.004976792484521866,0.049767924845218664,0.8580879725162216,0.03908073157072067,4.5693013817071915e-09,,,,,,,,,0.5374166965484619,3810.8231715784073
2800,1773205863.7388463,6.56740665435791,5.694214820861816,0.0,0.7667907476425171,0.0,,,297.1433911749475,8.21501548381378,,,0.0078125,0,10.75839900970459,0,3.709351062774658,0.09071691334247589,,,,,,,,,,,,,,,,0.049749760329723364,0.004974976032972336,0.004974976032972336,0.049749760329723364,1.5305284876102538,0.04719234257936478,3.6088749766349792e-09,,,,,,,,,0.5470452308654785,3743.748934178378
2900,1773205917.3409882,6.823715686798096,5.88444709777832,0.0,0.8262227773666382,0.0,,,359.4039977825674,8.489462646338236,,,0.0078125,0,10.51618766784668,0,3.7161946296691895,0.0889720469713211,,,,,,,,,,,,,,,,0.0497309148311615,0.00497309148311615,0.00497309148311615,0.0497309148311615,1.073143512449571,0.04503053426742554,2.034357748925686e-08,,,,,,,,,0.5314154624938965,3853.8585053375673
3000,1773205970.976565,6.610966682434082,5.635112762451172,0.0,0.8608620166778564,0.0,6.377239911556244,5.520089433193207,280.0904992209823,8.129749237238412,249.65740966796875,7.963805650531409,0.0078125,0,10.607314109802246,0,3.71488618850708,0.08905500173568726,,,,,,,,,,,,,,,,0.049711388349533085,0.004971138834953308,0.004971138834953308,0.049711388349533085,0.5758598206546632,0.03647111728787422,6.170012056827545e-09,,,,,,,,,0.5319182872772217,3850.2154353129745
3100,1773206077.9208975,6.862825870513916,5.912517070770264,0.0,0.8361176252365112,0.0,,,369.6353838722505,8.5299590571716,,,0.0078125,0,10.75975513458252,0,3.7135117053985596,0.08876597136259079,,,,,,,,,,,,,,,,0.04969118237495423,0.004969118237495422,0.004969118237495422,0.04969118237495423,1.0586037509275987,0.03669390454888344,1.2048985809087753e-08,,,,,,,,,0.5470449924468994,3743.7505658162027
3200,1773206131.506627,6.586726188659668,5.612893104553223,0.0,0.8615226745605469,0.0,,,273.93561706260226,8.097693046978792,,,0.0078125,0,11.266080856323242,0,3.6957204341888428,0.0934242382645607,,,,,,,,,,,,,,,,0.04967029839754105,0.004967029839754104,0.004967029839754104,0.04967029839754105,0.9096600198991291,0.03811020031571388,5.3551048040390015e-09,,,,,,,,,0.5314168930053711,3853.8481312059093
3300,1773206185.0928164,6.585676670074463,5.634973049163818,0.0,0.8354769945144653,0.0,,,280.051369590108,8.129547673571603,,,0.0078125,0,10.59992790222168,0,3.7103493213653564,0.09103048592805862,,,,,,,,,,,,,,,,0.04964873492717743,0.004964873492717743,0.004964873492717743,0.04964873492717743,0.9843569108194727,0.040452953428030014,1.775333657860756e-09,,,,,,,,,0.5470445156097412,3743.7538290961184
3400,1773206238.7446995,6.703837871551514,5.7096147537231445,0.0,0.877423882484436,0.0,,,301.75479597581864,8.237232890582842,,,0.0078125,0,11.158967018127441,0,3.7050557136535645,0.09066173434257507,,,,,,,,,,,,,,,,0.049626493453979494,0.004962649345397949,0.004962649345397949,0.049626493453979494,2.018692423320571,0.04127490147948265,1.6007106751203537e-10,,,,,,,,,0.5470364093780518,3743.809305725108
3500,1773206292.3768253,6.569538593292236,5.543892860412598,0.0,0.908629298210144,0.0,,,255.67135760843956,7.998146736936985,,,0.0078125,0,11.617172241210938,0,3.678220748901367,0.09555120766162872,,,,,,,,,,,,,,,,0.049603573977947235,0.004960357397794724,0.004960357397794724,0.049603573977947235,1.1209439225254405,0.03678632155060768,3.688910510390997e-09,,,,,,,,,0.5470461845397949,3743.742407641302
3600,1773206346.028492,6.481672763824463,5.367048263549805,0.0,0.9928542971611023,0.0,,,214.22958424867193,7.743013914035026,,,0.0078125,0,11.43030834197998,0,3.6959662437438965,0.09237950295209885,,,,,,,,,,,,,,,,0.04957997798919678,0.004957997798919678,0.004957997798919678,0.04957997798919678,0.9154338856032911,0.035758744925260544,6.111804395914078e-10,,,,,,,,,0.5314066410064697,3853.9224803836546
3700,1773206399.6956522,6.7336626052856445,5.657442569732666,0.0,0.9549494981765747,0.0,,,286.415218166967,8.161964339467431,,,0.0078125,0,11.474735260009766,0,3.6931819915771484,0.09175950288772583,,,,,,,,,,,,,,,,0.04955570697784424,0.004955570697784424,0.004955570697784424,0.04955570697784424,2.1909726404129457,0.042777273803949356,1.949956640601158e-09,,,,,,,,,0.5314164161682129,3853.8515892435894
3800,1773206453.3912241,6.683454513549805,5.55230712890625,0.0,1.0033234357833862,0.0,,,257.8317212512458,8.010285960365486,,,0.0078125,0,11.526182174682617,0,3.695828676223755,0.09185841679573059,,,,,,,,,,,,,,,,0.0495307594537735,0.00495307594537735,0.00495307594537735,0.0495307594537735,1.9823722254142242,0.04019567370414734,1.7316779121756554e-09,,,,,,,,,0.5314147472381592,3853.863692424341
3900,1773206507.0746331,6.828874588012695,5.655681610107422,0.0,1.0443246364593506,0.0,,,285.9112963549231,8.159423811748885,,,0.0078125,0,12.012526512145996,0,3.675541400909424,0.09538397192955017,,,,,,,,,,,,,,,,0.04950513690710068,0.004950513690710068,0.004950513690710068,0.04950513690710068,1.2632235265872167,0.0391819067299366,3.026798367500305e-09,,,,,,,,,0.5314164161682129,3853.8515892435894
4000,1773206561.381074,6.673083305358887,5.45264196395874,0.0,1.0922822952270508,0.0,6.497073528766632,5.38319575548172,233.37391763186315,7.866499521146332,217.7169647216797,7.766309820567994,0.0078125,0,12.20415210723877,0,3.672903299331665,0.09556086361408234,,,,,,,,,,,,,,,,0.0494788408279419,0.0049478840827941895,0.0049478840827941895,0.0494788408279419,0.944675378776115,0.03423045575618744,2.6775524020195007e-09,,,,,,,,,0.5314168930053711,3853.8481312059093
4100,1773206677.3092237,6.578586578369141,5.353606224060059,0.0,1.0992351770401,0.0,,,211.36916969024233,7.723621150323735,,,0.0078125,0,12.320582389831543,0,3.668494939804077,0.09506109356880188,,,,,,,,,,,,,,,,0.04945187270641327,0.004945187270641327,0.004945187270641327,0.04945187270641327,0.9192033440508802,0.034279417246580124,4.3655745685100555e-09,,,,,,,,,0.5314176082611084,3853.8429441610247
4200,1773206730.897857,6.667420387268066,5.431075096130371,0.0,1.1117311716079712,0.0,,,228.39465969323388,7.8353851078828365,,,0.0078125,0,12.605116844177246,0,3.665661334991455,0.09594174474477768,,,,,,,,,,,,,,,,0.04942422956228257,0.0049424229562282564,0.0049424229562282564,0.04942422956228257,1.086548232824346,0.0376613475382328,2.3283064365386963e-10,,,,,,,,,0.5314157009124756,3853.8567763117458
4300,1773206784.497288,6.858361721038818,5.589677810668945,0.0,1.1383510828018188,0.0,,,267.64937204821706,8.064200457619165,,,0.0078125,0,12.508615493774414,0,3.6651694774627686,0.09662743657827377,,,,,,,,,,,,,,,,0.049395915865898136,0.004939591586589813,0.004939591586589813,0.049395915865898136,1.4185354749729546,0.03816521540284157,2.939486876130104e-09,,,,,,,,,0.5314168930053711,3853.8481312059093
4400,1773206838.1335049,6.6067118644714355,5.3215508460998535,0.0,1.1557925939559937,0.0,,,204.70109585058847,7.677375015506726,,,0.0078125,0,12.76231861114502,0,3.6582224369049072,0.09777191281318665,,,,,,,,,,,,,,,,0.04936693161725998,0.004936693161725998,0.004936693161725998,0.04936693161725998,1.308804409490173,0.033470794558525085,1.280568540096283e-09,,,,,,,,,0.5470466613769531,3743.7391443812976
4500,1773206891.7519114,6.8006978034973145,5.451395034790039,0.0,1.2216894626617432,0.0,,,233.08309824002646,7.864700582618307,,,0.0078125,0,13.485486030578613,0,3.6398024559020996,0.10071803629398346,,,,,,,,,,,,,,,,0.049337276816368104,0.00493372768163681,0.00493372768163681,0.049337276816368104,0.780030067907676,0.03433752804994583,1.877197064459324e-09,,,,,,,,,0.5470461845397949,3743.742407641302
4600,1773206945.3547263,7.0347795486450195,5.6719560623168945,0.0,1.2287647724151611,0.0,,,290.60241523915164,8.182902883244676,,,0.0078125,0,12.97738265991211,0,3.661536693572998,0.09768937528133392,,,,,,,,,,,,,,,,0.049306951463222504,0.004930695146322251,0.004930695146322251,0.049306951463222504,1.389365206029108,0.034185655415058136,7.450580596923828e-09,,,,,,,,,0.5439352989196777,3765.153693955107
4700,1773206998.9706485,7.224908351898193,5.872761249542236,0.0,1.216676950454712,0.0,,,355.22850183173915,8.472603531039457,,,0.0078125,0,12.644227027893066,0,3.6661558151245117,0.09578482061624527,,,,,,,,,,,,,,,,0.04927595853805542,0.004927595853805542,0.004927595853805542,0.04927595853805542,2.1438430338157928,0.03445637971162796,1.1117663234472275e-08,,,,,,,,,0.5314157009124756,3853.8567763117458
4800,1773207053.3566394,6.933753490447998,5.540101051330566,0.0,1.2594389915466309,0.0,,,254.70373630961555,7.992676312778341,,,0.0078125,0,13.461578369140625,0,3.640094757080078,0.10051924735307693,,,,,,,,,,,,,,,,0.04924429804086686,0.004924429804086685,0.004924429804086685,0.04924429804086686,1.4831384749766003,0.03721722960472107,6.984919309616089e-10,,,,,,,,,0.5314157009124756,3853.8567763117458
4900,1773207107.070395,6.923337459564209,5.48617696762085,0.0,1.3053609132766724,0.0,,,241.33281782253323,7.914880304625851,,,0.0078125,0,13.999077796936035,0,3.633073568344116,0.10170241445302963,,,,,,,,,,,,,,,,0.049211969971656805,0.00492119699716568,0.00492119699716568,0.049211969971656805,2.0086936943007028,0.03364371135830879,4.307366907596588e-09,,,,,,,,,0.5314161777496338,3853.8533182647566
5000,1773207160.7810066,7.369648456573486,5.848531723022461,0.0,1.384818196296692,0.0,6.727677679061889,5.328879137039184,346.72491833935914,8.437647713286289,206.20675659179688,7.68794750450309,0.0078125,0,13.60184383392334,0,3.6517744064331055,0.09838714450597763,,,,,,,,,,,,,,,,0.049178975820541385,0.0049178975820541385,0.0049178975820541385,0.049178975820541385,1.2390263356021736,0.03472749516367912,2.153683453798294e-09,,,,,,,,,0.5314159393310547,3853.8550472874754
5100,1773207276.4179313,7.208444118499756,5.71030330657959,0.0,1.3618041276931763,0.0,,,301.9626416506887,8.238226262374225,,,0.0078125,0,13.563644409179688,0,3.64359188079834,0.09960420429706573,,,,,,,,,,,,,,,,0.049145317077636724,0.004914531707763672,0.004914531707763672,0.049145317077636724,1.269422945935418,0.03081233985722065,6.984919309616089e-10,,,,,,,,,0.5470459461212158,3743.744039273438
5200,1773207330.0379295,7.009829044342041,5.509669780731201,0.0,1.3610018491744995,0.0,,,247.06952647694587,7.948773269596686,,,0.0078125,0,14.056414604187012,0,3.629027843475342,0.10435481369495392,,,,,,,,,,,,,,,,0.04911099374294281,0.004911099374294281,0.004911099374294281,0.04911099374294281,1.620434035343122,0.03809905797243118,2.9685907065868378e-09,,,,,,,,,0.5470461845397949,3743.742407641302
5300,1773207383.6377463,7.131663799285889,5.646103858947754,0.0,1.3443560600280762,0.0,,,283.18598113369313,8.145606037647964,,,0.0078125,0,13.147419929504395,0,3.6554408073425293,0.09707024693489075,,,,,,,,,,,,,,,,0.04907600730657578,0.004907600730657578,0.004907600730657578,0.04907600730657578,1.0989733172452654,0.033682189881801605,1.8742866814136505e-08,,,,,,,,,0.5470454692840576,3743.747302541976
5400,1773207437.3072038,6.901730537414551,5.364982604980469,0.0,1.4005162715911865,0.0,,,213.7875158105822,7.740033798660875,,,0.0078125,0,14.295117378234863,0,3.628366708755493,0.10127706080675125,,,,,,,,,,,,,,,,0.04904035925865174,0.004904035925865174,0.004904035925865174,0.04904035925865174,1.538566093451835,0.03210621327161789,0.0003005749895237386,,,,,,,,,0.5470447540283203,3743.7521974554493
5500,1773207490.9917977,7.146688938140869,5.6068806648254395,0.0,1.401041030883789,0.0,,,272.29353707587967,8.089018929999876,,,0.0078125,0,13.917759895324707,0,3.6276731491088867,0.10143086314201355,,,,,,,,,,,,,,,,0.049004049599170686,0.004900404959917068,0.004900404959917068,0.049004049599170686,1.038331137045049,0.03307601436972618,4.423782229423523e-09,,,,,,,,,0.5470461845397949,3743.742407641302
5600,1773207544.6921241,7.1345391273498535,5.4901123046875,0.0,1.5012116432189941,0.0,,,242.28441500563756,7.920557795896134,,,0.0078125,0,14.73456859588623,0,3.6152889728546143,0.103756383061409,,,,,,,,,,,,,,,,0.04896707832813263,0.004896707832813263,0.004896707832813263,0.04896707832813263,1.3573568197808665,0.03596590831875801,0.00021932681556791067,,,,,,,,,0.5470461845397949,3743.742407641302
5700,1773207598.3741252,6.958750247955322,5.3581671714782715,0.0,1.464660406112671,0.0,,,212.33541518146473,7.730201206545747,,,0.0078125,0,14.82673454284668,0,3.6025149822235107,0.10640337318181992,,,,,,,,,,,,,,,,0.04892944991588593,0.004892944991588592,0.004892944991588592,0.04892944991588593,0.8767567330143617,0.03279237821698189,2.3283064365386963e-10,,,,,,,,,0.5314078330993652,3853.9138349830364
5800,1773207652.0281188,7.155686378479004,5.483829021453857,0.0,1.5314093828201294,0.0,,,240.76684605358994,7.911492934334457,,,0.0078125,0,14.30607795715332,0,3.638551712036133,0.09939342737197876,,,,,,,,,,,,,,,,0.04889116138219834,0.004889116138219834,0.004889116138219834,0.04889116138219834,1.015549599221533,0.026393620297312737,0.0,,,,,,,,,0.5470466613769531,3743.7391443812976
5900,1773207706.1377914,6.933077812194824,5.23952579498291,0.0,1.5549004077911377,0.0,,,188.58065530633814,7.5590378810316485,,,0.0078125,0,14.735676765441895,0,3.6172454357147217,0.10320858657360077,,,,,,,,,,,,,,,,0.04885221719741822,0.004885221719741821,0.004885221719741821,0.04885221719741822,1.1209578046109114,0.03071158565580845,7.130438461899757e-10,,,,,,,,,0.5314152240753174,3853.8602343649404
6000,1773207759.7943811,7.193796157836914,5.41429328918457,0.0,1.6416418552398682,0.0,6.870683515071869,5.238387897014618,224.59376673579575,7.811174078224974,188.36622619628906,7.557396241275755,0.0078125,0,15.763139724731445,0,3.5954794883728027,0.10639891773462296,,,,,,,,,,,,,,,,0.048812615871429446,0.004881261587142944,0.004881261587142944,0.048812615871429446,0.9683721071206773,0.030762288719415665,1.2223608791828156e-09,,,,,,,,,0.5371294021606445,3812.8614664581046
6100,1773207875.5995388,7.119377136230469,5.322656154632568,0.0,1.6530051231384277,0.0,,,204.92747880694708,7.678969638645526,,,0.0078125,0,14.891281127929688,0,3.6249780654907227,0.10248274356126785,,,,,,,,,,,,,,,,0.04877236038446427,0.004877236038446427,0.004877236038446427,0.04877236038446427,1.0678561313397734,0.027791930362582207,9.167706593871117e-10,,,,,,,,,0.5361521244049072,3819.8114057146413
6200,1773207929.200439,7.340450763702393,5.605391502380371,0.0,1.5926051139831543,0.0,,,271.88834953634375,8.086870522725297,,,0.0078125,0,15.316328048706055,0,3.614763021469116,0.10447292029857635,,,,,,,,,,,,,,,,0.04873145073652268,0.004873145073652267,0.004873145073652267,0.04873145073652268,1.3021636168092514,0.031393472105264664,1.6152625903487206e-09,,,,,,,,,0.531416654586792,3853.849860223974
6300,1773207982.8070443,7.207007884979248,5.39644718170166,0.0,1.6639373302459717,0.0,,,220.62119513717,7.785427587460208,,,0.0078125,0,15.10531997680664,0,3.617612361907959,0.10416683554649353,,,,,,,,,,,,,,,,0.048689886927604675,0.004868988692760467,0.004868988692760467,0.048689886927604675,1.112835166067933,0.03156441077589989,5.238689482212067e-10,,,,,,,,,0.5470459461212158,3743.744039273438
