step,timestamp,train_loss_total,train_loss_ce,train_loss_belief_align,train_loss_self_consistency,train_loss_model_align,val_loss,val_ce,train_ppl,train_bpc,val_ppl,val_bpc,beta_mean,beta_std,kl_mean,kl_std,attention_entropy,attention_concentration,rg_modularity,rg_effective_rank,rg_n_clusters,rg_kl_within_mean,rg_kl_within_std,rg_kl_between_mean,rg_kl_between_std,rg_beta_entropy,rg_dynamic_n_iterations,rg_dynamic_modularity_init,rg_dynamic_modularity_final,rg_dynamic_modularity_change,rg_dynamic_rank_init,rg_dynamic_rank_final,rg_dynamic_rank_change,mu_lr,sigma_lr,phi_lr,ffn_lr,grad_norm_total,grad_norm_mu,grad_norm_ffn,alpha_mean,alpha_std,alpha_min,alpha_max,alpha_a0,alpha_b0,alpha_mahal_sq_mean,alpha_mahal_sq_std,step_time,tokens_per_sec
100,1772742751.493312,7.135096073150635,6.8744611740112305,0.0,0.2606349587440491,0.0,,,967.2540435299576,9.917751044529723,,,0.015625,0,5.80559778213501,0,3.1327574253082275,0.10345125198364258,,,,,,,,,,,,,,,,0.05,0.005,0.005,0.05,0.15176673914912137,0.020629817619919777,0.00309474254027009,,,,,,,,,0.32822751998901367,6239.574305251887
200,1772742785.4172378,6.763883590698242,6.4681220054626465,0.0,0.295761376619339,0.0,,,644.272649606145,9.331527541145737,,,0.015625,0,6.4042510986328125,0,3.127595901489258,0.10772641003131866,,,,,,,,,,,,,,,,0.049999505281448364,0.004999950528144836,0.004999950528144836,0.049999505281448364,0.24744621983280335,0.030259938910603523,0.018478717654943466,,,,,,,,,0.3340263366699219,6131.2530635085595
300,1772742819.4208043,6.695079326629639,6.298384666442871,0.0,0.3966946303844452,0.0,,,543.6929549392586,9.086648323888218,,,0.015625,0,5.703812599182129,0,3.1277847290039062,0.10739438235759735,,,,,,,,,,,,,,,,0.04999801814556122,0.004999801814556122,0.004999801814556122,0.04999801814556122,0.3394592270155655,0.0305324736982584,0.000674503855407238,,,,,,,,,0.3438572883605957,5955.959257877666
400,1772742853.5781271,6.719709396362305,6.268515586853027,0.0,0.45119357109069824,0.0,,,527.6934810673956,9.043556350888034,,,0.015625,0,5.424530982971191,0,3.1291327476501465,0.10587567836046219,,,,,,,,,,,,,,,,0.0499955415725708,0.00499955415725708,0.00499955415725708,0.0499955415725708,0.7439019161103865,0.040140680968761444,0.0538807138800621,,,,,,,,,0.3438577651977539,5955.950998582764
500,1772742887.8861125,6.596489429473877,6.004550933837891,0.0,0.5919386744499207,0.0,,,405.2689552915547,8.66273585501312,,,0.015625,0,4.984920978546143,0,3.130305051803589,0.10452686250209808,,,,,,,,,,,,,,,,0.049992072582244876,0.004999207258224487,0.004999207258224487,0.049992072582244876,0.5129323526477088,0.02965507283806801,0.022240038961172104,,,,,,,,,0.3438568115234375,5955.967517195474
600,1772742922.2466981,6.6377482414245605,5.872739791870117,0.0,0.7650086283683777,0.0,,,355.2208795367981,8.472572574162301,,,0.015625,0,5.5529303550720215,0,3.1268272399902344,0.10652272403240204,,,,,,,,,,,,,,,,0.049987614154815674,0.0049987614154815676,0.0049987614154815676,0.049987614154815674,0.3342644183077466,0.031218959018588066,0.01475544273853302,,,,,,,,,0.3438572883605957,5955.959257877666
700,1772742956.7415562,6.909787178039551,6.015706539154053,0.0,0.8940808773040771,0.0,,,409.8152871976541,8.67882999148086,,,0.015625,0,5.427942752838135,0,3.128714084625244,0.10536199808120728,,,,,,,,,,,,,,,,0.04998216480016709,0.0049982164800167084,0.0049982164800167084,0.04998216480016709,0.3477821830015803,0.02956702932715416,0.01501721516251564,,,,,,,,,0.3438570499420166,5955.963387533706
800,1772742991.2955034,6.795172214508057,5.6894402503967285,0.0,1.1057320833206177,0.0,,,295.72804064971024,8.208127234681422,,,0.015625,0,5.835471153259277,0,3.124627113342285,0.10776523500680923,,,,,,,,,,,,,,,,0.049975726008415225,0.004997572600841522,0.004997572600841522,0.049975726008415225,0.4459044457225709,0.030809367075562477,0.0066488394513726234,,,,,,,,,0.3438577651977539,5955.950998582764
900,1772743025.9702284,7.490334510803223,6.074535369873047,0.0,1.4157993793487549,0.0,,,434.64750526740613,8.76370205382045,,,0.015625,0,5.60015344619751,0,3.1263060569763184,0.10584726929664612,,,,,,,,,,,,,,,,0.04996829777956009,0.004996829777956009,0.004996829777956009,0.04996829777956009,0.5962310122622573,0.030428647994995117,0.034940674901008606,,,,,,,,,0.3438575267791748,5955.955128227351
1000,1772743060.6967382,7.467624187469482,5.827559471130371,0.0,1.6400645971298218,0.0,7.3641790103912355,5.697778950929642,339.529036684336,8.407391149485298,298.20440673828125,8.220157436587716,0.015625,0,5.583346843719482,0,3.125222682952881,0.10703840851783752,,,,,,,,,,,,,,,,0.04995987862348557,0.004995987862348557,0.004995987862348557,0.04995987862348557,0.4641993833433347,0.02945934422314167,0.00246228720061481,,,,,,,,,0.35948681831359863,5697.010003335993
