step,timestamp,train_loss_total,train_loss_ce,train_loss_belief_align,train_loss_self_consistency,train_loss_model_coupling,val_loss,val_ce,train_ppl,train_bpc,val_ppl,val_bpc,beta_mean,beta_std,kl_mean,kl_std,attention_entropy,attention_concentration,rg_modularity,rg_effective_rank,rg_n_clusters,rg_kl_within_mean,rg_kl_within_std,rg_kl_between_mean,rg_kl_between_std,rg_beta_entropy,rg_dynamic_n_iterations,rg_dynamic_modularity_init,rg_dynamic_modularity_final,rg_dynamic_modularity_change,rg_dynamic_rank_init,rg_dynamic_rank_final,rg_dynamic_rank_change,mu_lr,sigma_lr,phi_lr,ffn_lr,grad_norm_total,grad_norm_mu,grad_norm_ffn,alpha_mean,alpha_std,alpha_min,alpha_max,alpha_c0,alpha_b0,alpha_c0_std,alpha_b0_std,alpha_mahal_sq_mean,alpha_mahal_sq_std,step_time,tokens_per_sec
4300,1773680937.6902614,6.653177261352539,6.653177261352539,0,0,0,,,775.2435680658098,9.598505841108523,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.0002449296087026596,0.4379311200697026,0.0,0.07991540157833907,,,,,,,,,,,0.031260013580322266,262060.0269078817
4400,1773680939.9097056,6.5846757888793945,6.5846757888793945,0,0,0,,,723.9163078990664,9.499679106477926,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.00024245994687080381,0.4730098752608028,0.0,0.08191112569790304,,,,,,,,,,,0.03125905990600586,262068.02202730533
4500,1773680942.1274762,6.5362868309021,6.5362868309021,0,0,0,,,689.7207675002678,9.429868596770298,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.00023994918465614318,0.5220806158185604,0.0,0.10351276927104373,,,,,,,,,,,0.03125929832458496,262066.0232017146
4600,1773680944.3315852,6.561102867126465,6.561102867126465,0,0,0,,,707.0510481123798,9.465670569165711,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.00023739843070507048,0.4341251015602862,0.0,0.08549262090737439,,,,,,,,,,,0.03125953674316406,262064.0244066142
4700,1773680946.5636199,6.541686534881592,6.541686534881592,0,0,0,,,693.4551286220843,9.43765872292378,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.00023480882942676542,0.4817674253174814,0.0,0.09273667075673876,,,,,,,,,,,0.0468897819519043,174707.5729292724
4800,1773680948.7674336,6.502078056335449,6.502078056335449,0,0,0,,,666.5252719707831,9.380515767348102,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.0002321815252304077,0.47849514308371016,0.0,0.08232780968734263,,,,,,,,,,,0.03125953674316406,262064.0244066142
4900,1773680950.9890475,6.535610198974609,6.535610198974609,0,0,0,,,689.2542382600129,9.428892423244001,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.00022951768934726714,0.5483384075488926,0.0,0.08666799385338952,,,,,,,,,,,0.046889543533325195,174708.461262324
5000,1773680953.1928596,6.4426727294921875,6.4426727294921875,0,0,0,6.3693859577178955,6.3693859577178955,628.0832550972168,9.29481199690894,583.6991577148438,9.189081534707409,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.0002268185019493103,0.4842061255775503,0.0,0.08578887470737999,,,,,,,,,,,0.031260013580322266,262060.0269078817
5100,1773680975.1575136,6.543621063232422,6.543621063232422,0,0,0,,,694.7979356587966,9.440449657381981,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.0002240851745009422,0.47254293183119744,0.0,0.08096005305997692,,,,,,,,,,,0.031259775161743164,262062.02564200346
5200,1773680977.382957,6.556757926940918,6.556757926940918,0,0,0,,,703.9856179780517,9.459402145507063,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.00022131890058517455,0.5107022277776891,0.0,0.0888398841720518,,,,,,,,,,,0.0468900203704834,174706.68460525447
5300,1773680979.5889595,6.534998416900635,6.534998416900635,0,0,0,,,688.8326938324443,9.428009808279773,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.0002185209274291992,0.4655388508245053,0.0,0.08331069440889947,,,,,,,,,,,0.03125929832458496,262066.0232017146
5400,1773680981.792773,6.46534538269043,6.46534538269043,0,0,0,,,642.4862287518653,9.32752172124184,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.00021569248884916305,0.5611519215000091,0.0,0.08736096308460709,,,,,,,,,,,0.031260013580322266,262060.0269078817
5500,1773680984.012217,6.4018425941467285,6.4018425941467285,0,0,0,,,602.9550163219545,9.235906563127223,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.00021283486336469648,0.5581815639089525,0.0,0.12017955022476544,,,,,,,,,,,0.03125953674316406,262064.0244066142
5600,1773680986.2301905,6.525914192199707,6.525914192199707,0,0,0,,,682.603519308391,9.414904042353424,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.0002099492937326431,0.5071707343057955,0.0,0.09043579708622314,,,,,,,,,,,0.0468900203704834,174706.68460525447
5700,1773680988.434004,6.335139274597168,6.335139274597168,0,0,0,,,564.0479550665128,9.139674014802239,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.00020703706741333005,0.514563429586431,0.0,0.09301259808290709,,,,,,,,,,,0.031260013580322266,262060.0269078817
5800,1773680990.6491215,6.423696041107178,6.423696041107178,0,0,0,,,616.2766939092379,9.267434422683392,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.00020409950762987134,0.5201917822013911,0.0,0.09962625915475073,,,,,,,,,,,0.03125953674316406,262064.0244066142
5900,1773680992.8685648,6.317943096160889,6.317943096160889,0,0,0,,,554.4314066988717,9.114865173449978,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.00020113787949085235,0.5657248896451424,0.0,0.10894408619959733,,,,,,,,,,,0.046889543533325195,174708.461262324
6000,1773680995.0750854,6.443249225616455,6.443249225616455,0,0,0,6.3045933318138125,6.3045933318138125,628.4454470505952,9.295643705008514,547.0791625976562,9.095605534629415,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.00019815351963043212,0.5342532446727492,0.0,0.10318982816526354,,,,,,,,,,,0.031260013580322266,262060.0269078817
6100,1773681017.2312183,6.487315654754639,6.487315654754639,0,0,0,,,656.7580295987044,9.359218123795856,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.00019514775574207304,0.6088083263939936,0.0,0.1109693230788609,,,,,,,,,,,0.04482412338256836,182758.7330617108
6200,1773681019.43427,6.43385124206543,6.43385124206543,0,0,0,,,622.5669931494145,9.282085280745093,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.00019212193340063094,0.46521636136300015,0.0,0.10619062482174144,,,,,,,,,,,0.03125929832458496,262066.0232017146
6300,1773681021.6512582,6.416789531707764,6.416789531707764,0,0,0,,,612.0350375105329,9.257470435823004,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.0001890773758292198,0.5553106086327673,0.0,0.10972948796876165,,,,,,,,,,,0.03125953674316406,262064.0244066142
6400,1773681023.8550732,6.424328327178955,6.424328327178955,0,0,0,,,616.666480294423,9.26834661866357,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.00018601543977856633,0.5551471582010072,0.0,0.09846841607047416,,,,,,,,,,,0.03125953674316406,262064.0244066142
6500,1773681026.0745168,6.402043342590332,6.402043342590332,0,0,0,,,603.0760707533819,9.236196181911275,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.00018293749764561652,0.5869052389028653,0.0,0.11385257711365397,,,,,,,,,,,0.0468897819519043,174707.5729292724
6600,1773681028.278331,6.416363716125488,6.416363716125488,0,0,0,,,611.7744789335505,9.256856113794123,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0.00017984493076801298,0.5463644014052076,0.0,0.09387463152447664,,,,,,,,,,,0.03125953674316406,262064.0244066142
