step,timestamp,train_loss_total,train_loss_ce,train_loss_belief_align,train_loss_self_consistency,train_loss_model_align,val_loss,val_ce,train_ppl,train_bpc,val_ppl,val_bpc,beta_mean,beta_std,kl_mean,kl_std,attention_entropy,attention_concentration,rg_modularity,rg_effective_rank,rg_n_clusters,rg_kl_within_mean,rg_kl_within_std,rg_kl_between_mean,rg_kl_between_std,rg_beta_entropy,rg_dynamic_n_iterations,rg_dynamic_modularity_init,rg_dynamic_modularity_final,rg_dynamic_modularity_change,rg_dynamic_rank_init,rg_dynamic_rank_final,rg_dynamic_rank_change,mu_lr,sigma_lr,phi_lr,ffn_lr,grad_norm_total,grad_norm_mu,grad_norm_ffn,step_time,tokens_per_sec
50,1770658677.9093025,14.380576133728027,7.6636552810668945,6.442455768585205,0.27446448802948,0.0,,,2129.5272401070956,11.056317469077724,,,0.015625005587935448,0,0.9085695147514343,0,3.1271300315856934,0.09974445402622223,,,,,,,,,,,,,,,,0.025,0,0.0025,0.025,3.341355679682648,0.8803467750549316,1.0244548320770264e-08,0.29058027267456055,14095.93281161028
100,1770658692.5499637,7.5190958976745605,7.1406450271606445,0.3075053095817566,0.07094580680131912,0.0,,,1262.2423071418816,10.3017731694331,,,0.015625005587935448,0,0.02760600671172142,0,3.1407241821289062,0.08978152275085449,,,,,,,,,,,,,,,,0.05,0,0.005,0.05,0.516873491983481,0.0495261512696743,0.0020465441048145294,0.296966552734375,13792.799095673621
150,1770658707.2061503,7.345860958099365,6.741302490234375,0.556694746017456,0.047863494604825974,0.0,,,846.662788002335,9.725643671793552,,,0.015625005587935448,0,0.04911863058805466,0,3.1404669284820557,0.09009493887424469,,,,,,,,,,,,,,,,0.04999950230121613,0,0.004999950230121612,0.04999950230121613,0.2698726028319513,0.045566536486148834,0.00317938718944788,0.2969675064086914,13792.754801809931
200,1770658721.8575275,7.268684387207031,6.6432108879089355,0.5848395228385925,0.04063413664698601,0.0,,,767.5555754955636,9.58412740356579,,,0.015625005587935448,0,0.05316922813653946,0,3.140383720397949,0.09007859975099564,,,,,,,,,,,,,,,,0.049998010694980624,0,0.004999801069498063,0.049998010694980624,0.28815849653846193,0.045783985406160355,3.560073673725128e-05,0.2969679832458496,13792.73265498477
250,1770658736.5008597,6.995799541473389,6.40364933013916,0.5566835999488831,0.035466793924570084,0.0,,,604.0453815562113,9.2385131321837,,,0.015625005587935448,0,0.048686280846595764,0,3.140291690826416,0.0901314914226532,,,,,,,,,,,,,,,,0.04999552369117737,0,0.004999552369117737,0.04999552369117737,0.4490169392324259,0.04691460728645325,0.007150039076805115,0.2969675064086914,13792.754801809931
300,1770658751.1600118,6.900393486022949,6.300173759460449,0.5642624497413635,0.03595740348100662,0.0,,,544.6665428686374,9.089229439512367,,,0.015625005587935448,0,0.050795476883649826,0,3.1402688026428223,0.09011157602071762,,,,,,,,,,,,,,,,0.04999204128980637,0,0.004999204128980637,0.04999204128980637,0.19545226527171716,0.047059316188097,2.7939677238464355e-08,0.2813382148742676,14558.989086607153
350,1770658765.8759212,6.906632900238037,6.328183174133301,0.5417094230651855,0.036740537732839584,0.0,,,560.1379956260001,9.129638483159093,,,0.015625005587935448,0,0.050558559596538544,0,3.140320301055908,0.09003177285194397,,,,,,,,,,,,,,,,0.04998756498098374,0,0.004998756498098373,0.04998756498098374,0.2511820432650373,0.04324694722890854,0.003481649560853839,0.29506444931030273,13881.712993802472
400,1770658780.5962412,6.738509178161621,6.222560882568359,0.4829174280166626,0.033030904829502106,0.0,,,503.9922457661349,8.977257726911024,,,0.015625005587935448,0,0.04506436735391617,0,3.1403167247772217,0.08996586501598358,,,,,,,,,,,,,,,,0.04998209327459335,0,0.004998209327459336,0.04998209327459335,0.515314196065616,0.04804791510105133,4.423782229423523e-09,0.2969684600830078,13792.71050823073
450,1770658795.3480155,6.760603904724121,6.191827774047852,0.5283427834510803,0.04043347015976906,0.0,,,488.7385940513122,8.932919223657384,,,0.015625005587935448,0,0.04609404504299164,0,3.1402177810668945,0.09006766229867935,,,,,,,,,,,,,,,,0.049975629150867465,0,0.0049975629150867465,0.049975629150867465,0.4541344866183362,0.046332161873579025,7.916241884231567e-09,0.2969679832458496,13792.73265498477
500,1770658810.1169605,6.561023235321045,6.086987018585205,0.4354010224342346,0.038635414093732834,0.0,6.366205310821533,5.782337093353272,440.09341825168286,8.781665985668372,324.5167541503906,8.342149049329068,0.015625005587935448,0,0.043122000992298126,0,3.140469551086426,0.08984172344207764,,,,,,,,,,,,,,,,0.04996816962957382,0,0.0049968169629573825,0.04996816962957382,0.6134587901376127,0.0487380251288414,1.6530975699424744e-08,0.2969677448272705,13792.743728388461
550,1770658845.3257885,6.700821876525879,6.147862434387207,0.5074772238731384,0.04548199847340584,0.0,,,467.71654268036764,8.869490646157974,,,0.015625005587935448,0,0.04782959818840027,0,3.1402509212493896,0.09000000357627869,,,,,,,,,,,,,,,,0.04995971769094468,0,0.004995971769094467,0.04995971769094468,0.22198561213065682,0.04702020436525345,6.05359673500061e-09,0.2969696521759033,13792.655141656785
600,1770658860.1304374,6.5956573486328125,6.022143840789795,0.5230624675750732,0.050451330840587616,0.0,,,412.46190120323644,8.688117054627453,,,0.015625005587935448,0,0.052335962653160095,0,3.140096664428711,0.08994324505329132,,,,,,,,,,,,,,,,0.04995027184486389,0,0.00499502718448639,0.04995027184486389,0.20645191746226987,0.05069515481591225,8.381903171539307e-09,0.2888672351837158,14179.524366600446
650,1770658874.9650736,6.574368476867676,6.074573993682861,0.45093128085136414,0.04886358603835106,0.0,,,434.6642933341934,8.763757776199329,,,0.015625005587935448,0,0.041448842734098434,0,3.1403729915618896,0.08996398746967316,,,,,,,,,,,,,,,,0.04993983209133149,0,0.004993983209133148,0.04993983209133149,0.32919923126000145,0.045258063822984695,6.984919309616089e-09,0.2969677448272705,13792.743728388461
